provider_id,qr_rating,facility_type,provider_status,license_status,license_type,license_certificate_type,socrata_operating_status,socrata_facilitytypegeneric,socrata_facilitytypeauthoritydesc,licensed_capacity,license_prior_capacity,total_available_slots,ages_served,age_min_months,age_max_months,hours_mon,hours_tue,hours_wed,hours_thu,hours_fri,hours_sat,hours_sun,hours_days_open,hours_weekly_hours,subsidy_participation,food_program_participation,funded_head_start,funded_early_head_start,funded_eceap,formerly_licensed,excluded_from_public_search,tribal_ea_shown,display_on_map,opt_in_map,license_update_approved,initial_license_year,socrata_licensecapacity,socrata_startingage,socrata_endingage,num_complaints,num_inspections,num_licenses,num_contacts,agegroup_infant,agegroup_preschool,agegroup_school_age,agegroup_toddler,complaints_serious_injury_field,langinstr_american_sign_language,langinstr_arabic,langinstr_chinese_mandarin,langinstr_english,langinstr_french,langinstr_somali,langinstr_spanish,langinstr_tagalog,language_american_sign_language,language_amharic,language_arabic,language_chinese_cantonese,language_chinese_mandarin,language_english,language_farsi,language_filipino,language_french,language_hindi,language_japanese,language_korean,language_oromo,language_other,language_pashto,language_persian,language_polish,language_portugese,language_punjabi,language_russian,language_somali,language_spanish,language_swahili,language_tagalog,language_telugu,language_tigrinya,language_ukrainian,language_urdu,language_vietnamese,slotavail_infant,slotavail_preschool,slotavail_school_age,slotavail_slots_available,slotavail_toddler,spec_accreditation,spec_child_outcomes,spec_curriculum_and_staff_supports,spec_family_engagement_and_partnerships,spec_interactions_and_environment,spec_professionalism,complaints_document_view,complaints_self_reported_no,complaints_self_reported_yes,complaints_valid_issues_1,complaints_valid_issues_2,complaints_valid_issues_3,complaints_valid_issues_4,complaints_valid_issues_5,complaints_valid_issues_6,complaints_valid_issues_other,contacts_role_primary_contact,contacts_role_primary_contractor,contacts_role_primary_licensor,contacts_role_secondary_contact,contacts_role_secondary_contractor,geo_region,inspections_checklist_type_childcareinspectionchecklist_pdf,inspections_checklist_type_childcaremonitoringchecklist_pdf,inspections_checklist_type_licensing_ccc_inspection_report,inspections_checklist_type_licensing_ccc_inspection_report_pdf,inspections_document_view,inspections_inspection_type_physical,inspections_inspection_type_virtual,langinstr_other,licensehist_facility_type_child_care_center,licensehist_facility_type_family_child_care_home,licensehist_facility_type_other,licensehist_facility_type_school_age_program,licensehist_license_status_closed,licensehist_license_status_open,licensehist_license_status_open_certified,licensehist_license_status_open_payment_only,licensehist_license_status_other,licensehist_license_status_pending,licensehist_license_status_reason_cannot_comply_with_requirements,licensehist_license_status_reason_capacity,licensehist_license_status_reason_change_license_to_child_care_facility,licensehist_license_status_reason_closed,licensehist_license_status_reason_dcyf_imposed,licensehist_license_status_reason_dlr_cps_investigation_s_complete,licensehist_license_status_reason_expired,licensehist_license_status_reason_failed_to_meet_annual_compliance_requirements,licensehist_license_status_reason_family_did_not_respond_to_renewal,licensehist_license_status_reason_license_issued_in_error,licensehist_license_status_reason_licensee_request,licensehist_license_status_reason_licensee_request_conversion_only,licensehist_license_status_reason_mlr_infraction_s,licensehist_license_status_reason_moved,licensehist_license_status_reason_moved_and_did_not_reapply,licensehist_license_status_reason_moved_conversion_only,licensehist_license_status_reason_moved_new_home_does_not_meet_mlr_s,licensehist_license_status_reason_name_change_modification_only,licensehist_license_status_reason_no_referral_licensee_request,licensehist_license_status_reason_no_referral_lifted_licensee_request,licensehist_license_status_reason_open_dlr_cps_investigation_s,licensehist_license_status_reason_other,licensehist_license_status_reason_provider_meets_mlr_s,licensehist_license_status_reason_revoked,licensehist_license_status_reason_suspended,licensehist_license_status_reason_unknown,licensehist_license_status_reason_withdrawn,licensehist_license_type_initial_1st,licensehist_license_type_initial_2nd,licensehist_license_type_initial_3rd,licensehist_license_type_initial_4th,licensehist_license_type_probationary,licensehist_license_type_unknown,licensehist_regulation_authority_dcyf,licensehist_regulation_authority_government,licensehist_regulation_authority_military,licensehist_regulation_authority_ospi,licensehist_regulation_authority_tribal
6871,3,Family Child Care Home,Open,Open,Full,,,,,10,10,0,2 years 0 months - 13 years 0 months,24,156,6:30 AM - 5:00 PM,6:30 AM - 5:00 PM,6:30 AM - 5:00 PM,6:30 AM - 5:00 PM,6:30 AM - 5:00 PM,,,5,52.5,False,False,No,No,No,False,False,False,True,True,True,2008,,,,0,4,4,2,,Preschool,School-age,Toddler,,,,,,,,,,,,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primary Contact,,Primary Licensor,,,,ChildCareInspectionChecklist.pdf,,Licensing CCC Inspection Report,,View,Physical,,,,Family Child Care Home,,,Closed,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,DCYF,,,,
10235,3,Family Child Care Home,Open,Open,Full,,,,,12,12,5,birth - 13 years 0 months,0,156,5:00 AM - 5:30 PM,5:00 AM - 5:30 PM,5:00 AM - 5:30 PM,5:00 AM - 5:30 PM,5:00 AM - 5:30 PM,,,5,62.5,True,True,No,No,No,False,False,False,True,True,True,2008,,,,0,5,8,2,Infant,Preschool,School-age,Toddler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Infant,Preschool,School Age,Slots Available,Toddler,,,,,,,,,,,,,,,,,Primary Contact,,Primary Licensor,,,,ChildCareInspectionChecklist.pdf,,Licensing CCC Inspection Report,,View,Physical,,,,Family Child Care Home,,,Closed,Open,,,,,,,,Closed,,,,,,,,,,,,,,,,,Open DLR/CPS Investigation(s),,,,,Unknown,,Initial (1st),,,,,,DCYF,,,,
2710,3,Family Child Care Home,Open,Open,Full,,,,,12,12,1,birth - 12 years 0 months,0,144,7:30 AM - 5:30 PM,7:30 AM - 5:30 PM,7:30 AM - 5:30 PM,7:30 AM - 5:30 PM,7:30 AM - 5:30 PM,,,5,50.0,True,True,No,No,No,False,False,False,True,True,True,2008,,,,0,6,7,2,Infant,Preschool,School-age,Toddler,,,,,English,,,,,,,,,,English,,,,,,,,,,,,,,Russian,,,,,,,,,,Infant,Preschool,School Age,Slots Available,Toddler,,,,,,,,,,,,,,,,,Primary Contact,,Primary Licensor,,,,ChildCareInspectionChecklist.pdf,,Licensing CCC Inspection Report,,View,Physical,,,,Family Child Care Home,,,Closed,Open,,,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,Unknown,,Initial (1st),,,,,,DCYF,,,,
31,3,Family Child Care Home,Open,Open,Full,,,,,12,12,0,birth - 13 years 0 months,0,156,,,,,,,,0,,False,False,No,No,No,False,False,False,True,True,True,2008,,,,0,6,7,2,Infant,Preschool,School-age,Toddler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Infant,Preschool,School Age,,Toddler,,,,,,,,,,,,,,,,,Primary Contact,,Primary Licensor,,,,ChildCareInspectionChecklist.pdf,,Licensing CCC Inspection Report,,View,Physical,,,,Family Child Care Home,,,Closed,Open,,,,,,,,,,,,,,,,,,Moved,,,,,,,Open DLR/CPS Investigation(s),,,,,Unknown,,Initial (1st),,,,,,DCYF,,,,
3769,3,Family Child Care Home,Open,Open,Full,,,,,11,11,,birth - 13 years 0 months,0,156,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,7,167.88,True,False,No,No,No,False,False,False,True,True,True,2008,,,,0,7,7,2,Infant,Preschool,School-age,Toddler,,,,,,,,,,,,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primary Contact,,Primary Licensor,,,,ChildCareInspectionChecklist.pdf,,Licensing CCC Inspection Report,,View,Physical,,,,Family Child Care Home,,,Closed,Open,,,,,,,,,,,,,,,,,,Moved,,,,,,,,,,,,Unknown,,Initial (1st),,,,,Unknown,DCYF,,,,
1014,4,Child Care Center,Open,Open,Full,LICENSED,Active,CHILD CARE CENTER,DEL Licensed,128,128,,12 months - 7 years 0 months,12,84,7:00 AM - 5:30 PM,7:00 AM - 5:30 PM,7:00 AM - 5:30 PM,7:00 AM - 5:30 PM,7:00 AM - 5:30 PM,,,5,52.5,True,True,No,No,Yes,False,False,False,True,True,True,2008,128,12 months,7 years 0 months,0,6,11,2,,Preschool,,Toddler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spanish,,,,,,,,,Preschool,,,Toddler,,Child Outcomes,Curriculum and Staff Supports,Family Engagement and Partnerships,,,,,,,,,,,,,Primary Contact,,Primary Licensor,,,region_6,ChildCareInspectionChecklist.pdf,,Licensing CCC Inspection Report,,View,Physical,,,Child Care Center,,,,Closed,Open,,,,,,,Change license to child care facility,Closed,,,,,,,,,,,,,,,No Referral: Licensee Request,,,,,,,Unknown,,Initial (1st),,Initial (3rd),,,,DCYF,,,,
2540,3,Child Care Center,Open,Open - Certified,Full,CERTIFIED,Active,CHILD CARE CENTER,DEL Licensed,65,65,21,3 years 0 months - 13 years 0 months,36,156,7:00 AM - 6:00 PM,7:00 AM - 6:00 PM,7:00 AM - 6:00 PM,7:00 AM - 6:00 PM,7:00 AM - 6:00 PM,,,5,55.0,False,False,No,No,No,False,False,False,True,True,True,2008,65,3 years 0 months,13 years 0 months,0,5,5,3,,Preschool,School-age,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slots Available,,,,,,,,,,,,,,,,,,Primary Contact,,Primary Licensor,Secondary Contact,,region_3,ChildCareInspectionChecklist.pdf,,Licensing CCC Inspection Report,,View,Physical,,,Child Care Center,,,,Closed,,Open - Certified,,,,,,,,,,,,,,,,,,,,,Name Change/Modification Only,,,,,,,,Unknown,,,,,,,,DCYF,Government,,OSPI,
9705,3,Family Child Care Home,Open,Open,Full,,,,,12,12,,birth - 13 years 0 months,0,156,,,,,,,,0,,False,False,No,No,No,False,False,False,False,False,True,2008,,,,0,6,14,2,Infant,Preschool,School-age,Toddler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Infant,Preschool,School Age,,Toddler,,,,,,,,,,,,,,,,,Primary Contact,,Primary Licensor,,,,ChildCareInspectionChecklist.pdf,,Licensing CCC Inspection Report,Licensing CCC Inspection Report.pdf,View,Physical,,,,Family Child Care Home,,,Closed,Open,,,,,,,,Closed,,,Expired,,,,,,,Moved,,,"Moved, new home does not meet MLR's",Name Change/Modification Only,,,,,,,,Unknown,,Initial (1st),Initial (2nd),,,,,DCYF,,,,
1965,3,Family Child Care Home,Open,Open,Full,,,,,12,12,,birth - 13 years 0 months,0,156,5:30 AM - 5:30 PM,5:30 AM - 5:30 PM,5:30 AM - 5:30 PM,5:30 AM - 5:30 PM,5:30 AM - 5:30 PM,,,5,60.0,False,False,No,No,No,False,False,False,True,True,True,2008,,,,0,6,7,2,Infant,Preschool,School-age,Toddler,,,,,English,,,Spanish,,,,,,,English,,,,,,,,,,,,,,,,Spanish,,,,,,,,Infant,Preschool,School Age,,Toddler,,,,,,,,,,,,,,,,,Primary Contact,,Primary Licensor,,,,ChildCareInspectionChecklist.pdf,,Licensing CCC Inspection Report,,View,Physical,,,,Family Child Care Home,,,Closed,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,Initial (1st),Initial (2nd),,,,Unknown,DCYF,,,,
4155,3,Family Child Care Home,Open,Open,Full,,,,,12,6,,birth - 13 years 0 months,0,156,,,,,,,,0,,False,False,No,No,No,False,False,False,True,True,True,2008,,,,0,6,5,2,Infant,Preschool,School-age,Toddler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spanish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primary Contact,,Primary Licensor,,,,ChildCareInspectionChecklist.pdf,,Licensing CCC Inspection Report,Licensing CCC Inspection Report.pdf,View,Physical,,,,Family Child Care Home,,,Closed,Open,,,,,,,,Closed,,,,,,,,,,Moved,,,,,,,,,,,,Unknown,,,,,,,,DCYF,,,,
5234,3,Family Child Care Home,Open,Open,Full,,,,,12,12,,1 month - 13 years 0 months,1,156,,,,,,,,0,,False,False,No,No,No,False,False,False,True,True,True,2008,,,,0,7,10,2,Infant,Preschool,School-age,Toddler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primary Contact,,Primary Licensor,,,,ChildCareInspectionChecklist.pdf,,Licensing CCC Inspection Report,,View,Physical,,,,Family Child Care Home,,,Closed,Open,,,,,,,,,,,Expired,,,,,,,Moved,Moved and did not reapply,,,,,,,,,,,Unknown,,Initial (1st),,,,,,DCYF,,,,
7927,3,Child Care Center,Open,Open,Full,LICENSED,Active,CHILD CARE CENTER,DEL Licensed,48,48,1,12 months - 6 years 0 months,12,72,7:00 AM - 6:00 PM,7:00 AM - 6:00 PM,7:00 AM - 6:00 PM,7:00 AM - 6:00 PM,7:00 AM - 6:00 PM,,,5,55.0,True,True,No,No,No,False,False,False,True,True,True,2008,48,12 months,6 years 0 months,0,4,8,3,,Preschool,,Toddler,,,,,,,,,,,,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,Slots Available,Toddler,,,,,,,,,,,,,,,,,Primary Contact,,Primary Licensor,Secondary Contact,,region_5,ChildCareInspectionChecklist.pdf,,Licensing CCC Inspection Report,,View,Physical,,,Child Care Center,,,,Closed,Open,,,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,Unknown,,Initial (1st),,,,,,DCYF,,,,
5764,3,Family Child Care Home,Open,Open,Full,,,,,12,12,4,birth - 13 years 0 months,0,156,other,other,other,other,other,,,5,87.5,False,False,No,No,No,False,False,False,True,True,True,2008,,,,0,5,7,2,Infant,Preschool,School-age,Toddler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Preschool,,Slots Available,Toddler,,,,,Interactions and Environment,,,,,,,,,,,,Primary Contact,,Primary Licensor,,,,ChildCareInspectionChecklist.pdf,,Licensing CCC Inspection Report,,View,Physical,,,,Family Child Care Home,,,Closed,Open,,,,,,,,Closed,,,,,,,,,,,,,,Name Change/Modification Only,,,,,,,,Unknown,,Initial (1st),,,,,,DCYF,,,,
2300,3,Child Care Center,Open,Open,Full,LICENSED,Active,CHILD CARE CENTER,DEL Licensed,85,85,18,1 month - 13 years 0 months,1,156,6:30 AM - 6:30 PM,6:30 AM - 6:30 PM,6:30 AM - 6:30 PM,6:30 AM - 6:30 PM,6:30 AM - 6:30 PM,,,5,60.0,False,False,No,No,No,False,False,False,True,True,True,2008,85,1 month,13 years 0 months,0,6,5,2,Infant,Preschool,School-age,Toddler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Infant,Preschool,School Age,Slots Available,Toddler,,,,,,,,,,,,,,,,,Primary Contact,,Primary Licensor,,,region_5,ChildCareInspectionChecklist.pdf,,Licensing CCC Inspection Report,Licensing CCC Inspection Report.pdf,View,Physical,,,Child Care Center,,,,Closed,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,Initial (1st),,,,,Unknown,DCYF,,,,
9949,3,Child Care Center,Open,Open,Full,LICENSED,Active,CHILD CARE CENTER,DEL Licensed,33,33,33,birth - 13 years 0 months,0,156,7:00 AM - 6:00 PM,7:00 AM - 6:00 PM,7:00 AM - 6:00 PM,7:00 AM - 6:00 PM,7:00 AM - 6:00 PM,,,5,55.0,False,True,No,No,No,False,False,False,True,True,True,2008,33,birth,13 years 0 months,0,6,6,2,Infant,Preschool,School-age,Toddler,,,,,English,,,Spanish,,,,,,,English,,,,,,,,,,,,,,,,Spanish,,,,,,,,Infant,Preschool,School Age,Slots Available,Toddler,,,,,,,,,,,,,,,,,Primary Contact,,Primary Licensor,,,region_2,ChildCareInspectionChecklist.pdf,,Licensing CCC Inspection Report,Licensing CCC Inspection Report.pdf,View,Physical,,,Child Care Center,,,,Closed,Open,,,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,Unknown,,Initial (1st),,,,,,DCYF,,,,
9913,3,Family Child Care Home,Open,Open,Full,,,,,6,6,,12 months - 13 years 0 months,12,156,6:30 AM - 4:30 PM,6:30 AM - 4:30 PM,6:30 AM - 4:30 PM,6:30 AM - 4:30 PM,6:30 AM - 4:30 PM,,,5,50.0,False,False,No,No,No,False,False,False,True,True,True,2008,,,,0,6,7,2,,Preschool,School-age,Toddler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primary Contact,,Primary Licensor,,,,ChildCareInspectionChecklist.pdf,,Licensing CCC Inspection Report,,View,Physical,,,,Family Child Care Home,,,Closed,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,Initial (1st),Initial (2nd),Initial (3rd),,,,DCYF,,,,
2010,3,Family Child Care Home,Open,Open,Full,,,,,10,10,3,birth - 13 years 0 months,0,156,6:00 AM - 5:30 PM,6:00 AM - 5:30 PM,6:00 AM - 5:30 PM,6:00 AM - 5:30 PM,6:00 AM - 5:30 PM,other,,6,68.0,True,True,No,No,No,False,False,False,True,True,True,2008,,,,0,6,10,2,Infant,Preschool,School-age,Toddler,,,,,English,,,Spanish,,,,,,,English,,,,,,,,,,,,,,,,Spanish,,,,,,,,Infant,Preschool,School Age,Slots Available,Toddler,,,,,,,,,,,,,,,,,Primary Contact,,Primary Licensor,,,,ChildCareInspectionChecklist.pdf,,Licensing CCC Inspection Report,,View,Physical,,,,Family Child Care Home,,,Closed,Open,,,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,Unknown,,Initial (1st),Initial (2nd),,,,Unknown,DCYF,,,,
4313,3,Family Child Care Home,Open,Open,Full,,,,,12,12,5,birth - 13 years 0 months,0,156,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,7,167.88,False,False,No,No,No,False,False,False,True,True,True,2008,,,,1,7,11,2,Infant,Preschool,School-age,Toddler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Infant,Preschool,School Age,Slots Available,Toddler,,,,,,,View,No,,,2,,,,,,Primary Contact,,Primary Licensor,,,,ChildCareInspectionChecklist.pdf,ChildCareMonitoringChecklist.pdf,Licensing CCC Inspection Report,,View,Physical,Virtual,,,Family Child Care Home,,,Closed,Open,,,,,,,,,,,Expired,,,License Issued in Error,,Licensee Request - Conversion Only,,Moved,,,,,,,,other,,,,Unknown,,Initial (1st),Initial (2nd),Initial (3rd),,,,DCYF,,,,
9026,3,Child Care Center,Open,Open,Full,LICENSED,Active,CHILD CARE CENTER,DEL Licensed,96,96,,1 month - 13 years 0 months,1,156,4:30 AM - 6:00 PM,4:30 AM - 6:00 PM,4:30 AM - 6:00 PM,4:30 AM - 6:00 PM,4:30 AM - 6:00 PM,,,5,67.5,False,False,No,No,No,False,False,False,True,True,True,2008,96,1 month,13 years 0 months,4,9,8,3,Infant,Preschool,School-age,Toddler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Infant,Preschool,School Age,,Toddler,,,,,,,View,No,,1,2,,,,,,Primary Contact,,Primary Licensor,Secondary Contact,,region_2,ChildCareInspectionChecklist.pdf,ChildCareMonitoringChecklist.pdf,Licensing CCC Inspection Report,Licensing CCC Inspection Report.pdf,View,Physical,,,Child Care Center,,,,Closed,Open,,,,,,,,,,,,,,,,,,,,,,Name Change/Modification Only,,,,,,,,Unknown,,Initial (1st),Initial (2nd),Initial (3rd),,,Unknown,DCYF,,,,
2346,2,Family Child Care Home,Open,Open,Full,,,,,12,12,,birth - 13 years 0 months,0,156,5:00 AM - 5:30 PM,5:00 AM - 5:30 PM,5:00 AM - 5:30 PM,5:00 AM - 5:30 PM,5:00 AM - 5:30 PM,other,other,7,87.0,False,False,No,No,No,False,False,False,True,True,True,2008,,,,1,9,12,2,Infant,Preschool,School-age,Toddler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Infant,Preschool,School Age,,Toddler,,,,,,,View,No,,1,,,,,,,Primary Contact,,Primary Licensor,,,,ChildCareInspectionChecklist.pdf,,Licensing CCC Inspection Report,,View,Physical,,,,Family Child Care Home,,,Closed,Open,,,,,,,,Closed,,,Expired,,,,,,,Moved,Moved and did not reapply,,,,,,,,,,,Unknown,,Initial (1st),Initial (2nd),,,,Unknown,DCYF,,,,
8765,3,Child Care Center,Open,Open,Full,LICENSED,Active,CHILD CARE CENTER,DEL Licensed,133,133,0,3 years 0 months - 13 years 0 months,36,156,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,,,5,45.0,False,False,No,No,No,False,False,False,True,True,True,2008,133,3 years 0 months,13 years 0 months,0,3,7,2,,Preschool,School-age,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Curriculum and Staff Supports,Family Engagement and Partnerships,,,,,,,,,,,,,Primary Contact,,Primary Licensor,,,region_4,ChildCareInspectionChecklist.pdf,,Licensing CCC Inspection Report,,View,Physical,,,Child Care Center,,,,Closed,Open,,,,,,,,Closed,,,Expired,,,,,,,Moved,,,,,,,,,,,,Unknown,,Initial (1st),,Initial (3rd),,,,DCYF,,,,
6588,3,Family Child Care Home,Open,Open,Full,,,,,12,12,2,birth - 13 years 0 months,0,156,,,,,,,,0,,False,False,No,No,No,False,False,False,True,True,True,2008,,,,0,6,8,2,Infant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slots Available,Toddler,,,,,,,,,,,,,,,,,Primary Contact,,Primary Licensor,,,,ChildCareInspectionChecklist.pdf,,Licensing CCC Inspection Report,,View,Physical,,,,Family Child Care Home,,,Closed,Open,,,,,,,,,,,Expired,,,,,,,,,,,,,,,,,,,Unknown,,Initial (1st),Initial (2nd),,,,,DCYF,,,,
2242,2,Family Child Care Home,Open,Open,Full,,,,,12,6,0,birth - 13 years 0 months,0,156,,,,,,,,0,,False,False,No,No,No,False,False,False,True,True,True,2008,,,,0,4,7,2,Infant,Preschool,School-age,Toddler,,,,,English,,,,,,,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primary Contact,,Primary Licensor,,,,ChildCareInspectionChecklist.pdf,,Licensing CCC Inspection Report,,View,Physical,,,,Family Child Care Home,,,Closed,Open,,,,,,,,,,,,,Family did not respond to renewal,,,,,Moved,,,,,,,,,,,,Unknown,,Initial (1st),,,,,Unknown,DCYF,,,,
2031,3,Family Child Care Home,Open,Open,Full,,,,,10,10,,birth - 13 years 0 months,0,156,,,,,,,,0,,False,False,No,No,No,False,False,False,True,True,True,2008,,,,0,4,6,2,Infant,Preschool,School-age,Toddler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,School Age,,,,,,,,,,,,,,,,,,,Primary Contact,,Primary Licensor,,,,ChildCareInspectionChecklist.pdf,,Licensing CCC Inspection Report,,View,Physical,,,,Family Child Care Home,,,Closed,Open,,,,,,,,,,,Expired,,,,,,,Moved,,,,,,,,,,,,Unknown,,Initial (1st),,,,,,DCYF,,,,
4739,3,Family Child Care Home,Open,Open,Full,,,,,10,10,,birth - 13 years 0 months,0,156,6:30 AM - 5:00 PM,6:30 AM - 5:00 PM,6:30 AM - 5:00 PM,6:30 AM - 5:00 PM,6:30 AM - 5:00 PM,,,5,52.5,False,False,No,No,No,False,False,False,True,True,True,2008,,,,0,4,10,2,Infant,Preschool,School-age,Toddler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Infant,Preschool,School Age,,Toddler,,,,,,,,,,,,,,,,,Primary Contact,,Primary Licensor,,,,ChildCareInspectionChecklist.pdf,,Licensing CCC Inspection Report,,View,Physical,,,,Family Child Care Home,,,Closed,Open,,,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,Unknown,,Initial (1st),Initial (2nd),Initial (3rd),Initial (4th),,,DCYF,,,,
4216,3,Family Child Care Home,Open,Open,Full,,,,,12,12,0,birth - 13 years 0 months,0,156,8:30 AM - 5:00 PM,8:30 AM - 5:00 PM,8:30 AM - 5:00 PM,8:30 AM - 5:00 PM,8:30 AM - 5:00 PM,,,5,42.5,False,False,No,No,No,False,False,False,False,False,True,2008,,,,1,7,4,2,Infant,Preschool,School-age,Toddler,,,,,,,,,,,,,,,English,,,,,,,,,,,,,,,,,,,,,,,,Infant,Preschool,School Age,,Toddler,,,,,,,View,No,,1,,,,,,,Primary Contact,,Primary Licensor,,,,ChildCareInspectionChecklist.pdf,,Licensing CCC Inspection Report,,View,Physical,,,,Family Child Care Home,,,Closed,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,Initial (1st),,,,,,DCYF,,,,
6401,3,Child Care Center,Open,Open,Full,LICENSED,Active,CHILD CARE CENTER,DEL Licensed,132,132,,1 month - 13 years 0 months,1,156,7:30 AM - 4:30 PM,7:30 AM - 4:30 PM,7:30 AM - 4:30 PM,7:30 AM - 4:30 PM,7:30 AM - 4:30 PM,,,5,45.0,True,True,No,No,No,False,False,False,True,True,True,2008,132,1 month,13 years 0 months,0,5,9,2,Infant,Preschool,School-age,Toddler,,,,,English,,,,,,,,,,English,,,,,,,,,,,,,,,,Spanish,,,,,,,,,,,,,,,,,Interactions and Environment,,,,,,,,,,,,Primary Contact,,Primary Licensor,,,region_6,ChildCareInspectionChecklist.pdf,,Licensing CCC Inspection Report,Licensing CCC Inspection Report.pdf,View,Physical,,,Child Care Center,,,,Closed,Open,,,,,,,,Closed,,,,,,License Issued in Error,,,,,,,,,,,,,,,,Unknown,,Initial (1st),,,,,,DCYF,,,,
7431,4,Child Care Center,Open,Open - Payment Only,Full,PAYMENT ONLY,Active,CHILD CARE CENTER,DEL Licensed,59,59,,other,3,84,,,,,,,,0,,False,False,Yes,No,Yes,False,False,False,True,True,True,2006,59,3 months,7 years 0 months,0,0,8,1,Infant,Preschool,,Toddler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primary Contact,,,,,region_3,,,,,,,,,Child Care Center,,,,Closed,,,Open - Payment Only,,,,,,Closed,,,Expired,,,,,,,,,,,Name Change/Modification Only,,,,,,,,Unknown,,Initial (1st),,,,,,DCYF,,,,Tribal
6774,3,Child Care Center,Closed,Closed,Full,,,,,120,,,1 month - 13 years 0 months,1,156,,,,,,,,0,,False,False,No,No,No,True,False,False,True,True,True,2008,,,,0,0,4,1,Infant,Preschool,School-age,Toddler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Family Engagement and Partnerships,,,,,,,,,,,,,,,Primary Licensor,,,,,,,,,,,,Child Care Center,,,School-age Program,Closed,,,,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,Unknown,DCYF,,,,
2871,3,Family Child Care Home,Closed,Closed,Full,,,,,12,12,,birth - 13 years 0 months,0,156,,,,,,,,0,,False,False,No,No,No,True,False,False,True,True,True,2008,,,,0,3,9,1,Infant,Preschool,School-age,Toddler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Interactions and Environment,,,,,,,,,,,,,,Primary Licensor,,,,ChildCareInspectionChecklist.pdf,,Licensing CCC Inspection Report,,View,Physical,,,,Family Child Care Home,,,Closed,,,,,,,,,,,,Expired,,,,Licensee request,,,Moved,,,,,,,,,,,,Unknown,,Initial (1st),Initial (2nd),,,,,DCYF,,,,
