provider_id,qr_rating,facility_type,provider_status,license_status,license_type,license_certificate_type,socrata_operating_status,socrata_facilitytypegeneric,socrata_facilitytypeauthoritydesc,licensed_capacity,license_prior_capacity,total_available_slots,ages_served,age_min_months,age_max_months,hours_mon,hours_tue,hours_wed,hours_thu,hours_fri,hours_sat,hours_sun,hours_days_open,hours_weekly_hours,subsidy_participation,food_program_participation,funded_head_start,funded_early_head_start,funded_eceap,formerly_licensed,excluded_from_public_search,tribal_ea_shown,display_on_map,opt_in_map,license_update_approved,initial_license_year,socrata_licensecapacity,socrata_startingage,socrata_endingage,num_complaints,num_inspections,num_licenses,num_contacts,agegroup_infant,agegroup_preschool,agegroup_school_age,agegroup_toddler,complaints_serious_injury_field,langinstr_american_sign_language,langinstr_arabic,langinstr_chinese_mandarin,langinstr_english,langinstr_french,langinstr_somali,langinstr_spanish,langinstr_tagalog,language_american_sign_language,language_amharic,language_arabic,language_chinese_cantonese,language_chinese_mandarin,language_english,language_farsi,language_filipino,language_french,language_hindi,language_japanese,language_korean,language_oromo,language_other,language_pashto,language_persian,language_polish,language_portugese,language_punjabi,language_russian,language_somali,language_spanish,language_swahili,language_tagalog,language_telugu,language_tigrinya,language_ukrainian,language_urdu,language_vietnamese,slotavail_infant,slotavail_preschool,slotavail_school_age,slotavail_slots_available,slotavail_toddler,spec_accreditation,spec_child_outcomes,spec_curriculum_and_staff_supports,spec_family_engagement_and_partnerships,spec_interactions_and_environment,spec_professionalism,complaints_document_view,complaints_self_reported_no,complaints_self_reported_yes,complaints_valid_issues_1,complaints_valid_issues_2,complaints_valid_issues_3,complaints_valid_issues_4,complaints_valid_issues_5,complaints_valid_issues_6,complaints_valid_issues_other,contacts_role_primary_contact,contacts_role_primary_contractor,contacts_role_primary_licensor,contacts_role_secondary_contact,contacts_role_secondary_contractor,geo_region,inspections_checklist_type_childcareinspectionchecklist_pdf,inspections_checklist_type_childcaremonitoringchecklist_pdf,inspections_checklist_type_licensing_ccc_inspection_report,inspections_checklist_type_licensing_ccc_inspection_report_pdf,inspections_document_view,inspections_inspection_type_physical,inspections_inspection_type_virtual,langinstr_other,licensehist_facility_type_child_care_center,licensehist_facility_type_family_child_care_home,licensehist_facility_type_other,licensehist_facility_type_school_age_program,licensehist_license_status_closed,licensehist_license_status_open,licensehist_license_status_open_certified,licensehist_license_status_open_payment_only,licensehist_license_status_other,licensehist_license_status_pending,licensehist_license_status_reason_cannot_comply_with_requirements,licensehist_license_status_reason_capacity,licensehist_license_status_reason_change_license_to_child_care_facility,licensehist_license_status_reason_closed,licensehist_license_status_reason_dcyf_imposed,licensehist_license_status_reason_dlr_cps_investigation_s_complete,licensehist_license_status_reason_expired,licensehist_license_status_reason_failed_to_meet_annual_compliance_requirements,licensehist_license_status_reason_family_did_not_respond_to_renewal,licensehist_license_status_reason_license_issued_in_error,licensehist_license_status_reason_licensee_request,licensehist_license_status_reason_licensee_request_conversion_only,licensehist_license_status_reason_mlr_infraction_s,licensehist_license_status_reason_moved,licensehist_license_status_reason_moved_and_did_not_reapply,licensehist_license_status_reason_moved_conversion_only,licensehist_license_status_reason_moved_new_home_does_not_meet_mlr_s,licensehist_license_status_reason_name_change_modification_only,licensehist_license_status_reason_no_referral_licensee_request,licensehist_license_status_reason_no_referral_lifted_licensee_request,licensehist_license_status_reason_open_dlr_cps_investigation_s,licensehist_license_status_reason_other,licensehist_license_status_reason_provider_meets_mlr_s,licensehist_license_status_reason_revoked,licensehist_license_status_reason_suspended,licensehist_license_status_reason_unknown,licensehist_license_status_reason_withdrawn,licensehist_license_type_initial_1st,licensehist_license_type_initial_2nd,licensehist_license_type_initial_3rd,licensehist_license_type_initial_4th,licensehist_license_type_probationary,licensehist_license_type_unknown,licensehist_regulation_authority_dcyf,licensehist_regulation_authority_government,licensehist_regulation_authority_military,licensehist_regulation_authority_ospi,licensehist_regulation_authority_tribal
7295,4,Child Care Center,Open,Open,Full,LICENSED,Active,CHILD CARE CENTER,DEL Licensed,160,160,10,1 month - 13 years 0 months,1,156,6:00 AM - 6:00 PM,6:00 AM - 6:00 PM,6:00 AM - 6:00 PM,6:00 AM - 6:00 PM,6:00 AM - 6:00 PM,,,5,60.0,False,False,No,No,No,False,False,False,True,True,True,1999,160,1 month,13 years 0 months,2,7,2,3,Infant,Preschool,School-age,Toddler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Infant,Preschool,School Age,Slots Available,Toddler,,,,,,,View,No,,1,2,,,,,,Primary Contact,,Primary Licensor,Secondary Contact,,region_4,ChildCareInspectionChecklist.pdf,,Licensing CCC Inspection Report,,View,Physical,,,Child Care Center,,,,Closed,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,DCYF,,,,
5453,3,Family Child Care Home,Open,Open,Full,,,,,8,8,,birth - 13 years 0 months,0,156,4:00 AM - 11:59 PM,4:00 AM - 11:59 PM,4:00 AM - 11:59 PM,4:00 AM - 11:59 PM,4:00 AM - 11:59 PM,4:00 AM - 11:59 PM,4:00 AM - 11:59 PM,7,139.88,False,False,No,No,No,False,False,False,True,True,True,2000,,,,0,5,5,2,Infant,Preschool,School-age,Toddler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primary Contact,,Primary Licensor,,,,ChildCareInspectionChecklist.pdf,,Licensing CCC Inspection Report,,View,Physical,,,,Family Child Care Home,,,Closed,Open,,,,,,,,,,,,,,,,Licensee Request - Conversion Only,,,,,,,,,,,,,,Unknown,,,,,,,,DCYF,,,,
90,2,Child Care Center,Open,Open,Full,LICENSED,Active,CHILD CARE CENTER,DEL Licensed,29,32,15,12 months - 6 years 0 months,12,72,7:30 AM - 5:30 PM,7:30 AM - 5:30 PM,7:30 AM - 5:30 PM,7:30 AM - 5:30 PM,7:30 AM - 5:30 PM,,,5,50.0,True,True,No,No,Yes,False,False,False,True,True,True,2000,29,12 months,6 years 0 months,2,4,5,2,,Preschool,,Toddler,,,,,English,,,,,,,Arabic,,,English,,,,,,,,,,,,,,,,Spanish,,,,,,,,,Preschool,School Age,Slots Available,Toddler,,,,,,,View,No,Yes,,2,3,,,,,Primary Contact,,Primary Licensor,,,region_4,,,Licensing CCC Inspection Report,,View,Physical,,,Child Care Center,,,,Closed,Open,,,,,,,,,,,,,,,,,,,Moved and did not reapply,,,,,,,,,,,Unknown,,,,,,,,DCYF,,,,
4059,3,Family Child Care Home,Open,Open,Full,,,,,12,12,2,birth - 13 years 0 months,0,156,6:30 AM - 5:30 PM,6:30 AM - 5:30 PM,6:30 AM - 5:30 PM,6:30 AM - 5:30 PM,6:30 AM - 5:30 PM,,,5,55.0,True,True,No,No,No,False,False,False,True,True,True,2000,,,,1,5,5,2,Infant,Preschool,School-age,Toddler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Infant,Preschool,School Age,Slots Available,Toddler,,,,,,,View,No,,,,,,5,,,Primary Contact,,Primary Licensor,,,,ChildCareInspectionChecklist.pdf,,Licensing CCC Inspection Report,,View,Physical,,,,Family Child Care Home,,,Closed,Open,,,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,DCYF,,,,
636,3,Child Care Center,Open,Open,Full,LICENSED,Active,CHILD CARE CENTER,DEL Licensed,45,45,,12 months - 7 years 0 months,12,84,7:00 AM - 6:00 PM,7:00 AM - 6:00 PM,7:00 AM - 6:00 PM,7:00 AM - 6:00 PM,7:00 AM - 6:00 PM,,,5,55.0,False,False,No,No,No,False,False,False,True,True,True,2000,45,12 months,7 years 0 months,0,5,4,2,,Preschool,,Toddler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primary Contact,,Primary Licensor,,,region_2,ChildCareInspectionChecklist.pdf,,Licensing CCC Inspection Report,Licensing CCC Inspection Report.pdf,View,Physical,,,Child Care Center,,,,Closed,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,DCYF,,,,
4247,3,Child Care Center,Open,Open,Full,LICENSED,Active,CHILD CARE CENTER,DEL Licensed,27,27,,1 month - 5 years 0 months,1,60,6:00 AM - 5:00 PM,6:00 AM - 5:00 PM,6:00 AM - 5:00 PM,6:00 AM - 5:00 PM,6:00 AM - 5:00 PM,,,5,55.0,False,False,No,No,No,False,False,False,True,True,True,2000,27,1 month,5 years 0 months,0,6,3,2,Infant,Preschool,,Toddler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primary Contact,,Primary Licensor,,,region_4,ChildCareInspectionChecklist.pdf,,Licensing CCC Inspection Report,,View,Physical,,,Child Care Center,,,,Closed,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,DCYF,,,,
141,3,Family Child Care Home,Open,Open,Full,,,,,10,10,6,birth - 13 years 0 months,0,156,4:00 AM - 5:00 PM,4:00 AM - 5:00 PM,4:00 AM - 5:00 PM,4:00 AM - 5:00 PM,4:00 AM - 5:00 PM,4:00 AM - 5:00 PM,,6,78.0,True,False,No,No,No,False,False,False,True,True,True,1999,,,,1,6,5,2,Infant,Preschool,School-age,Toddler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Infant,Preschool,School Age,Slots Available,Toddler,,,,,,,View,,Yes,1,,,,,,,Primary Contact,,Primary Licensor,,,,ChildCareInspectionChecklist.pdf,,Licensing CCC Inspection Report,Licensing CCC Inspection Report.pdf,View,Physical,,,,Family Child Care Home,,,Closed,Open,,,,,,,,,,,,,,,,,,,,Moved - Conversion Only,,,,No Referral Lifted: Licensee Request,,,,,,Unknown,,,,,,,Unknown,DCYF,,,,
3308,3,Family Child Care Home,Open,Open,Full,,,,,12,12,,birth - 13 years 0 months,0,156,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,other,7,91.5,False,False,No,No,No,False,False,False,True,True,True,1999,,,,0,6,4,2,Infant,Preschool,School-age,Toddler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primary Contact,,Primary Licensor,,,,ChildCareInspectionChecklist.pdf,,Licensing CCC Inspection Report,Licensing CCC Inspection Report.pdf,View,Physical,,,,Family Child Care Home,,,Closed,Open,,,,,,,,,,,,,,,,,,,,Moved - Conversion Only,,,,,,,,,,Unknown,,Initial (1st),,,,,,DCYF,,,,
4485,3,Child Care Center,Open,Open,Full,LICENSED,Active,CHILD CARE CENTER,DEL Licensed,169,169,,1 month - 13 years 0 months,1,156,6:30 AM - 6:30 PM,6:30 AM - 6:30 PM,6:30 AM - 6:30 PM,6:30 AM - 6:30 PM,6:30 AM - 6:30 PM,,,5,60.0,False,False,No,No,No,False,False,False,True,True,True,2000,169,1 month,13 years 0 months,0,5,4,2,Infant,Preschool,School-age,Toddler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accreditation,,,,,,,,,,,,,,,,Primary Contact,,Primary Licensor,,,region_4,ChildCareInspectionChecklist.pdf,,Licensing CCC Inspection Report,,View,Physical,,,Child Care Center,,,,Closed,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,DCYF,,,,
7201,3,Family Child Care Home,Open,Open,Full,,,,,12,12,0,birth - 13 years 0 months,0,156,5:00 AM - 5:00 PM,5:00 AM - 5:00 PM,5:00 AM - 5:00 PM,5:00 AM - 5:00 PM,5:00 AM - 5:00 PM,,,5,60.0,False,False,No,No,No,False,False,False,True,True,True,2000,,,,0,6,8,2,Infant,Preschool,School-age,Toddler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primary Contact,,Primary Licensor,,,,ChildCareInspectionChecklist.pdf,,Licensing CCC Inspection Report,Licensing CCC Inspection Report.pdf,View,Physical,,,,Family Child Care Home,,,Closed,Open,,,,,,,,,,,,,,,Licensee request,,,,,Moved - Conversion Only,,,,,,,,,,Unknown,,Initial (1st),,,,,,DCYF,,,,
5130,3,Family Child Care Home,Open,Open,Full,,,,,11,11,,birth - 13 years 0 months,0,156,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,,,5,80.0,False,False,No,No,No,False,False,False,True,True,True,2000,,,,0,5,4,2,Infant,Preschool,School-age,Toddler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primary Contact,,Primary Licensor,,,,ChildCareInspectionChecklist.pdf,,Licensing CCC Inspection Report,Licensing CCC Inspection Report.pdf,View,Physical,,,,Family Child Care Home,,,Closed,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,Unknown,DCYF,,,,
4263,3,Family Child Care Home,Open,Open,Full,,,,,12,12,,birth - 13 years 0 months,0,156,7:00 AM - 5:30 PM,7:00 AM - 5:30 PM,7:00 AM - 5:30 PM,7:00 AM - 5:30 PM,7:00 AM - 5:30 PM,,,5,52.5,False,True,No,No,No,False,False,False,True,True,True,1999,,,,0,6,5,2,Infant,Preschool,School-age,Toddler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primary Contact,,Primary Licensor,,,,ChildCareInspectionChecklist.pdf,,Licensing CCC Inspection Report,,View,Physical,,,,Family Child Care Home,,,Closed,Open,,,,,,,,,,,,,,,,,,,,Moved - Conversion Only,,,,,,,,,,Unknown,,Initial (1st),,,,,,DCYF,,,,
10299,3,Family Child Care Home,Open,Open,Full,,,,,12,12,6,birth - 13 years 0 months,0,156,6:00 AM - 6:00 PM,6:00 AM - 6:00 PM,6:00 AM - 6:00 PM,6:00 AM - 6:00 PM,6:00 AM - 6:00 PM,,,5,60.0,False,False,No,No,No,False,False,False,True,True,True,2000,,,,0,4,8,2,Infant,Preschool,School-age,Toddler,,,,,English,,,Spanish,,,,,,,English,,,,,,,,,,,,,,,,Spanish,,,,,,,,,Preschool,,Slots Available,Toddler,,,,,,,,,,,,,,,,,Primary Contact,,Primary Licensor,,,,ChildCareInspectionChecklist.pdf,,Licensing CCC Inspection Report,,View,Physical,,,,Family Child Care Home,,,Closed,Open,,,,,,,,,,,,,,,,Licensee Request - Conversion Only,,,,,,Name Change/Modification Only,,,,,,,,Unknown,,Initial (1st),,,,,Unknown,DCYF,,,,
5526,3,Family Child Care Home,Open,Open,Full,,,,,12,12,,birth - 13 years 0 months,0,156,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,other,other,7,114.0,False,False,No,No,No,False,False,False,True,True,True,2000,,,,0,8,4,2,Infant,Preschool,School-age,Toddler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primary Contact,,Primary Licensor,,,,ChildCareInspectionChecklist.pdf,,Licensing CCC Inspection Report,Licensing CCC Inspection Report.pdf,View,Physical,,,,Family Child Care Home,,,Closed,Open,,,,,,,,,,,,,,,,,,,,,,,,,,other,,,,Unknown,,,,,,,,DCYF,,,,
4971,3,Family Child Care Home,Open,Open,Full,,,,,8,8,,birth - 13 years 0 months,0,156,6:00 AM - 5:00 PM,6:00 AM - 5:00 PM,6:00 AM - 5:00 PM,6:00 AM - 5:00 PM,6:00 AM - 5:00 PM,6:00 AM - 5:00 PM,,6,66.0,False,False,No,No,No,False,False,False,True,True,True,2000,,,,0,8,5,2,Infant,Preschool,School-age,Toddler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primary Contact,,Primary Licensor,,,,ChildCareInspectionChecklist.pdf,,Licensing CCC Inspection Report,,View,Physical,,,,Family Child Care Home,,,Closed,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,DCYF,,,,
8988,3,Family Child Care Home,Open,Open,Full,,,,,12,12,,birth - 13 years 0 months,0,156,6:00 AM - 4:30 PM,6:00 AM - 4:30 PM,6:00 AM - 4:00 PM,6:00 AM - 4:30 PM,6:00 AM - 4:30 PM,,,5,52.0,False,False,No,No,No,False,False,False,True,True,True,2000,,,,0,6,5,2,Infant,Preschool,School-age,Toddler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primary Contact,,Primary Licensor,,,,ChildCareInspectionChecklist.pdf,,Licensing CCC Inspection Report,Licensing CCC Inspection Report.pdf,View,Physical,,,,Family Child Care Home,,,Closed,Open,,,,,,,,,,,,,,,,,,,,Moved - Conversion Only,,,,,,,,,,Unknown,,,,,,,,DCYF,,,,
5525,3,Child Care Center,Open,Open,Full,LICENSED,Active,CHILD CARE CENTER,DEL Licensed,54,54,0,1 month - 13 years 0 months,1,156,7:30 AM - 5:30 PM,7:30 AM - 5:30 PM,7:30 AM - 5:30 PM,7:30 AM - 5:30 PM,7:30 AM - 5:30 PM,,,5,50.0,False,False,No,No,No,False,False,False,True,True,True,2000,54,1 month,13 years 0 months,1,4,5,2,Infant,Preschool,School-age,Toddler,,,,,,,,,,,,,,,English,,,,,,,,,,,,,,,,Spanish,,,,,,,,Infant,Preschool,School Age,,Toddler,,,,,,,View,No,,,,,4,,,,Primary Contact,,Primary Licensor,,,region_3,ChildCareInspectionChecklist.pdf,,Licensing CCC Inspection Report,,View,Physical,,,Child Care Center,,,,Closed,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,DCYF,,,,
336,3,Child Care Center,Open,Open,Full,LICENSED,Active,CHILD CARE CENTER,DEL Licensed,127,127,,12 months - 13 years 0 months,12,156,,,,,,,,0,,False,False,No,No,No,False,False,False,True,True,True,2000,127,12 months,13 years 0 months,1,5,6,2,,Preschool,School-age,Toddler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Preschool,,,Toddler,Accreditation,,,,,,View,,Yes,,,,4,,,,Primary Contact,,Primary Licensor,,,region_4,ChildCareInspectionChecklist.pdf,,Licensing CCC Inspection Report,,View,Physical,,,Child Care Center,,,,Closed,Open,,,,,,,,Closed,,,Expired,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,DCYF,,,,
1942,2,Family Child Care Home,Open,Open,Full,,,,,12,10,4,other,60,156,6:30 AM - 6:00 PM,6:30 AM - 6:00 PM,6:30 AM - 6:00 PM,6:30 AM - 6:00 PM,6:30 AM - 6:00 PM,,,5,57.5,True,False,No,No,No,False,False,False,True,True,True,2000,,,,0,5,7,2,,,School-age,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,School Age,Slots Available,,,,,,,,,,,,,,,,,,Primary Contact,,Primary Licensor,,,,ChildCareInspectionChecklist.pdf,,Licensing CCC Inspection Report,,View,Physical,,,,Family Child Care Home,,,Closed,Open,,,,,,,,,,,,,,,,,,,,,,Name Change/Modification Only,,,,,,,,Unknown,,,,,,,Unknown,DCYF,,,,
5749,3,Child Care Center,Open,Open,Full,LICENSED,Active,CHILD CARE CENTER,DEL Licensed,70,70,5,12 months - 13 years 0 months,12,156,7:00 AM - 5:30 PM,7:00 AM - 5:30 PM,7:00 AM - 5:30 PM,7:00 AM - 5:30 PM,7:00 AM - 5:30 PM,,,5,52.5,False,False,No,No,No,False,False,False,True,True,True,2000,70,12 months,13 years 0 months,0,4,3,3,,Preschool,School-age,Toddler,,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,Spanish,,,,,,,,,Preschool,School Age,Slots Available,Toddler,,,,,,,,,,,,,,,,,Primary Contact,,Primary Licensor,Secondary Contact,,region_3,ChildCareInspectionChecklist.pdf,,Licensing CCC Inspection Report,,View,Physical,,,Child Care Center,,,,Closed,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,DCYF,,,,
3376,3,Child Care Center,Open,Open,Full,LICENSED,Active,CHILD CARE CENTER,DEL Licensed,151,151,18,1 month - 13 years 0 months,1,156,6:00 AM - 6:30 PM,6:00 AM - 6:30 PM,6:00 AM - 6:30 PM,6:00 AM - 6:30 PM,6:00 AM - 6:30 PM,,,5,62.5,False,False,No,No,No,False,False,False,True,True,True,2000,151,1 month,13 years 0 months,0,5,6,2,Infant,Preschool,School-age,Toddler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Infant,Preschool,,Slots Available,Toddler,Accreditation,,,,,,,,,,,,,,,,Primary Contact,,Primary Licensor,,,region_3,ChildCareInspectionChecklist.pdf,,Licensing CCC Inspection Report,Licensing CCC Inspection Report.pdf,View,Physical,,,Child Care Center,,,,Closed,Open,,,,,,,,,,,,,,,,,,,,,,Name Change/Modification Only,,,,,,,,Unknown,,,,,,,,DCYF,,,,
7508,3,Child Care Center,Open,Open,Full,LICENSED,Active,CHILD CARE CENTER,DEL Licensed,24,24,,1 month - 13 years 0 months,1,156,6:30 AM - 5:30 PM,6:30 AM - 5:30 PM,6:30 AM - 5:30 PM,6:30 AM - 5:30 PM,6:30 AM - 5:30 PM,,,5,55.0,True,False,No,No,No,False,False,False,True,True,True,2000,24,1 month,13 years 0 months,0,6,9,3,Infant,Preschool,School-age,Toddler,,,,,English,,,,,,,,,,English,,,,,,,,,,,,,,,,,,,,,,,,Infant,Preschool,,,Toddler,,,,,,,,,,,,,,,,,Primary Contact,,Primary Licensor,Secondary Contact,,region_1,ChildCareInspectionChecklist.pdf,,Licensing CCC Inspection Report,,View,Physical,,,Child Care Center,,,,Closed,Open,,,,,,,,Closed,,,,,,,,,,,,,,,,,,,Provider meets MLR's,,,Unknown,,,,,,Probationary,,DCYF,,,,
7611,2,Family Child Care Home,Open,Open,Full,,,,,12,12,4,birth - 13 years 0 months,0,156,6:30 AM - 5:30 PM,6:30 AM - 5:30 PM,6:30 AM - 5:30 PM,6:30 AM - 5:30 PM,6:30 AM - 5:30 PM,,,5,55.0,False,False,No,No,No,False,False,False,True,True,True,2000,,,,0,6,6,2,Infant,Preschool,School-age,Toddler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Infant,Preschool,,Slots Available,Toddler,,,,,,,,,,,,,,,,,Primary Contact,,Primary Licensor,,,,ChildCareInspectionChecklist.pdf,,Licensing CCC Inspection Report,,View,Physical,,,,Family Child Care Home,,,Closed,Open,,,,,,,,,,,,,Family did not respond to renewal,,,,,,,Moved - Conversion Only,,,,,,,,,,Unknown,,Initial (1st),,,,,,DCYF,,,,
3266,3,Child Care Center,Open,Open,Full,LICENSED,Active,CHILD CARE CENTER,DEL Licensed,93,93,,1 month - 13 years 0 months,1,156,6:00 AM - 6:00 PM,6:00 AM - 6:00 PM,6:00 AM - 6:00 PM,6:00 AM - 6:00 PM,6:00 AM - 6:00 PM,,,5,60.0,False,False,No,No,No,False,False,False,True,True,True,2000,93,1 month,13 years 0 months,1,5,6,3,Infant,Preschool,School-age,Toddler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,View,,Yes,,,3,,,,,Primary Contact,,Primary Licensor,Secondary Contact,,region_5,ChildCareInspectionChecklist.pdf,,Licensing CCC Inspection Report,,View,Physical,,,Child Care Center,,,,Closed,Open,,,,,,,,,,,,,,License Issued in Error,,,,,,,,,,,,,,,,Unknown,,,,,,Probationary,,DCYF,,,,
77,3,Family Child Care Home,Open,Open,Full,,,,,12,12,,birth - 13 years 0 months,0,156,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,,,5,65.0,True,True,No,No,No,False,False,False,True,True,True,2000,,,,0,10,5,2,Infant,Preschool,School-age,Toddler,,,,,,,,Spanish,,,,,,,,,,,,,,,,,,,,,,,Spanish,,,,,,,,Infant,Preschool,School Age,,Toddler,,,,,,,,,,,,,,,,,Primary Contact,,Primary Licensor,,,,ChildCareInspectionChecklist.pdf,,Licensing CCC Inspection Report,,View,Physical,Virtual,,,Family Child Care Home,,,Closed,Open,,,,,,,,,,,,,,,,Licensee Request - Conversion Only,,,,,,,,,,,,,,Unknown,,Initial (1st),,,,,,DCYF,,,,
9834,3,Family Child Care Home,Open,Open,Full,,,,,12,12,1,birth - 13 years 0 months,0,156,,,,,,,,0,,False,False,No,No,No,False,False,False,True,True,True,2000,,,,0,8,4,2,Infant,Preschool,School-age,Toddler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slots Available,Toddler,,,,,,,,,,,,,,,,,Primary Contact,,Primary Licensor,,,,ChildCareInspectionChecklist.pdf,,Licensing CCC Inspection Report,,View,Physical,,,,Family Child Care Home,,,Closed,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,DCYF,,,,
7063,3,Family Child Care Home,Open,Open,Full,,,,,12,12,,birth - 13 years 0 months,0,156,6:00 AM - 6:00 PM,5:30 AM - 6:00 PM,6:00 AM - 6:00 PM,6:00 AM - 6:00 PM,6:00 AM - 6:00 PM,,,5,60.5,False,False,No,No,No,False,False,False,True,True,True,2000,,,,0,6,4,2,Infant,Preschool,School-age,Toddler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Infant,Preschool,School Age,,Toddler,,,,,,,,,,,,,,,,,Primary Contact,,Primary Licensor,,,,ChildCareInspectionChecklist.pdf,,Licensing CCC Inspection Report,Licensing CCC Inspection Report.pdf,View,Physical,,,,Family Child Care Home,,,Closed,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,DCYF,,,,
9560,5,Child Care Center,Open,Open,Full,LICENSED,Active,CHILD CARE CENTER,DEL Licensed,40,40,12,12 months - 12 years 0 months,12,144,5:30 AM - 5:30 PM,5:30 AM - 5:30 PM,5:30 AM - 5:30 PM,5:30 AM - 5:30 PM,5:30 AM - 5:30 PM,,,5,60.0,True,True,No,No,Yes,False,False,False,True,True,True,2000,40,12 months,12 years 0 months,0,6,4,2,,Preschool,School-age,Toddler,,,,,English,,,Spanish,,,,,,,English,,,,,,,,,,,,,,,,Spanish,,,,,,,,,Preschool,School Age,Slots Available,Toddler,,,,,,,,,,,,,,,,,Primary Contact,,Primary Licensor,,,region_2,ChildCareInspectionChecklist.pdf,,Licensing CCC Inspection Report,,View,Physical,,,Child Care Center,,,,Closed,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,DCYF,,,,
9929,4,Child Care Center,Open,Open,Full,LICENSED,Active,CHILD CARE CENTER,DEL Licensed,117,117,40,1 month - 9 years 0 months,1,108,6:00 AM - 5:30 PM,6:00 AM - 5:30 PM,6:00 AM - 5:30 PM,6:00 AM - 5:30 PM,6:00 AM - 5:30 PM,,,5,57.5,True,True,No,No,No,False,False,False,True,True,True,2000,117,1 month,9 years 0 months,2,8,6,2,Infant,Preschool,School-age,Toddler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Infant,Preschool,,Slots Available,Toddler,,,,,,,View,,Yes,1,2,,,,,,Primary Contact,,Primary Licensor,,,region_6,ChildCareInspectionChecklist.pdf,,Licensing CCC Inspection Report,,View,Physical,,,Child Care Center,,,,Closed,Open,,,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,Unknown,DCYF,,,,
