provider_id,qr_rating,permit_type,facility_type,capacity,head_start,first_steps,breastfeeding_friendly,sleep_safe,geo_county
1663,2,License,Child Care Center,60,False,True,False,False,county_23
831,2,License,Child Care Center,123,False,True,False,False,county_28
226,1,Registration,Family Child Care Home,6,False,False,False,False,county_25
2341,1,License,Child Care Center,35,False,False,False,False,county_28
1403,1,License,Child Care Center,106,False,False,False,False,county_29
782,1,Registration,Family Child Care Home,6,False,False,False,False,county_33
1213,5,Approval,Child Care Center,100,True,False,False,False,county_11
1016,5,Approval,Child Care Center,85,True,False,False,False,county_19
139,2,License,Child Care Center,56,False,True,False,False,county_30
415,1,License,Child Care Center,133,False,False,False,False,county_11
583,1,License,Child Care Center,137,False,True,False,False,county_6
533,1,License,Child Care Center,64,False,False,False,False,county_28
820,1,Approval,Child Care Center,199,True,False,False,False,county_28
2032,1,License,Child Care Center,92,False,False,False,False,county_2
1911,3,Approval,Child Care Center,200,True,False,False,False,county_1
2026,1,Approval,Child Care Center,20,True,False,False,False,county_1
210,1,License,Child Care Center,370,False,False,False,False,county_24
520,4,Approval,Child Care Center,80,True,False,False,False,county_1
1846,1,Approval,Child Care Center,20,True,False,False,False,county_1
385,1,Registration,Family Child Care Home,6,False,False,False,False,county_21
1826,1,License,Child Care Center,354,False,False,False,False,county_29
2132,2,License,Child Care Center,99,False,False,False,False,county_15
1520,1,Registration,Family Child Care Home,6,False,False,False,False,county_11
