provider_id,qr_rating,permit_type,facility_type,capacity,head_start,first_steps,breastfeeding_friendly,sleep_safe,geo_county
2112,2,Registration,Family Child Care Home,6,False,False,False,False,county_8
2023,3,License,Child Care Center,20,False,False,False,False,county_8
924,2,License,Child Care Center,341,False,False,False,False,county_30
476,2,Approval,Child Care Center,53,True,False,False,False,county_1
745,1,Approval,Child Care Center,80,True,False,False,False,county_37
2380,2,Approval,Child Care Center,41,False,False,False,False,county_40
1607,2,Approval,Child Care Center,180,True,False,False,False,county_14
2211,1,License,Child Care Center,51,False,False,False,False,county_39
1426,1,Registration,Family Child Care Home,6,False,False,False,False,county_28
1186,1,Approval,Child Care Center,20,True,False,False,False,county_5
1575,2,License,Child Care Center,125,False,True,False,False,county_8
2295,2,License,Child Care Center,108,False,True,False,False,county_9
1399,1,License,Child Care Center,113,False,False,False,False,county_26
1195,2,License,Child Care Center,210,False,True,False,False,county_28
1873,1,Registration,Family Child Care Home,5,False,False,False,False,county_40
1236,1,Registration,Family Child Care Home,6,False,False,False,False,county_11
1330,2,License,Child Care Center,80,False,True,False,False,county_23
2228,1,License,Child Care Center,65,False,False,False,False,county_30
343,1,Registration,Family Child Care Home,5,False,False,False,False,county_40
2175,2,License,Child Care Center,86,False,True,False,False,county_8
23,3,License,Child Care Center,198,False,False,False,False,county_9
834,1,Registration,Family Child Care Home,6,False,False,False,False,county_13
169,1,License,Child Care Center,164,False,False,False,False,county_30
1035,3,License,Child Care Center,67,False,True,False,False,county_20
2066,3,License,Child Care Center,385,False,False,False,False,county_33
382,2,License,Child Care Center,51,False,False,False,False,county_14
22,1,License,Child Care Center,89,False,False,False,False,county_5
1971,1,Registration,Family Child Care Home,6,False,False,False,False,county_37
2180,5,License,Child Care Center,64,False,False,False,False,county_17
1684,4,Approval,Child Care Center,520,True,False,False,False,county_37
2189,2,License,Child Care Center,43,False,False,False,False,county_40
128,1,Approval,Child Care Center,100,True,False,False,False,county_28
1778,3,License,Family Child Care Home,6,False,False,False,False,county_11
1961,3,License,Child Care Center,99,False,False,False,False,county_23
1824,1,License,Child Care Center,50,False,False,False,False,county_25
1376,2,License,Child Care Center,99,False,False,False,False,county_9
1983,1,Registration,Family Child Care Home,6,False,False,False,False,county_33
1581,1,License,Child Care Center,92,False,False,False,False,county_30
650,3,License,Child Care Center,99,False,True,True,True,county_23
713,1,Registration,Family Child Care Home,6,False,False,False,False,county_17
1628,1,License,Child Care Center,52,False,False,False,False,county_23
746,2,License,Child Care Center,40,False,True,False,False,county_40
1253,1,License,Child Care Center,80,False,False,False,False,county_9
1980,2,Registration,Family Child Care Home,6,False,False,False,False,county_10
1772,1,License,Child Care Center,45,False,False,False,False,county_10
355,2,License,Child Care Center,46,False,True,False,False,county_35
1940,1,License,Child Care Center,99,False,False,False,False,county_30
1833,1,License,Child Care Center,51,False,False,False,False,county_21
376,2,License,Child Care Center,59,False,False,False,False,county_16
997,1,Registration,Family Child Care Home,6,False,False,False,False,county_9
2164,1,License,Child Care Center,46,False,False,False,False,county_40
26,3,License,Child Care Center,57,False,False,False,False,county_22
1239,5,Approval,Child Care Center,140,True,False,False,False,county_13
1597,5,Approval,Child Care Center,240,True,False,False,False,county_31
341,5,Approval,Child Care Center,56,True,False,False,False,county_11
757,5,Approval,Child Care Center,68,True,False,False,False,county_26
174,5,Approval,Child Care Center,166,True,False,False,False,county_9
397,3,Approval,Child Care Center,40,True,False,False,False,county_33
2033,2,Approval,Child Care Center,262,False,False,False,False,county_39
121,2,Approval,Child Care Center,209,True,False,False,False,county_9
2361,5,Approval,Child Care Center,193,True,False,False,False,county_40
2040,3,Approval,Child Care Center,20,True,False,False,False,county_25
1618,5,Approval,Child Care Center,47,False,False,False,False,county_40
1064,1,License,Child Care Center,79,False,False,False,True,county_40
781,1,License,Child Care Center,150,False,False,False,False,county_8
1278,1,License,Child Care Center,75,False,False,False,False,county_30
635,3,Approval,Child Care Center,60,True,False,False,False,county_1
883,4,Approval,Child Care Center,40,True,False,False,False,county_1
232,2,License,Child Care Center,75,False,False,True,False,county_28
848,4,License,Child Care Center,40,False,True,True,False,county_1
1402,2,Approval,Child Care Center,48,True,False,False,False,county_4
325,1,Registration,Family Child Care Home,6,False,False,False,False,county_3
1117,4,License,Child Care Center,241,False,False,False,False,county_28
672,1,License,Child Care Center,80,False,False,False,False,county_26
908,1,License,Child Care Center,83,False,True,False,False,county_40
356,1,License,Child Care Center,132,False,False,False,False,county_40
79,2,License,Child Care Center,73,False,True,False,True,county_28
334,5,License,Child Care Center,165,False,True,False,False,county_8
1009,1,License,Child Care Center,91,False,True,False,False,county_30
559,2,License,Child Care Center,131,False,False,False,False,county_29
1548,2,License,Child Care Center,253,False,True,False,False,county_10
2388,5,License,Child Care Center,62,False,True,True,False,county_23
1522,3,Registration,Family Child Care Home,6,False,False,False,False,county_25
1643,2,License,Child Care Center,119,False,True,False,False,county_39
2249,2,License,Family Child Care Home,5,False,False,False,False,county_40
2293,3,Registration,Family Child Care Home,6,False,False,False,False,county_40
2142,3,Registration,Family Child Care Home,5,False,False,False,False,county_35
590,1,License,Child Care Center,134,False,False,False,False,county_33
1277,1,Registration,Family Child Care Home,6,False,False,False,False,county_29
2357,2,License,Child Care Center,66,False,True,False,False,county_8
1568,1,License,Child Care Center,114,False,True,False,False,county_3
2197,2,Approval,Child Care Center,100,True,False,False,False,county_11
1421,2,License,Child Care Center,17,False,False,False,False,county_13
1715,2,License,Child Care Center,122,False,False,False,False,county_40
1430,5,Approval,Child Care Center,445,True,False,False,False,county_17
2107,2,License,Child Care Center,140,False,False,False,False,county_17
1433,2,License,Child Care Center,67,False,False,False,False,county_30
565,1,Registration,Family Child Care Home,6,False,False,False,False,county_11
1555,4,Approval,Child Care Center,26,True,False,False,False,county_9
1141,2,License,Child Care Center,110,False,False,False,False,county_2
255,1,Registration,Family Child Care Home,6,False,False,False,False,county_37
1001,2,License,Child Care Center,127,False,True,False,False,county_28
478,2,License,Child Care Center,48,False,False,False,False,county_8
380,2,Registration,Family Child Care Home,6,False,False,False,False,county_14
2149,1,License,Child Care Center,33,False,False,False,False,county_12
386,1,Registration,Family Child Care Home,6,False,False,False,False,county_22
1181,2,License,Child Care Center,139,False,False,False,False,county_25
1511,1,License,Child Care Center,42,False,False,False,False,county_23
1850,2,License,Child Care Center,25,False,False,False,False,county_11
1808,2,License,Child Care Center,115,False,True,False,True,county_17
2108,1,License,Child Care Center,35,False,False,False,False,county_19
207,3,License,Child Care Center,122,False,False,True,False,county_5
1731,2,License,Family Child Care Home,5,False,False,False,False,county_40
885,2,License,Child Care Center,107,False,False,False,False,county_25
1882,3,License,Child Care Center,202,False,True,True,False,county_5
1404,4,License,Child Care Center,55,False,True,False,False,county_40
453,1,License,Child Care Center,58,False,False,False,False,county_34
1050,4,License,Child Care Center,155,False,True,False,False,county_29
1398,1,Approval,Child Care Center,260,False,False,False,False,county_28
1582,2,Approval,Child Care Center,40,True,False,False,False,county_9
257,2,License,Child Care Center,122,False,False,False,False,county_23
198,1,License,Family Child Care Home,6,False,False,False,False,county_22
545,3,License,Child Care Center,234,False,True,False,False,county_25
1992,1,License,Child Care Center,23,False,False,False,False,county_40
1341,1,License,Child Care Center,209,False,False,False,False,county_30
1179,3,Registration,Family Child Care Home,6,False,False,False,False,county_5
1879,2,License,Child Care Center,62,False,False,False,False,county_33
1291,1,License,Child Care Center,45,False,False,True,False,county_14
75,4,Approval,Child Care Center,69,True,False,False,False,county_10
132,2,License,Child Care Center,63,False,True,False,False,county_35
1410,1,License,Child Care Center,48,False,False,False,False,county_1
597,1,License,Child Care Center,119,False,False,False,False,county_5
776,1,License,Child Care Center,125,False,True,False,False,county_23
882,2,License,Child Care Center,79,False,False,False,False,county_17
391,1,License,Child Care Center,92,False,False,False,False,county_24
373,2,License,Child Care Center,148,False,True,False,False,county_30
1637,1,Registration,Family Child Care Home,6,False,False,False,False,county_9
1535,2,License,Child Care Center,104,False,True,False,True,county_40
1249,1,License,Family Child Care Home,6,False,False,False,False,county_23
1487,1,License,Child Care Center,106,False,False,False,False,county_37
107,1,License,Child Care Center,36,False,False,False,False,county_32
295,1,Registration,Family Child Care Home,5,False,False,False,False,county_40
260,4,License,Child Care Center,40,False,True,False,False,county_3
1665,2,Registration,Family Child Care Home,5,False,False,False,False,county_40
2028,4,License,Child Care Center,53,False,True,False,False,county_3
1608,2,License,Child Care Center,65,False,False,False,False,county_10
1389,1,License,Child Care Center,63,False,False,False,False,county_17
1169,1,License,Child Care Center,160,False,True,False,False,county_30
614,2,License,Child Care Center,83,False,True,False,False,county_23
2257,1,License,Child Care Center,89,False,False,False,False,county_25
856,1,License,Child Care Center,99,False,False,False,False,county_27
1800,1,Registration,Family Child Care Home,6,False,False,False,False,county_17
387,1,License,Child Care Center,100,False,False,False,False,county_3
428,2,License,Child Care Center,21,False,False,False,False,county_9
582,3,License,Family Child Care Home,6,False,False,False,False,county_25
96,2,License,Child Care Center,165,False,False,False,False,county_35
1714,4,License,Child Care Center,40,False,True,False,False,county_26
2103,3,License,Child Care Center,83,False,False,False,False,county_20
1226,1,License,Child Care Center,49,False,False,False,False,county_17
2096,1,License,Child Care Center,174,False,False,False,False,county_35
477,1,License,Child Care Center,49,False,False,False,False,county_14
398,3,License,Child Care Center,108,False,True,False,True,county_8
370,2,License,Child Care Center,109,False,False,False,False,county_8
1729,2,License,Child Care Center,144,False,False,False,False,county_8
483,2,License,Child Care Center,167,False,False,False,True,county_9
318,1,License,Child Care Center,136,False,False,False,True,county_6
1225,3,License,Child Care Center,164,False,False,False,False,county_23
971,2,License,Child Care Center,47,False,False,False,False,county_15
840,2,Registration,Family Child Care Home,5,False,False,False,False,county_37
1024,2,License,Child Care Center,145,False,False,False,True,county_9
646,1,License,Child Care Center,61,False,True,False,False,county_35
1335,3,License,Child Care Center,121,False,True,True,False,county_23
113,5,Approval,Child Care Center,60,False,False,False,False,county_23
1458,2,License,Child Care Center,233,False,False,False,False,county_30
1819,1,License,Child Care Center,111,False,False,False,False,county_27
1533,2,License,Child Care Center,124,False,False,False,False,county_40
271,1,License,Child Care Center,60,False,False,False,False,county_25
470,2,License,Child Care Center,149,False,True,False,False,county_3
367,1,Registration,Family Child Care Home,6,False,False,False,False,county_37
680,2,License,Child Care Center,98,False,False,False,False,county_23
320,5,Approval,Child Care Center,264,True,True,False,False,county_23
1558,3,License,Family Child Care Home,6,False,False,False,False,county_5
837,2,License,Child Care Center,142,False,True,False,False,county_3
682,1,License,Child Care Center,46,False,False,False,False,county_1
1131,1,License,Child Care Center,76,False,False,False,False,county_3
549,1,License,Child Care Center,122,False,False,False,False,county_33
432,1,License,Child Care Center,58,False,False,False,False,county_30
1319,1,License,Child Care Center,225,False,True,False,False,county_9
761,2,License,Child Care Center,240,False,False,False,False,county_1
1080,1,License,Child Care Center,103,False,True,False,False,county_9
127,2,License,Child Care Center,204,False,False,False,False,county_30
45,2,License,Child Care Center,82,False,False,False,False,county_17
112,1,License,Child Care Center,59,False,False,False,False,county_9
241,2,License,Child Care Center,66,False,True,False,False,county_4
1853,2,License,Child Care Center,88,False,True,False,False,county_11
816,2,License,Child Care Center,152,False,False,False,False,county_40
1448,1,License,Child Care Center,76,False,False,False,False,county_35
760,1,Approval,Child Care Center,20,False,False,False,False,county_37
1228,2,License,Child Care Center,232,False,False,False,False,county_24
131,1,License,Child Care Center,202,False,True,False,False,county_35
1985,4,License,Child Care Center,100,False,True,False,False,county_2
1471,3,License,Family Child Care Home,5,False,False,False,False,county_40
794,1,License,Child Care Center,137,False,True,False,False,county_9
1762,1,Approval,Child Care Center,60,False,False,False,False,county_34
517,1,License,Child Care Center,201,False,True,False,False,county_30
651,1,License,Child Care Center,52,False,False,False,False,county_25
1120,3,License,Child Care Center,77,False,False,False,False,county_3
1494,2,Approval,Child Care Center,28,False,False,False,False,county_11
1061,2,Registration,Family Child Care Home,6,False,False,False,False,county_9
1012,1,License,Child Care Center,214,False,False,False,False,county_9
1118,1,License,Child Care Center,41,False,True,False,False,county_18
1493,1,Registration,Family Child Care Home,6,False,False,False,False,county_5
531,2,Approval,Child Care Center,35,False,False,False,False,county_26
1056,1,License,Child Care Center,151,False,True,False,False,county_9
1044,2,License,Child Care Center,54,False,True,False,False,county_9
2056,2,License,Child Care Center,144,False,True,False,False,county_30
1773,1,License,Child Care Center,70,False,True,False,False,county_23
863,2,License,Child Care Center,132,False,True,False,False,county_9
726,1,License,Child Care Center,40,False,False,False,False,county_11
1707,1,License,Child Care Center,293,False,False,False,False,county_30
1447,1,License,Child Care Center,153,False,True,False,False,county_35
648,1,Registration,Family Child Care Home,6,False,False,False,False,county_25
2397,1,License,Child Care Center,91,False,False,False,False,county_9
1364,1,Registration,Family Child Care Home,6,False,False,False,False,county_9
636,4,License,Child Care Center,138,False,False,False,False,county_40
283,4,License,Child Care Center,94,False,True,False,False,county_23
2041,2,Registration,Family Child Care Home,6,False,False,False,False,county_11
2174,2,Registration,Family Child Care Home,6,False,False,False,False,county_10
464,2,License,Child Care Center,62,False,False,False,False,county_37
1798,3,License,Child Care Center,40,False,True,False,False,county_33
1947,3,License,Family Child Care Home,6,False,False,False,False,county_23
542,1,License,Child Care Center,80,False,False,False,False,county_23
240,1,License,Child Care Center,117,False,True,False,False,county_35
575,2,License,Child Care Center,108,False,True,False,False,county_8
709,1,Registration,Family Child Care Home,5,False,False,False,False,county_40
801,1,Registration,Family Child Care Home,6,False,False,False,False,county_37
1368,3,License,Child Care Center,141,False,True,False,False,county_9
1198,2,License,Child Care Center,55,False,False,False,False,county_40
640,1,License,Child Care Center,52,False,False,False,False,county_30
205,1,Registration,Family Child Care Home,6,False,False,False,False,county_15
1913,1,License,Child Care Center,52,False,False,False,False,county_17
1155,1,Registration,Family Child Care Home,5,False,False,False,False,county_40
1437,2,License,Child Care Center,93,False,False,False,False,county_8
144,1,License,Child Care Center,27,False,False,False,False,county_17
1247,1,License,Child Care Center,51,False,False,False,False,county_26
595,2,License,Child Care Center,64,False,True,False,False,county_36
642,1,License,Child Care Center,98,False,True,False,False,county_36
1043,2,Approval,Child Care Center,276,False,False,False,False,county_0
1978,2,License,Child Care Center,238,False,False,False,False,county_9
1453,2,License,Child Care Center,145,False,False,False,False,county_1
375,2,License,Family Child Care Home,6,False,False,False,False,county_40
708,1,License,Child Care Center,129,False,True,False,False,county_9
1500,1,License,Child Care Center,37,False,False,False,False,county_0
563,1,Registration,Family Child Care Home,5,False,False,False,False,county_40
818,1,License,Child Care Center,52,False,False,False,False,county_8
960,1,License,Child Care Center,97,False,False,False,False,county_40
1716,1,License,Child Care Center,49,False,False,False,False,county_11
670,2,License,Child Care Center,69,False,False,False,False,county_21
1103,3,Approval,Child Care Center,42,False,False,False,False,county_11
1599,2,License,Child Care Center,95,False,True,False,False,county_30
1604,2,License,Child Care Center,137,False,False,False,False,county_12
1583,1,Registration,Family Child Care Home,6,False,False,False,False,county_7
2278,1,License,Child Care Center,71,False,False,False,False,county_10
1867,1,License,Child Care Center,400,False,True,False,False,county_17
2021,1,License,Child Care Center,109,False,True,False,False,county_14
2320,3,License,Child Care Center,130,False,True,False,True,county_23
1811,2,License,Child Care Center,79,False,True,False,False,county_40
1263,1,License,Child Care Center,116,False,False,False,False,county_13
2010,1,Registration,Family Child Care Home,6,False,False,False,False,county_33
802,1,License,Child Care Center,80,False,False,False,False,county_23
1574,1,License,Child Care Center,180,False,True,False,False,county_0
285,2,License,Child Care Center,120,False,False,False,False,county_8
2292,1,License,Child Care Center,200,False,False,False,False,county_1
1970,1,License,Child Care Center,239,False,False,False,False,county_9
830,3,License,Family Child Care Home,6,False,False,False,False,county_9
1360,2,License,Child Care Center,59,False,True,False,False,county_8
177,1,License,Child Care Center,141,False,False,False,False,county_25
1434,1,License,Child Care Center,58,False,True,False,False,county_1
1480,1,License,Child Care Center,310,False,False,False,False,county_17
135,1,Registration,Family Child Care Home,6,False,False,False,False,county_16
124,1,License,Child Care Center,120,False,False,False,False,county_38
576,4,License,Child Care Center,98,False,True,False,True,county_28
291,1,License,Child Care Center,32,False,False,False,False,county_13
1765,3,Registration,Family Child Care Home,5,False,False,False,False,county_40
1614,2,License,Family Child Care Home,6,False,False,False,False,county_11
539,1,License,Child Care Center,72,False,False,False,False,county_23
627,1,License,Child Care Center,147,False,False,False,False,county_12
788,2,License,Child Care Center,31,False,True,False,False,county_40
1095,1,License,Child Care Center,321,False,True,False,False,county_29
148,2,Registration,Family Child Care Home,6,False,False,False,False,county_23
1655,1,Registration,Family Child Care Home,6,False,False,False,False,county_12
1395,2,License,Child Care Center,180,False,True,False,False,county_9
2350,1,Registration,Family Child Care Home,6,False,False,False,False,county_15
266,3,License,Child Care Center,163,False,False,False,False,county_29
220,2,Registration,Family Child Care Home,6,False,False,False,False,county_10
1393,1,Registration,Family Child Care Home,6,False,False,False,False,county_14
1529,2,License,Family Child Care Home,6,False,False,False,False,county_14
313,1,Registration,Family Child Care Home,6,False,False,False,False,county_16
852,1,License,Child Care Center,55,False,True,False,False,county_23
157,1,License,Family Child Care Home,5,False,False,False,False,county_33
2206,2,License,Child Care Center,40,False,True,False,False,county_13
1037,1,Registration,Family Child Care Home,6,False,False,False,False,county_28
1227,1,License,Child Care Center,40,False,False,False,False,county_35
628,1,Registration,Family Child Care Home,6,False,False,False,False,county_7
2104,3,License,Child Care Center,40,False,True,False,False,county_14
87,1,Registration,Family Child Care Home,6,False,False,False,False,county_11
1347,1,Registration,Family Child Care Home,6,False,False,False,False,county_0
1160,1,License,Family Child Care Home,6,False,False,False,False,county_1
1687,3,Registration,Family Child Care Home,6,False,False,False,False,county_5
1785,1,License,Child Care Center,100,False,True,False,False,county_28
442,1,License,Family Child Care Home,5,False,False,False,False,county_11
2153,1,Registration,Family Child Care Home,6,False,False,False,False,county_25
756,2,Registration,Family Child Care Home,6,False,False,False,False,county_14
1002,1,License,Child Care Center,88,False,False,False,False,county_9
1038,1,Registration,Family Child Care Home,6,False,False,False,False,county_5
996,1,License,Child Care Center,44,False,False,False,False,county_40
658,1,Registration,Family Child Care Home,6,False,False,False,False,county_0
2064,3,License,Family Child Care Home,6,False,False,False,False,county_5
842,1,License,Child Care Center,78,False,False,False,False,county_20
1854,1,License,Child Care Center,29,False,False,False,False,county_0
312,1,License,Family Child Care Home,6,False,False,False,False,county_18
1786,1,License,Family Child Care Home,6,False,False,False,False,county_9
2208,2,Registration,Family Child Care Home,6,False,False,False,False,county_22
194,1,License,Child Care Center,147,False,False,False,False,county_1
1386,1,Registration,Family Child Care Home,5,False,False,False,False,county_40
1295,3,Registration,Family Child Care Home,6,False,False,False,True,county_8
2349,2,License,Child Care Center,40,False,False,False,False,county_37
826,2,License,Family Child Care Home,6,False,False,False,False,county_23
733,2,Registration,Family Child Care Home,6,False,False,False,False,county_11
946,1,License,Child Care Center,63,False,True,False,False,county_40
261,1,Registration,Family Child Care Home,6,False,False,False,False,county_9
1303,2,License,Family Child Care Home,5,False,False,False,False,county_30
751,1,License,Child Care Center,87,False,True,False,False,county_5
1261,1,Registration,Family Child Care Home,6,False,False,False,False,county_33
401,1,Registration,Family Child Care Home,6,False,False,False,False,county_32
252,1,License,Child Care Center,75,False,True,False,False,county_11
1576,1,License,Child Care Center,40,False,False,False,False,county_40
1848,1,License,Child Care Center,93,False,False,False,False,county_9
231,1,Registration,Family Child Care Home,6,False,False,False,False,county_12
70,1,License,Child Care Center,40,False,True,False,False,county_17
246,3,License,Family Child Care Home,5,False,False,False,False,county_40
155,1,License,Child Care Center,120,False,True,False,False,county_17
999,2,License,Family Child Care Home,6,False,False,False,False,county_1
1367,1,License,Family Child Care Home,6,False,False,False,False,county_16
1293,1,Registration,Family Child Care Home,5,False,False,False,False,county_35
212,1,License,Family Child Care Home,6,False,False,False,False,county_11
2182,1,License,Child Care Center,52,False,False,False,False,county_5
677,3,License,Family Child Care Home,6,False,False,False,False,county_5
796,2,License,Child Care Center,58,False,True,False,False,county_10
2386,1,Registration,Family Child Care Home,6,False,False,False,False,county_22
362,1,Registration,Family Child Care Home,6,False,False,False,False,county_11
2098,2,Registration,Family Child Care Home,6,False,False,False,False,county_5
1219,1,License,Family Child Care Home,6,False,False,False,False,county_1
1224,1,License,Child Care Center,47,False,True,False,False,county_22
1280,1,Registration,Family Child Care Home,6,False,False,False,False,county_22
2053,2,License,Child Care Center,36,False,False,False,False,county_17
1268,1,License,Child Care Center,80,False,False,False,False,county_11
1838,2,License,Family Child Care Home,6,False,False,False,False,county_33
368,2,License,Child Care Center,140,False,False,False,False,county_11
577,1,License,Child Care Center,231,False,False,False,False,county_11
1381,2,License,Child Care Center,252,False,False,False,True,county_23
339,1,License,Child Care Center,82,False,True,False,False,county_35
661,2,License,Family Child Care Home,5,False,False,False,False,county_14
1932,1,License,Child Care Center,70,False,False,False,False,county_15
1619,2,License,Child Care Center,48,False,False,False,True,county_40
1207,2,License,Child Care Center,220,False,False,False,False,county_2
1332,2,License,Child Care Center,77,False,False,False,False,county_36
274,3,Registration,Family Child Care Home,5,False,False,False,False,county_40
704,2,License,Child Care Center,90,False,False,False,False,county_30
1916,1,Registration,Family Child Care Home,6,False,False,False,False,county_10
843,1,License,Child Care Center,121,False,False,False,False,county_23
551,1,Approval,Child Care Center,340,False,False,False,False,county_28
1662,1,License,Child Care Center,40,False,True,False,False,county_11
1519,1,Registration,Family Child Care Home,6,False,False,False,False,county_10
2093,2,Approval,Child Care Center,200,False,False,False,False,county_28
395,1,License,Child Care Center,97,False,False,False,False,county_35
2115,1,License,Child Care Center,82,False,False,False,False,county_27
625,1,Registration,Family Child Care Home,6,False,False,False,False,county_1
1996,1,License,Child Care Center,204,False,False,False,False,county_35
1069,1,License,Child Care Center,20,False,False,False,False,county_14
778,1,License,Child Care Center,167,False,False,False,False,county_23
1928,3,License,Family Child Care Home,6,False,False,False,False,county_1
2145,1,License,Child Care Center,31,False,False,False,False,county_0
286,1,Registration,Family Child Care Home,6,False,False,False,False,county_23
1174,1,License,Child Care Center,49,False,False,False,False,county_5
2219,3,Approval,Child Care Center,55,False,False,False,False,county_1
678,2,License,Child Care Center,283,False,False,False,False,county_8
2378,1,Registration,Family Child Care Home,6,False,False,False,False,county_9
523,1,License,Child Care Center,283,False,False,False,False,county_29
308,1,License,Child Care Center,28,False,False,False,False,county_40
1146,2,License,Child Care Center,34,False,False,False,False,county_25
509,1,Approval,Child Care Center,180,False,False,False,False,county_28
1143,1,Approval,Child Care Center,370,False,False,False,False,county_1
369,1,License,Child Care Center,136,False,False,False,False,county_25
1476,1,License,Child Care Center,69,False,False,False,False,county_40
671,1,License,Child Care Center,44,False,False,False,False,county_11
1780,1,Registration,Family Child Care Home,6,False,False,False,False,county_23
427,3,Approval,Child Care Center,200,False,False,False,False,county_28
1835,3,License,Child Care Center,193,False,True,False,False,county_25
1258,1,License,Child Care Center,90,False,True,False,False,county_23
1067,2,Registration,Family Child Care Home,6,False,False,False,False,county_11
250,1,Registration,Family Child Care Home,6,False,False,False,False,county_11
950,1,Registration,Family Child Care Home,6,False,False,True,False,county_5
730,1,Registration,Family Child Care Home,6,False,False,False,False,county_5
890,2,License,Child Care Center,286,False,False,False,True,county_9
1820,1,License,Child Care Center,55,False,True,True,False,county_0
1269,1,License,Family Child Care Home,5,False,False,False,False,county_35
707,2,License,Child Care Center,293,False,False,False,True,county_9
27,2,License,Child Care Center,273,False,False,False,False,county_9
1530,2,License,Child Care Center,285,False,True,False,True,county_17
181,1,Registration,Family Child Care Home,6,False,False,False,False,county_11
2159,3,License,Family Child Care Home,6,False,False,False,False,county_1
2265,2,License,Child Care Center,106,False,False,False,False,county_15
1019,1,License,Child Care Center,49,False,True,False,False,county_35
611,1,License,Child Care Center,137,False,True,False,False,county_4
654,1,License,Child Care Center,48,False,False,False,False,county_35
2344,1,Approval,Child Care Center,180,False,False,False,False,county_28
1675,2,License,Child Care Center,16,False,False,False,False,county_40
1230,2,License,Family Child Care Home,6,False,False,False,False,county_23
1895,1,Registration,Family Child Care Home,6,False,False,False,False,county_11
686,2,License,Child Care Center,130,False,False,False,False,county_18
119,3,Registration,Family Child Care Home,5,False,False,False,False,county_40
67,1,License,Child Care Center,112,False,True,False,False,county_30
1427,3,License,Child Care Center,99,False,False,False,False,county_29
2355,1,License,Child Care Center,206,False,False,False,False,county_35
2376,2,License,Child Care Center,93,False,True,False,False,county_40
2037,2,License,Child Care Center,104,False,True,False,False,county_8
1241,2,Approval,Child Care Center,120,False,False,False,False,county_28
1669,1,License,Child Care Center,27,False,False,False,False,county_28
217,2,Registration,Family Child Care Home,5,False,False,False,False,county_40
1288,3,Approval,Child Care Center,43,False,False,False,False,county_28
2007,2,License,Child Care Center,22,False,False,False,False,county_4
2371,1,License,Child Care Center,113,False,True,False,False,county_23
1723,3,Registration,Family Child Care Home,6,False,False,False,False,county_12
1818,2,Registration,Family Child Care Home,6,False,False,False,False,county_22
2055,2,Approval,Child Care Center,120,False,False,False,False,county_28
1423,1,License,Child Care Center,75,False,False,False,False,county_11
995,2,License,Family Child Care Home,6,False,False,False,False,county_23
336,1,License,Child Care Center,217,False,True,False,False,county_23
1744,3,Registration,Family Child Care Home,6,False,False,False,False,county_40
1869,2,License,Child Care Center,93,False,False,False,False,county_33
1415,1,License,Child Care Center,45,False,False,False,False,county_28
2105,1,License,Child Care Center,109,False,False,False,False,county_14
35,1,License,Child Care Center,38,False,False,False,False,county_17
1755,1,License,Child Care Center,60,False,False,False,False,county_25
1935,1,License,Family Child Care Home,6,False,False,False,False,county_1
1766,1,License,Child Care Center,126,False,False,False,False,county_40
204,1,License,Family Child Care Home,5,False,False,False,False,county_5
408,3,License,Child Care Center,55,False,False,False,False,county_9
1215,2,Registration,Family Child Care Home,6,False,False,False,False,county_14
833,2,License,Child Care Center,40,False,True,False,False,county_33
1751,3,License,Child Care Center,66,False,False,False,False,county_2
1479,2,License,Child Care Center,230,False,True,False,False,county_23
2067,1,Registration,Family Child Care Home,6,False,False,False,False,county_37
263,1,Registration,Family Child Care Home,6,False,False,False,False,county_1
2184,1,License,Child Care Center,54,False,False,False,False,county_18
1563,2,License,Child Care Center,229,False,False,False,False,county_40
1273,1,License,Child Care Center,345,False,True,False,False,county_9
1656,2,License,Child Care Center,103,False,True,False,False,county_40
508,2,License,Child Care Center,80,False,True,False,False,county_40
717,2,Approval,Child Care Center,333,False,False,False,False,county_28
660,3,License,Family Child Care Home,5,False,False,False,False,county_40
1975,1,License,Child Care Center,120,False,False,False,False,county_40
1774,1,Approval,Child Care Center,340,False,False,False,False,county_28
92,1,License,Family Child Care Home,6,False,False,False,False,county_9
900,1,License,Child Care Center,223,False,True,False,False,county_30
615,1,Registration,Family Child Care Home,6,False,False,False,False,county_3
221,1,Registration,Family Child Care Home,6,False,False,False,False,county_33
2139,1,Registration,Family Child Care Home,6,False,False,False,False,county_10
619,1,License,Child Care Center,44,False,False,False,False,county_30
1625,1,License,Child Care Center,113,False,False,False,False,county_30
1441,2,License,Child Care Center,100,False,True,False,False,county_40
2323,1,License,Child Care Center,49,False,False,False,False,county_17
1204,1,License,Child Care Center,113,False,True,False,False,county_23
2255,1,Registration,Family Child Care Home,5,False,False,False,False,county_40
456,2,Registration,Family Child Care Home,6,False,False,False,False,county_11
606,1,License,Child Care Center,26,False,False,False,False,county_28
528,1,Registration,Family Child Care Home,6,False,False,False,False,county_12
1600,2,License,Child Care Center,35,False,False,False,False,county_3
1417,2,License,Child Care Center,151,False,False,False,False,county_2
1008,2,Registration,Family Child Care Home,6,False,False,False,False,county_9
2271,1,Registration,Family Child Care Home,6,False,False,False,False,county_21
901,1,License,Child Care Center,95,False,False,False,False,county_28
2254,1,License,Child Care Center,56,False,False,False,False,county_8
2059,3,Registration,Family Child Care Home,6,False,False,False,False,county_9
