provider_id,qr_rating,licensed_capacity,num_visits,age_min,age_max,license_age_days,visits_count,violations_count,amenity_accredited_by_a_national_organization,amenity_field_trips,amenity_home_pick_up,amenity_provides_care_for_head_start,amenity_provides_nc_pre_k,amenity_provides_transportation,amenity_will_enroll_children_with_special_needs,facility_type_ccc,facility_type_fcc,ratio_1_year_olds_children,ratio_2_year_olds_children,ratio_3_year_olds_children,ratio_4_year_olds_children,ratio_5_12_year_olds_children,ratio_5_year_old_pre_schoolers_children,ratio_infants_children,restriction_daytime_care_only,restriction_enhanced_requirements,restriction_no_cooking,restriction_reduced_ratios,restriction_serves_no_more_than_two,visits_announced_announced_count,visits_announced_unannounced_count
1462,5,118,27,0,12,236,27,13,1,0,0,0,0,1,1,1,0,0,0,15,20,25,0,0,,,,,,0,27
1896,5,145,20,0,12,689,20,9,1,1,0,0,1,1,0,1,0,0,0,10,13,20,0,0,,,,,,0,20
2104,5,154,13,0,12,449,13,9,1,0,0,0,1,1,0,1,0,0,0,15,20,25,0,0,,,,,,0,13
1443,3,65,5,0,12,2353,5,4,0,0,0,0,0,1,0,1,0,6,9,10,13,25,15,5,,,,,,0,5
1082,5,232,12,0,12,782,12,2,0,0,0,0,0,0,1,1,0,0,0,15,20,25,0,0,,,,,,3,9
629,5,141,20,0,12,677,20,11,1,1,0,0,1,1,1,1,0,6,9,10,13,25,15,5,,,,,,0,20
5194,5,140,10,0,12,2437,10,7,0,0,0,0,0,0,1,1,0,0,0,13,20,25,0,0,,,,,,0,10
1008,4,150,16,0,12,2438,16,7,0,0,0,0,0,0,0,1,0,0,0,10,13,25,0,0,,,,,,1,15
5926,5,165,10,0,12,605,10,5,0,0,0,0,0,0,0,1,0,0,0,10,13,20,0,0,,,,,,0,10
2083,4,465,18,0,12,52,18,6,0,0,0,0,0,0,0,1,0,0,0,15,20,25,0,0,,,,,,2,16
468,4,100,7,0,12,1452,7,5,0,0,0,0,0,1,1,1,0,6,9,10,13,25,15,5,,,,,,0,7
4119,5,260,9,2,12,1586,9,5,0,1,1,0,1,1,1,1,0,0,9,10,13,25,15,0,,,,,,2,7
1161,5,120,12,3,6,59,12,4,0,0,1,0,1,1,1,1,0,0,0,9,9,0,0,0,0,0,0,0,0,2,10
5849,3,8,7,0,12,1128,7,0,0,0,0,0,0,1,0,0,1,,,,,,,,,,,,,0,7
1546,3,12,19,0,12,85,19,14,0,0,0,0,0,0,0,1,0,0,0,10,12,12,0,0,0,0,0,0,0,1,18
3687,5,40,8,3,5,36,8,3,0,0,0,0,1,1,0,1,0,0,0,9,9,0,0,0,0,0,0,0,0,1,7
1855,4,37,11,2,12,1396,11,5,0,0,0,0,0,0,0,1,0,0,0,15,20,25,0,0,0,0,0,0,0,3,8
2274,5,115,9,5,12,253,9,1,0,0,0,0,0,1,1,1,0,0,0,0,0,20,0,0,,,,,,3,6
3209,5,114,8,5,12,190,8,3,0,0,0,0,0,1,1,1,0,0,0,0,0,20,0,0,,,,,,1,7
3590,5,135,8,5,12,189,8,4,0,0,0,0,0,1,1,1,0,0,0,0,0,20,0,0,,,,,,1,7
3884,4,8,6,0,12,1209,6,1,0,0,0,0,0,1,0,0,1,,,,,,,,0,0,0,0,0,1,5
4865,2,8,7,0,12,495,7,1,0,0,0,0,0,1,0,0,1,,,,,,,,0,0,0,0,0,0,7
5280,5,150,7,5,12,148,7,2,0,0,0,0,0,1,1,1,0,0,0,0,0,20,0,0,,,,,,2,5
1287,4,10,9,0,12,129,9,2,0,0,0,0,0,1,0,0,1,,,,,,,,0,0,0,0,0,1,8
135,5,36,7,3,6,1495,7,2,0,0,0,0,1,1,0,1,0,0,0,9,9,14,0,0,0,0,0,0,0,1,6
6390,5,54,7,3,6,1047,7,3,0,0,0,0,1,1,1,1,0,0,0,9,9,14,0,0,0,0,0,0,0,1,6
1487,5,60,7,3,6,425,7,3,0,0,0,0,1,1,0,1,0,0,0,9,9,14,0,0,0,0,0,0,0,1,6
6278,5,36,8,3,5,2319,8,4,0,1,0,0,1,1,1,1,0,0,0,9,9,0,0,0,0,0,0,0,0,1,7
37,4,64,7,0,6,1202,7,4,0,0,0,0,0,0,0,1,0,0,0,15,20,0,0,0,,,,,,0,7
6524,3,71,8,0,6,2206,8,3,0,0,0,0,0,0,0,1,0,0,0,10,13,15,0,0,0,0,0,0,0,0,8
1374,3,45,16,1,6,292,16,10,0,0,0,0,0,0,0,1,0,0,0,10,13,0,0,0,,,,,,2,14
590,5,40,12,2,6,57,12,2,0,0,0,1,0,1,1,1,0,0,0,10,13,0,0,0,0,0,0,0,0,1,11
1100,3,50,8,2,8,1113,8,2,0,0,0,0,0,1,0,1,0,0,0,15,20,25,0,0,0,0,0,0,0,1,7
4997,5,35,7,3,5,361,7,2,0,0,0,1,0,0,1,1,0,0,0,10,13,0,0,0,,,,,,0,7
4247,4,199,11,0,12,2691,11,8,0,0,0,0,0,1,1,1,0,0,0,10,13,15,0,0,,,,,,0,11
3649,4,70,11,0,12,32,11,6,0,0,0,0,0,0,1,1,0,0,0,10,13,0,0,0,0,0,0,0,0,0,11
3405,5,87,9,0,5,85,9,4,0,0,0,1,0,0,1,1,0,0,0,10,13,0,0,0,,,,,,0,9
3833,5,99,12,0,12,1982,12,9,0,0,0,0,1,0,1,1,0,6,9,10,13,0,13,5,,,,,,0,12
984,5,67,10,0,6,2280,10,7,0,0,0,0,1,0,1,1,0,0,0,12,12,0,0,0,,,,,,2,8
4492,5,8,7,0,12,72,7,1,0,0,0,0,0,1,0,0,1,,,,,,,,0,0,0,0,0,0,7
2655,5,92,21,0,5,353,21,11,0,0,0,0,0,1,1,1,0,0,0,10,13,15,0,0,0,1,0,0,0,1,20
444,1,8,7,0,12,150,7,4,0,0,0,0,0,0,1,0,1,,,,,,,,0,0,0,0,0,0,7
3189,5,8,9,0,12,53,9,3,0,1,0,0,0,1,0,0,1,,,,,,,,0,0,0,0,0,1,8
6476,5,144,8,3,6,745,8,7,0,0,1,0,1,0,1,1,0,0,0,9,12,14,0,0,0,0,0,0,0,1,7
6147,5,318,9,4,12,303,9,7,0,1,0,0,0,1,0,1,0,0,0,0,0,14,0,0,0,1,0,1,0,0,9
3757,5,45,10,2,12,2951,10,6,0,1,0,0,1,0,1,1,0,0,0,10,13,15,0,0,0,0,0,0,0,1,9
2546,5,8,8,0,12,32,8,1,0,0,0,0,0,1,0,0,1,,,,,,,,0,0,0,0,0,1,7
2704,5,30,8,3,5,743,8,2,0,1,0,0,1,1,1,1,0,0,0,0,9,0,0,0,0,0,0,1,0,1,7
32,5,18,7,3,5,3081,7,3,0,0,0,0,1,0,0,1,0,0,0,9,12,0,0,0,0,0,0,0,0,1,6
157,5,36,8,3,5,731,8,4,0,1,1,0,1,1,1,1,0,0,0,9,9,0,0,0,0,0,0,1,0,0,8
5082,5,15,7,3,6,2593,7,5,0,1,0,0,0,1,1,1,0,0,0,9,12,14,0,0,0,1,0,1,0,2,5
4720,5,15,11,3,6,929,11,6,0,0,0,0,0,0,1,1,0,0,0,9,12,0,0,0,0,0,0,0,0,1,10
4453,5,15,8,3,6,773,8,5,0,0,0,0,1,1,1,1,0,0,0,9,9,14,0,0,0,1,0,1,0,2,6
4016,5,30,7,3,5,1291,7,3,0,0,0,0,0,0,1,1,0,0,0,9,12,0,0,0,0,0,0,1,0,0,7
3945,5,30,10,3,5,443,10,2,0,0,0,0,0,0,1,1,0,0,0,9,12,0,0,0,0,0,0,0,0,2,8
5923,3,12,8,0,5,25,8,1,0,1,0,0,0,1,1,1,0,0,0,12,12,0,0,0,,,,,,2,6
4070,4,30,11,0,12,1569,11,5,0,0,0,0,0,1,1,1,0,0,0,10,13,0,0,0,,,,,,2,9
3730,5,30,8,3,5,778,8,2,0,0,0,0,1,0,0,1,0,0,0,9,9,0,0,0,0,0,0,0,0,1,7
2826,5,40,6,0,3,361,6,3,0,0,1,1,0,0,1,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,6
2260,3,8,8,0,12,86,8,4,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,0,8
2190,5,60,11,0,12,991,11,8,0,1,0,0,0,0,1,1,0,0,0,10,13,15,0,0,0,1,0,0,0,0,11
6346,5,46,8,5,12,740,8,3,0,0,1,0,0,1,1,1,0,0,0,0,0,6,0,0,0,0,0,0,0,1,7
284,5,87,19,0,12,1431,19,8,0,0,0,0,0,0,1,1,0,0,0,10,13,15,0,0,,,,,,1,18
3920,4,95,12,0,12,2511,12,8,0,1,0,0,0,1,0,1,0,0,0,10,13,15,0,0,,,,,,1,11
2855,5,199,12,0,12,2340,12,6,0,0,0,0,0,0,0,1,0,0,0,10,13,15,0,0,0,1,0,0,0,1,11
1899,5,18,7,3,5,1114,7,5,0,1,1,0,1,1,1,1,0,0,0,9,9,0,0,0,0,1,0,0,0,1,6
2170,5,8,8,0,12,113,8,2,0,1,1,0,0,1,1,0,1,,,,,,,,0,0,0,0,1,0,8
5458,3,64,7,0,12,2503,7,3,0,1,0,0,0,1,1,1,0,0,0,15,20,25,0,0,,,,,,0,7
627,4,45,7,2,12,2286,7,4,0,0,0,0,0,0,1,1,0,0,0,10,13,15,0,0,,,,,,0,7
3095,5,8,6,0,12,85,6,2,0,0,0,0,0,1,1,0,1,,,,,,,,0,0,0,0,0,1,5
5199,1,8,6,0,12,152,6,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,0,6
3091,4,99,7,0,12,2522,7,1,0,1,0,0,0,1,1,1,0,0,0,10,13,15,0,0,,,,,,0,7
5311,3,139,6,0,12,3217,6,3,0,0,0,0,0,0,1,1,0,0,0,15,20,0,0,0,,,,,,0,6
5871,4,120,31,2,12,639,31,15,0,0,0,0,0,1,1,1,0,0,0,10,13,15,0,0,,,,,,0,31
2270,5,129,9,0,12,3155,9,6,0,0,0,0,1,0,1,1,0,0,0,10,13,15,0,0,,,,,,1,8
5292,5,64,11,0,12,220,11,7,0,0,0,0,1,1,1,1,0,0,0,10,13,20,0,0,0,0,0,1,0,0,11
2938,5,92,8,0,12,2593,8,3,0,0,0,0,1,1,0,1,0,0,0,10,13,20,0,0,,,,,,0,8
274,5,110,8,2,7,926,8,5,0,0,0,0,1,0,1,1,0,0,0,6,6,6,0,0,0,0,0,0,0,4,4
2952,5,199,18,0,12,1220,18,6,0,0,0,0,0,1,1,1,0,0,0,10,13,20,0,0,0,0,0,0,0,2,16
978,5,18,6,3,6,2594,6,4,0,0,0,0,1,0,0,1,0,0,0,9,9,0,0,0,,,,,,0,6
1319,5,99,6,5,12,1965,6,4,0,0,0,0,0,0,0,1,0,0,0,0,0,19,0,0,0,0,0,0,0,0,6
3771,5,36,6,3,6,2579,6,2,0,0,0,0,1,0,0,1,0,0,0,9,9,9,9,0,0,0,0,0,0,1,5
884,5,36,7,3,6,1975,7,3,0,0,0,0,1,0,0,1,0,0,0,9,9,0,0,0,0,0,0,1,0,1,6
5144,5,40,6,3,5,74,6,1,0,0,0,1,0,0,0,1,0,0,0,9,9,0,0,0,,,,,,0,6
19,5,18,6,3,6,2732,6,2,0,0,0,0,1,0,0,1,0,0,0,9,9,0,0,0,0,0,0,1,0,0,6
5859,5,18,8,3,6,3301,8,1,0,0,0,0,1,0,0,1,0,0,0,9,9,0,0,0,,,,,,2,6
5944,5,18,6,3,6,2732,6,2,0,0,0,0,1,0,0,1,0,0,0,9,9,0,0,0,0,0,0,1,0,0,6
3341,3,19,7,0,12,814,7,0,0,0,0,0,0,0,1,1,0,0,0,15,20,18,0,0,0,0,0,0,0,1,6
1467,5,130,7,0,12,92,7,1,0,0,0,1,0,0,1,1,0,0,0,15,20,25,0,0,,,,,,0,7
5247,4,64,11,0,12,1193,11,5,0,0,0,0,1,0,0,1,0,0,0,15,20,25,0,0,,,,,,0,11
3025,5,30,6,3,5,95,6,1,0,0,0,1,1,1,0,1,0,0,0,9,12,0,0,0,,,,,,0,6
4826,4,8,8,0,12,94,8,3,0,0,0,0,0,1,0,0,1,,,,,,,,0,0,0,0,0,0,8
6482,5,75,7,3,12,96,7,1,0,0,0,0,1,1,0,1,0,0,0,9,12,19,0,0,0,0,0,0,0,0,7
2904,5,75,6,3,5,96,6,4,0,0,0,1,1,1,0,1,0,0,0,9,12,0,0,0,0,0,0,0,0,0,6
1815,4,43,9,0,12,2637,9,4,0,0,0,0,0,1,0,1,0,0,0,10,13,20,0,0,,,,,,1,8
4942,5,60,8,3,5,94,8,5,0,0,0,1,1,1,1,1,0,0,0,9,12,0,0,0,0,0,0,0,0,1,7
1897,4,8,6,0,12,2679,6,2,0,0,0,0,0,1,0,0,1,,,,,,,,,,,,,0,6
2774,5,22,7,3,5,75,7,3,0,0,0,0,1,1,1,1,0,0,0,9,12,0,0,0,,,,,,0,7
2241,4,8,6,0,12,1046,6,2,0,0,0,0,0,0,0,0,1,,,,,,,,0,0,0,0,0,0,6
6498,4,8,7,0,12,2943,7,2,0,0,0,0,0,1,0,0,1,,,,,,,,0,0,0,0,0,1,6
3356,4,94,7,0,12,2474,7,1,0,0,0,0,0,0,0,1,0,0,0,10,13,20,0,0,,,,,,0,7
4460,3,60,10,0,12,3020,10,3,0,0,0,0,0,1,0,1,0,0,0,15,20,25,0,0,,,,,,0,10
5259,4,29,8,0,12,2873,8,2,0,0,0,0,0,0,0,1,0,0,0,10,13,20,0,0,0,0,0,0,0,1,7
624,4,60,7,0,12,641,7,3,0,0,0,0,0,0,0,1,0,0,0,10,13,20,0,0,,,,,,1,6
827,5,30,7,3,5,115,7,1,0,0,0,1,1,1,0,1,0,0,0,9,12,0,0,0,0,0,0,0,0,0,7
3853,4,58,7,0,12,2600,7,4,0,0,0,0,0,0,0,1,0,0,0,10,13,20,0,0,,,,,,0,7
3852,4,29,8,0,12,2340,8,3,0,0,0,0,0,0,0,1,0,0,0,10,13,20,0,0,,,,,,0,8
661,4,8,6,0,12,775,6,0,0,0,0,0,0,0,0,0,1,,,,,,,,0,0,0,0,0,0,6
206,4,8,11,0,12,716,11,3,0,0,0,0,0,0,0,0,1,,,,,,,,0,0,0,0,0,0,11
2588,5,74,12,0,5,96,12,3,0,0,0,0,0,0,0,1,0,0,0,10,13,20,0,0,0,0,0,0,0,0,12
4708,5,100,14,0,12,3078,14,9,1,0,0,0,0,0,1,1,0,5,8,9,12,20,14,4,0,0,0,0,0,1,13
432,5,149,12,0,5,603,12,6,1,0,0,0,0,0,1,1,0,6,9,10,13,20,15,5,0,0,0,0,0,0,12
35,4,75,10,0,12,1709,10,7,0,0,0,0,0,0,0,1,0,0,0,9,12,19,0,0,0,0,0,0,0,2,8
2158,3,8,9,0,12,2314,9,2,0,0,0,0,0,1,1,0,1,,,,,,,,,,,,,0,9
4958,3,8,8,0,12,907,8,0,0,0,0,0,0,1,1,0,1,,,,,,,,0,0,0,0,1,0,8
1413,4,12,6,0,12,3116,6,3,0,0,0,0,0,0,0,1,0,0,0,10,10,0,0,0,,,,,,0,6
5190,3,8,10,0,12,2437,10,6,0,0,0,0,0,1,1,0,1,,,,,,,,0,0,0,0,0,0,10
3073,5,122,6,0,12,2966,6,6,0,0,0,0,1,0,0,1,0,0,0,10,13,20,0,0,0,0,0,0,0,0,6
2585,3,8,8,0,12,1205,8,7,0,0,0,0,0,0,0,0,1,,,,,,,,0,0,0,0,0,0,8
1224,3,25,6,0,12,2851,6,2,0,0,0,0,0,0,0,1,0,0,0,10,13,20,0,0,,,,,,1,5
1842,2,8,6,0,12,2279,6,2,0,0,0,0,0,1,1,0,1,,,,,,,,,,,,,0,6
5123,4,8,5,0,12,872,5,1,0,0,0,0,0,1,1,0,1,,,,,,,,,,,,,0,5
2132,5,41,6,0,12,3116,6,5,0,0,0,0,0,0,0,1,0,0,0,9,12,19,0,0,0,0,0,0,0,0,6
5310,3,8,8,0,12,2343,8,5,0,0,0,0,0,1,0,0,1,,,,,,,,,,,,,0,8
1795,4,20,6,0,12,2157,6,6,0,0,0,0,0,0,0,1,0,6,9,10,13,20,15,5,,,,,,0,6
276,4,12,6,0,12,2846,6,3,0,0,0,0,0,1,1,1,0,0,0,10,12,12,0,0,0,0,0,0,0,0,6
4181,3,8,7,0,12,992,7,1,0,0,0,0,0,1,0,0,1,,,,,,,,0,0,0,0,0,0,7
5441,5,10,7,0,12,100,7,5,0,0,0,0,0,1,0,0,1,,,,,,,,0,0,0,0,0,1,6
3461,3,21,7,0,12,2668,7,6,0,0,0,0,0,1,1,1,0,6,9,10,13,20,15,5,,,,,,0,7
2045,3,8,9,0,12,2626,9,4,0,0,0,0,0,1,1,0,1,,,,,,,,0,0,0,0,0,2,7
5916,3,8,9,0,12,2347,9,3,0,0,0,0,0,1,0,0,1,,,,,,,,,,,,,0,9
1854,5,34,7,3,12,407,7,4,0,0,0,0,1,0,0,1,0,0,0,9,12,19,0,0,,,,,,1,6
6233,4,15,12,0,12,3260,12,8,0,0,0,0,0,0,1,1,0,6,9,10,13,15,15,5,0,0,0,0,0,2,10
2980,3,8,8,0,12,2244,8,5,0,0,0,0,0,1,1,0,1,,,,,,,,0,0,0,0,1,0,8
3132,5,8,7,0,12,3330,7,0,0,0,0,0,0,1,0,0,1,,,,,,,,0,0,0,0,0,0,7
1424,5,30,15,0,12,3074,15,8,0,0,0,0,0,0,0,1,0,5,8,9,12,10,14,4,0,0,0,0,0,0,15
1033,4,8,6,0,12,557,6,0,0,0,0,0,0,1,0,0,1,,,,,,,,,,,,,0,6
863,5,161,8,0,5,194,8,6,1,0,0,0,0,0,1,1,0,6,9,10,13,20,15,5,0,0,0,0,0,0,8
2680,5,8,7,0,12,2395,7,2,0,0,0,0,0,1,1,0,1,,,,,,,,,,,,,0,7
5502,5,8,8,0,12,2812,8,5,0,0,0,0,0,0,0,0,1,,,,,,,,0,0,0,0,0,1,7
909,3,30,9,0,12,3011,9,8,0,0,0,0,0,1,1,1,0,6,9,10,13,20,15,5,0,0,0,0,0,0,9
1916,4,8,7,0,12,2332,7,5,0,0,0,0,0,1,1,0,1,,,,,,,,,,,,,0,7
4423,4,8,7,0,12,2508,7,1,0,0,0,0,0,1,0,0,1,,,,,,,,0,0,0,0,0,0,7
1985,4,10,12,0,12,136,12,2,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,2,10
3663,3,8,7,0,12,1579,7,4,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,0,7
4140,4,139,7,0,12,2416,7,6,0,1,0,0,0,1,0,1,0,0,0,10,13,20,0,0,0,0,0,0,0,0,7
4668,4,8,8,0,12,2382,8,1,0,0,0,0,0,1,0,0,1,,,,,,,,0,0,0,0,0,0,8
5598,5,95,6,0,12,2454,6,5,0,0,0,0,0,0,0,1,0,6,9,10,13,20,15,5,,,,,,0,6
3103,5,56,10,0,12,2761,10,5,0,0,0,0,0,1,0,1,0,0,0,10,13,20,0,0,,,,,,0,10
3255,5,8,8,0,12,2934,8,4,0,0,0,0,0,1,0,0,1,,,,,,,,0,0,0,0,0,0,8
3088,4,8,8,0,12,2628,8,5,0,0,0,0,0,1,0,0,1,,,,,,,,0,0,0,0,0,1,7
2418,5,199,8,4,12,414,8,3,0,0,0,0,0,0,1,1,0,0,0,9,12,15,14,0,0,0,0,1,0,0,8
6223,5,134,8,4,12,3201,8,4,0,0,0,0,0,0,1,1,0,0,0,0,0,19,0,0,0,0,0,0,0,0,8
5945,4,61,13,0,12,3077,13,7,0,0,0,0,0,0,0,1,0,0,0,10,13,20,0,0,0,0,0,0,0,0,13
400,4,199,6,4,12,2539,6,0,0,0,0,0,0,1,1,1,0,0,0,0,0,20,0,0,0,0,0,0,0,0,6
4392,3,8,14,0,12,2661,14,3,0,0,0,0,0,0,0,0,1,,,,,,,,0,0,0,0,1,0,14
549,5,8,8,0,12,2376,8,0,0,0,0,0,0,1,0,0,1,,,,,,,,0,0,0,0,0,0,8
2638,5,36,9,0,12,253,9,5,0,0,0,0,0,0,0,1,0,0,0,10,11,20,0,0,,,,,,0,9
317,5,8,7,0,12,3166,7,3,0,0,0,0,0,1,0,0,1,,,,,,,,0,0,0,0,0,1,6
5271,3,8,6,0,12,2413,6,4,0,0,0,0,0,1,0,0,1,,,,,,,,0,0,0,0,0,0,6
3515,5,130,6,4,12,3201,6,2,0,0,0,0,0,0,1,1,0,0,0,0,12,15,0,0,0,0,0,1,0,0,6
2943,4,179,6,4,12,3201,6,1,0,0,0,0,0,1,1,1,0,0,0,0,0,20,0,0,0,0,0,0,0,0,6
6226,4,100,6,4,12,2549,6,2,0,0,0,0,0,0,1,1,0,0,0,0,12,15,0,0,,,,,,0,6
1996,5,106,7,4,12,2549,7,5,0,0,0,0,0,0,1,1,0,0,0,0,13,19,14,0,0,0,0,0,0,0,7
6081,5,75,9,4,12,2283,9,4,0,0,0,0,0,0,1,1,0,0,0,0,13,14,0,0,0,0,0,0,0,1,8
6461,5,120,6,4,12,2283,6,3,0,0,0,0,0,1,1,1,0,0,0,0,12,15,0,0,0,0,0,1,0,0,6
4149,4,120,7,4,12,2376,7,3,0,0,0,0,0,0,1,1,0,0,0,0,13,15,0,0,0,0,0,0,0,0,7
5832,4,125,6,4,12,2507,6,3,0,0,0,0,0,0,1,1,0,0,0,0,13,15,0,0,0,0,0,0,0,0,6
4938,4,191,6,4,12,3201,6,4,0,0,0,0,0,1,1,1,0,0,0,10,13,20,0,0,0,0,0,0,0,0,6
575,5,8,7,0,12,32,7,1,0,0,0,0,0,1,0,0,1,,,,,,,,0,0,0,0,0,0,7
5608,3,8,11,0,12,2494,11,2,0,0,0,0,0,1,0,0,1,,,,,,,,0,0,0,0,0,2,9
3355,5,198,10,0,12,3111,10,7,0,0,0,0,1,0,0,1,0,0,0,10,13,0,0,0,,,,,,0,10
4440,3,8,6,0,12,3127,6,5,0,0,0,0,0,1,0,0,1,,,,,,,,,,,,,0,6
1857,5,225,9,0,12,284,9,6,0,0,0,0,0,0,0,1,0,6,9,10,13,15,15,4,,,,,,0,9
1107,4,180,8,4,12,2712,8,4,0,0,0,0,0,1,1,1,0,0,0,0,0,13,0,0,,,,,,1,7
2750,5,170,6,4,12,2560,6,2,0,1,0,0,0,0,1,1,0,0,0,9,12,19,0,0,0,0,0,1,0,0,6
1686,5,193,7,4,12,2665,7,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7
2827,5,190,7,4,12,2623,7,1,0,1,0,0,0,1,1,1,0,0,0,0,0,20,0,0,0,0,0,1,0,0,7
4590,5,100,7,4,12,2731,7,4,0,0,0,0,0,0,1,1,0,0,0,0,12,19,14,0,0,0,0,0,0,0,7
1800,3,8,6,0,12,764,6,2,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,0,6
3883,5,190,6,4,12,2605,6,1,0,0,0,0,0,1,1,1,0,0,0,0,0,20,0,0,0,0,0,0,0,0,6
6371,3,29,17,0,12,799,17,12,0,0,0,0,0,1,1,1,0,6,9,10,13,20,15,5,,,,,,2,15
6286,5,33,6,1,12,186,6,4,0,0,0,0,0,0,1,1,0,0,0,9,12,19,0,0,,,,,,0,6
2630,3,45,7,1,12,2696,7,4,0,0,0,0,0,0,1,1,0,6,9,10,13,20,15,0,,,,,,0,7
5416,5,263,12,0,12,353,12,5,0,1,0,0,1,1,1,1,0,6,9,10,13,20,15,5,,,,,,0,12
836,5,20,8,0,12,3260,8,6,0,0,0,0,0,0,1,1,0,0,9,10,9,20,9,0,0,0,0,0,0,0,8
3166,5,8,7,0,12,2525,7,4,0,0,0,0,0,0,0,0,1,,,,,,,,0,0,0,0,1,0,7
5032,4,8,10,0,12,3057,10,3,0,0,0,0,0,0,0,0,1,,,,,,,,0,0,0,0,0,0,10
103,5,35,12,0,12,1551,12,7,0,0,0,0,0,1,1,1,0,0,0,10,13,20,0,0,,,,,,0,12
5681,3,8,9,0,12,2255,9,6,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,1,8
4156,5,180,24,0,12,255,24,16,0,0,0,0,0,0,0,1,0,6,9,10,13,20,15,5,,,,,,0,24
985,4,95,10,0,12,2857,10,7,0,0,0,0,0,0,1,1,0,6,9,10,13,0,15,5,,,,,,1,9
3726,4,8,9,0,12,2655,9,5,0,0,0,0,0,0,0,0,1,,,,,,,,0,0,0,0,0,1,8
214,4,8,7,0,12,2804,7,6,0,0,0,0,0,0,0,0,1,,,,,,,,0,0,0,0,0,0,7
2661,4,37,8,0,12,1524,8,5,0,0,0,0,0,0,1,1,0,6,9,10,13,15,15,5,,,,,,0,8
4801,4,23,7,0,12,1487,7,4,0,1,1,0,0,1,1,1,0,6,9,10,13,20,15,5,,,,,,1,6
1125,5,100,11,0,12,38,11,8,0,0,0,0,1,0,0,1,0,0,0,10,13,0,0,0,,,,,,0,11
794,4,59,11,0,12,2858,11,8,0,1,1,0,0,0,1,1,0,6,9,10,13,20,15,5,,,,,,0,11
3431,4,8,6,0,12,2748,6,5,0,0,0,0,0,1,0,0,1,,,,,,,,0,0,0,0,0,0,6
4518,1,8,6,0,12,73,6,3,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,0,6
619,4,8,7,0,12,2458,7,4,0,0,0,0,0,0,0,0,1,,,,,,,,0,0,0,0,0,0,7
3694,5,45,12,0,12,1551,12,8,0,1,1,0,0,0,1,1,0,0,0,10,13,20,0,0,,,,,,0,12
1097,4,8,6,0,12,759,6,2,0,1,0,0,0,1,0,0,1,,,,,,,,0,0,0,0,1,0,6
448,1,8,10,0,12,4100,10,7,0,0,0,0,0,1,0,0,1,,,,,,,,,,,,,0,10
2445,4,8,6,0,12,757,6,2,0,0,0,0,0,1,0,0,1,,,,,,,,,,,,,0,6
4948,3,15,10,0,12,2391,10,2,0,1,1,0,0,0,1,1,0,0,0,7,7,7,0,0,,,,,,0,10
3765,4,8,7,0,12,3277,7,6,0,0,0,0,0,1,0,0,1,,,,,,,,0,0,0,0,0,0,7
2058,5,36,7,3,6,2706,7,6,0,0,1,0,1,0,1,1,0,0,0,9,9,19,9,0,0,0,0,1,0,0,7
6556,5,36,9,3,5,2682,9,4,0,0,1,0,1,0,1,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9
4073,5,18,6,3,5,2691,6,4,0,0,0,0,1,0,0,1,0,0,0,9,9,19,9,0,0,0,0,1,0,0,6
5102,5,18,8,3,5,3340,8,2,0,0,0,0,1,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,8
2012,5,67,7,0,12,303,7,3,0,0,0,0,1,0,1,1,0,6,9,10,10,20,10,5,,,,,,1,6
3346,5,8,12,0,12,2846,12,3,0,0,0,0,0,1,1,0,1,,,,,,,,0,0,0,0,1,1,11
4561,5,136,12,0,12,3309,12,6,0,0,0,0,0,0,1,1,0,0,0,10,13,20,0,0,,,,,,0,12
2279,5,75,10,0,12,303,10,6,0,1,0,0,0,0,1,1,0,6,9,10,13,20,15,5,,,,,,1,9
1264,5,27,7,0,12,1551,7,3,0,1,1,0,0,0,1,1,0,0,0,10,13,20,0,0,,,,,,0,7
1667,4,8,9,0,12,3022,9,4,0,0,0,0,0,1,0,0,1,,,,,,,,,,,,,0,9
5512,3,12,6,0,5,236,6,3,0,0,0,0,0,0,1,1,0,0,9,10,13,20,15,0,,,,,,0,6
2458,5,150,6,4,12,3039,6,5,0,0,0,0,0,0,1,1,0,0,0,0,13,19,0,0,0,0,0,0,0,0,6
4325,3,8,7,0,12,1345,7,2,0,0,0,0,0,1,0,0,1,,,,,,,,0,0,0,0,1,0,7
3975,3,8,7,0,12,3253,7,6,0,0,0,0,0,1,0,0,1,,,,,,,,0,0,0,0,0,0,7
333,5,30,7,0,12,1487,7,3,0,1,1,0,0,0,1,1,0,6,9,10,13,25,20,5,0,0,0,0,0,0,7
6013,4,8,7,0,12,386,7,2,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,1,6
