provider_id,qr_rating,licensed_capacity,num_visits,age_min,age_max,license_age_days,visits_count,violations_count,amenity_accredited_by_a_national_organization,amenity_field_trips,amenity_home_pick_up,amenity_provides_care_for_head_start,amenity_provides_nc_pre_k,amenity_provides_transportation,amenity_will_enroll_children_with_special_needs,facility_type_ccc,facility_type_fcc,ratio_1_year_olds_children,ratio_2_year_olds_children,ratio_3_year_olds_children,ratio_4_year_olds_children,ratio_5_12_year_olds_children,ratio_5_year_old_pre_schoolers_children,ratio_infants_children,restriction_daytime_care_only,restriction_enhanced_requirements,restriction_no_cooking,restriction_reduced_ratios,restriction_serves_no_more_than_two,visits_announced_announced_count,visits_announced_unannounced_count
2649,5,94,8,0,5,82,8,5,0,1,1,1,0,1,1,1,0,0,0,9,12,0,0,0,,,,,,1,7
2085,5,18,7,3,5,1233,7,5,0,0,0,0,1,0,1,1,0,0,0,9,12,0,0,0,0,0,0,1,0,1,6
1741,4,50,12,0,5,2537,12,8,0,0,0,0,0,0,1,1,0,0,0,10,13,20,0,0,,,,,,1,11
5270,5,18,6,2,6,1496,6,5,0,0,0,0,1,1,1,1,0,0,0,9,12,0,0,0,0,0,0,1,0,0,6
6553,3,89,7,1,12,2539,7,5,0,0,0,0,0,0,1,1,0,0,0,15,15,25,0,0,,,,,,0,7
6130,4,46,8,0,12,2461,8,3,0,0,0,0,0,0,1,1,0,0,0,10,13,20,0,0,1,0,1,0,0,1,7
6046,4,8,6,0,12,3229,6,1,0,0,0,0,0,1,0,0,1,,,,,,,,0,0,0,0,1,1,5
1502,5,36,6,3,5,964,6,0,1,0,0,1,0,0,1,1,0,0,0,9,9,0,0,0,0,0,0,1,0,0,6
820,5,124,6,0,12,2376,6,3,0,0,0,0,1,1,0,1,0,0,0,10,13,20,0,0,,,,,,0,6
371,4,95,7,0,12,507,7,5,0,0,0,0,0,1,0,1,0,0,0,10,13,20,0,0,,,,,,2,5
916,5,199,10,0,12,2696,10,5,0,0,0,0,1,1,1,1,0,0,0,15,20,25,0,0,,,,,,0,10
4603,5,12,6,0,12,1461,6,1,0,0,0,0,0,0,0,1,0,0,0,10,13,20,0,0,,,,,,1,5
2578,5,160,9,2,12,695,9,4,0,0,0,1,1,1,0,1,0,0,0,10,13,20,0,0,,,,,,1,8
541,5,184,9,0,3,74,9,4,1,0,0,0,0,1,0,1,0,0,0,10,13,0,0,0,0,1,0,1,0,0,9
1621,5,105,14,3,5,43,14,7,0,0,0,1,1,1,0,1,0,0,0,9,12,0,0,0,,,,,,0,14
2166,5,75,6,0,12,1326,6,5,0,0,0,0,0,0,0,1,0,0,0,10,13,20,0,0,0,0,0,0,0,0,6
2151,4,5,6,0,12,2693,6,2,0,0,0,0,0,1,0,0,1,,,,,,,,0,0,0,0,1,0,6
2145,4,92,7,0,12,2466,7,4,0,0,0,0,0,0,0,1,0,0,0,10,13,20,0,0,,,,,,1,6
2105,4,95,12,0,12,1345,12,6,0,0,0,0,0,1,1,1,0,0,0,10,13,20,0,0,0,0,0,0,0,0,12
6539,5,30,8,3,5,3011,8,0,0,0,0,0,1,0,1,1,0,0,0,9,12,0,0,0,0,0,0,1,0,2,6
3652,5,15,8,3,5,733,8,0,0,0,0,0,1,0,1,1,0,0,0,9,12,0,0,0,0,1,0,1,0,2,6
4150,5,60,8,3,6,733,8,3,0,0,0,0,1,0,1,1,0,0,0,9,9,0,0,0,0,1,0,1,0,2,6
527,5,45,8,3,5,1048,8,2,0,0,0,0,1,0,1,1,0,0,0,10,12,0,0,0,0,1,0,1,0,3,5
4045,5,18,7,3,5,740,7,4,0,0,0,0,1,0,1,1,0,0,0,10,12,0,0,0,0,0,0,1,0,2,5
1754,5,30,6,3,5,2858,6,3,0,0,0,0,1,0,1,1,0,0,0,10,12,0,0,0,0,1,0,1,0,0,6
3759,5,105,29,0,12,218,29,15,0,0,0,0,1,1,1,1,0,0,0,9,10,0,0,0,0,1,0,1,0,0,29
5995,5,15,8,3,5,772,8,3,0,0,0,0,1,0,1,1,0,0,0,10,12,0,0,0,0,0,0,1,0,2,6
5040,4,8,6,0,12,3230,6,5,0,0,0,0,0,0,0,0,1,,,,,,,,0,0,0,0,0,1,5
3613,4,40,7,0,5,2480,7,7,0,0,0,0,0,1,1,1,0,0,0,10,13,20,0,0,,,,,,0,7
4786,5,169,12,0,12,920,12,7,0,0,0,0,0,1,1,1,0,0,0,10,20,25,0,0,0,1,0,1,0,0,12
4262,4,16,8,0,12,2698,8,3,0,0,0,0,0,0,1,1,0,0,0,10,13,20,0,0,0,0,0,0,0,0,8
581,3,8,6,0,12,2320,6,3,0,0,0,0,0,1,0,0,1,,,,,,,,0,0,0,0,1,0,6
1326,5,90,8,3,5,2480,8,5,0,1,0,1,1,1,1,1,0,0,0,9,12,0,0,0,0,0,0,1,0,1,7
3427,4,44,6,3,12,1524,6,5,0,1,0,0,0,0,1,1,0,0,0,10,13,20,0,0,,,,,,0,6
5337,5,15,7,3,5,3245,7,3,0,1,0,0,1,0,1,1,0,0,0,9,12,0,0,0,0,1,0,1,0,0,7
4246,4,29,10,0,12,1495,10,7,0,0,0,0,0,0,1,1,0,0,0,15,20,25,0,0,0,0,0,0,0,0,10
1722,3,8,6,0,12,3229,6,0,0,0,0,0,0,1,0,0,1,,,,,,,,,,,,,0,6
6060,5,15,8,3,5,732,8,2,0,1,0,0,1,0,1,1,0,0,0,9,9,0,0,0,0,1,0,1,0,2,6
6364,5,30,8,3,5,732,8,3,0,1,0,0,1,1,1,1,0,0,0,9,12,0,0,0,0,1,0,1,0,2,6
4541,5,15,9,3,5,733,9,4,0,1,0,0,1,0,1,1,0,0,0,9,12,0,0,0,0,1,0,1,0,2,7
2956,4,41,6,0,12,1423,6,6,0,0,0,0,0,1,1,1,0,0,0,10,12,5,0,0,0,0,0,0,0,1,5
390,3,50,7,0,5,2565,7,4,0,0,0,0,0,0,1,1,0,0,0,15,20,0,0,0,0,0,0,0,0,1,6
5694,4,8,7,0,12,2549,7,2,0,0,0,0,0,0,0,0,1,,,,,,,,0,0,0,0,0,0,7
2757,5,30,7,3,5,2369,7,2,0,1,1,0,1,1,1,1,0,0,0,9,12,0,0,0,0,1,0,1,0,0,7
1909,4,150,9,0,12,2845,9,8,0,1,0,0,0,1,0,1,0,0,0,10,13,20,0,0,,,,,,0,9
3010,5,123,7,2,12,1325,7,5,0,0,0,0,1,0,1,1,0,0,0,9,12,19,0,0,0,0,0,1,0,0,7
4508,3,16,9,3,12,2885,9,3,0,1,0,0,0,1,1,1,0,0,0,15,20,25,0,0,0,0,0,0,0,1,8
2928,4,130,7,2,12,1445,7,7,0,0,0,0,0,0,1,1,0,0,0,0,0,20,0,0,0,0,0,0,0,0,7
2932,3,35,8,0,7,2139,8,5,0,0,0,0,0,0,1,1,0,0,0,15,20,25,0,0,,,,,,1,7
3097,4,90,15,0,12,1468,15,7,0,1,1,0,0,1,1,1,0,0,0,15,20,25,0,0,0,0,0,0,0,0,15
999,5,139,17,0,6,1891,17,9,0,0,0,0,0,0,1,1,0,0,0,10,13,0,0,0,0,1,0,1,0,0,17
1675,4,99,9,0,5,2735,9,4,0,0,0,0,0,0,1,1,0,0,0,10,13,0,0,0,,,,,,1,8
2124,3,43,8,0,12,2384,8,5,0,0,0,0,0,0,1,1,0,0,0,10,13,20,0,0,,,,,,0,8
1521,4,178,11,0,12,2907,11,5,0,0,0,0,0,0,1,1,0,0,0,10,13,20,0,0,,,,,,0,11
4336,3,80,16,0,5,327,16,12,0,0,0,0,0,0,1,1,0,0,0,10,12,0,0,0,,,,,,1,15
4839,3,75,6,4,12,2672,6,2,0,0,0,0,0,0,0,1,0,0,0,0,0,25,0,0,0,0,0,0,0,0,6
64,3,65,8,4,12,2776,8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,25,0,0,0,0,0,0,0,3,5
3081,3,100,7,4,12,2777,7,2,0,0,0,0,0,0,0,1,0,0,0,0,0,25,0,0,0,0,0,0,0,0,7
212,3,75,7,4,12,1769,7,4,0,0,0,0,0,0,0,1,0,0,0,0,0,24,0,0,0,0,0,0,0,0,7
5451,3,65,6,0,12,3095,6,5,0,0,0,0,0,0,0,1,0,0,0,10,13,20,0,0,,,,,,0,6
3988,5,26,6,0,3,676,6,5,0,0,0,1,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,1,5
6516,5,58,8,3,5,151,8,5,0,0,0,1,0,0,0,1,0,0,0,10,13,0,0,0,,,,,,1,7
2345,5,58,6,3,5,151,6,5,0,0,0,1,0,0,0,1,0,0,0,9,9,0,0,0,,,,,,0,6
184,5,18,6,3,5,137,6,2,0,0,0,0,0,0,0,1,0,0,0,9,9,0,0,0,,,,,,1,5
4270,5,20,6,3,5,136,6,2,0,0,0,0,1,0,0,1,0,0,0,9,13,0,15,0,,,,,,0,6
5240,5,18,10,3,5,855,10,3,0,0,0,0,1,0,0,1,0,0,0,9,9,0,0,0,0,0,0,0,0,1,9
5857,4,100,15,0,12,2349,15,6,0,0,0,0,0,1,0,1,0,0,0,10,13,20,0,0,0,0,0,0,0,1,14
5235,4,99,8,0,12,2217,8,5,0,0,0,0,1,0,1,1,0,0,0,10,13,15,0,0,,,,,,2,6
1726,3,20,7,3,5,2637,7,2,0,0,0,0,0,0,1,1,0,0,0,15,20,0,0,0,,,,,,1,6
2450,5,50,5,0,12,2069,5,1,0,0,0,1,0,1,1,1,0,0,0,9,9,9,0,0,0,1,0,1,0,0,5
4714,5,90,6,3,8,2663,6,3,0,1,0,0,1,1,1,1,0,0,0,6,6,6,0,0,0,0,0,0,0,1,5
3979,5,30,5,3,6,2924,5,2,0,1,0,0,1,1,1,1,0,0,0,9,9,9,0,0,0,0,0,0,0,0,5
4715,5,18,6,3,6,3108,6,3,0,1,0,0,1,1,1,1,0,0,0,9,9,9,0,0,0,0,0,0,0,0,6
4600,5,48,6,0,12,3148,6,4,0,0,0,0,0,0,1,1,0,0,0,6,6,6,0,0,0,0,0,0,0,0,6
412,4,8,9,0,12,2384,9,2,0,1,1,0,0,1,1,0,1,,,,,,,,0,0,0,0,0,2,7
1758,4,8,7,0,12,2419,7,0,0,1,1,0,0,1,1,0,1,,,,,,,,0,0,0,0,0,1,6
5042,4,12,9,0,12,1494,9,1,0,0,0,0,0,0,0,1,0,0,0,12,15,15,0,0,0,0,0,0,0,3,6
2026,5,180,16,3,5,44,16,8,0,0,0,1,1,1,0,1,0,0,0,9,12,0,0,0,,,,,,0,16
429,4,8,10,0,12,2237,10,5,0,0,0,0,0,0,0,0,1,,,,,,,,0,0,0,0,0,0,10
934,4,8,6,0,12,450,6,4,0,0,0,0,0,1,0,0,1,,,,,,,,0,0,0,0,0,1,5
2313,4,5,7,0,12,2783,7,6,0,0,0,0,0,0,0,0,1,,,,,,,,0,0,0,0,0,0,7
72,5,36,7,3,6,456,7,5,0,0,0,0,1,0,0,1,0,0,0,9,12,19,0,0,0,0,0,1,0,1,6
6547,4,28,7,0,12,1863,7,3,0,0,0,0,0,0,0,1,0,0,0,15,20,20,0,0,,,,,,0,7
142,4,22,9,0,12,2825,9,5,0,0,0,0,0,0,0,1,0,0,0,10,13,20,0,0,0,0,0,0,0,1,8
1385,5,36,6,3,5,109,6,4,0,0,0,1,1,0,0,1,0,0,0,10,12,0,0,0,,,,,,0,6
1093,4,20,6,0,12,2297,6,3,0,0,0,0,0,1,0,1,0,0,0,10,13,20,0,0,0,0,0,0,0,1,5
1270,5,60,7,0,12,60,7,2,0,0,0,1,1,1,1,1,0,0,0,9,12,0,0,0,,,,,,0,7
2906,5,105,7,3,6,446,7,0,0,0,0,0,1,1,1,1,0,0,0,9,9,9,0,0,0,1,0,1,0,2,5
2784,5,60,7,0,12,416,7,4,0,0,0,0,0,0,0,1,0,0,0,6,6,0,0,0,0,0,0,1,0,0,7
200,5,140,14,0,12,451,14,8,0,0,0,0,1,0,0,1,0,0,0,9,12,19,0,0,0,1,0,1,0,0,14
4487,5,80,8,0,12,2615,8,5,0,0,0,0,1,1,1,1,0,0,0,6,6,6,0,0,0,1,0,1,0,0,8
229,5,18,7,3,6,44,7,6,0,1,0,0,1,1,1,1,0,0,0,9,12,0,0,0,,,,,,1,6
5487,5,18,7,3,6,85,7,6,0,0,0,0,1,1,1,1,0,0,0,9,12,0,0,0,,,,,,0,7
2937,5,18,7,3,6,1473,7,6,0,0,0,0,1,1,1,1,0,0,0,9,12,0,0,0,0,0,0,1,0,0,7
6164,4,36,6,3,6,2250,6,5,0,0,0,0,1,1,1,1,0,0,0,9,12,0,0,0,0,0,0,0,0,1,5
2521,5,100,5,0,12,1416,5,3,0,0,0,0,1,1,0,1,0,0,0,9,12,19,0,0,0,0,0,1,0,0,5
1637,4,50,6,0,12,1460,6,5,0,0,0,0,0,0,0,1,0,0,0,10,13,20,0,0,,,,,,1,5
1593,5,18,8,3,5,247,8,2,0,1,1,1,0,1,1,1,0,0,0,9,12,0,0,0,0,0,0,1,0,1,7
3993,5,18,6,3,5,1187,6,6,0,1,0,0,1,1,1,1,0,0,0,9,12,0,0,0,0,0,0,1,0,0,6
5275,5,45,7,0,12,556,7,4,0,0,0,0,0,0,0,1,0,0,0,10,13,20,0,0,,,,,,1,6
5004,5,93,23,0,12,397,23,11,0,0,0,0,0,0,1,1,0,0,0,9,12,14,0,0,0,0,0,1,0,0,23
4811,5,158,14,0,12,92,14,4,0,0,0,1,1,1,1,1,0,0,0,10,13,20,0,0,,,,,,3,11
5133,4,55,8,3,6,929,8,4,0,0,0,0,0,0,1,1,0,0,0,10,13,0,0,0,,,,,,1,7
4221,3,8,8,0,12,86,8,4,0,0,0,0,0,1,0,0,1,,,,,,,,0,0,0,0,0,0,8
3321,5,99,13,0,12,737,13,5,0,0,0,0,0,1,0,1,0,0,0,9,12,19,0,0,0,0,0,1,0,3,10
4063,5,60,8,3,5,36,8,5,0,0,0,0,1,1,0,1,0,0,0,9,9,0,0,0,,,,,,2,6
5467,3,8,7,0,12,60,7,2,0,0,0,0,0,0,0,0,1,,,,,,,,0,0,0,0,0,0,7
254,3,8,9,0,12,58,9,3,0,0,0,0,0,0,0,0,1,,,,,,,,0,0,0,0,0,1,8
1700,5,20,6,3,5,304,6,4,0,0,0,0,1,1,1,1,0,0,0,9,9,0,0,0,,,,,,0,6
1554,5,20,6,3,5,44,6,3,0,0,1,0,1,1,0,1,0,0,0,9,9,0,0,0,,,,,,0,6
857,4,8,7,0,12,3245,7,5,0,0,0,0,0,1,0,0,1,,,,,,,,0,0,0,0,0,1,6
2773,5,8,16,0,12,2301,16,10,0,0,0,0,0,1,0,0,1,,,,,,,,0,0,0,0,0,0,16
2587,3,8,8,0,12,60,8,2,0,0,0,0,0,1,0,0,1,,,,,,,,0,0,0,0,0,0,8
5329,5,86,14,0,12,47,14,4,0,0,0,0,1,1,0,1,0,0,0,10,13,20,0,0,,,,,,2,12
1851,5,240,12,0,12,1513,12,7,0,0,0,1,1,1,0,1,0,0,0,10,13,20,0,0,,,,,,0,12
691,5,110,12,0,12,941,12,6,0,0,0,0,0,1,0,1,0,0,0,10,13,20,0,0,0,0,0,1,0,1,11
3767,5,75,6,3,5,86,6,3,0,0,0,1,0,1,0,1,0,0,0,9,12,0,14,0,,,,,,0,6
2292,5,80,7,2,5,66,7,5,0,0,0,1,0,0,0,1,0,0,0,9,12,0,0,0,,,,,,0,7
2858,5,46,8,3,12,151,8,5,0,0,0,0,0,1,0,1,0,0,0,10,13,20,0,0,,,,,,1,7
4208,5,15,8,4,12,2235,8,5,0,0,0,0,0,1,0,1,0,0,0,0,12,19,0,0,0,0,0,1,0,0,8
5510,4,10,7,0,12,242,7,4,0,0,0,0,0,1,0,0,1,,,,,,,,,,,,,1,6
3157,5,54,11,0,12,1482,11,4,0,0,0,0,0,1,0,1,0,0,0,10,13,15,0,0,,,,,,1,10
2197,5,36,7,3,6,2706,7,2,0,0,0,0,1,1,0,1,0,0,0,9,9,0,0,0,0,0,0,0,0,1,6
897,5,36,6,3,5,2554,6,4,0,0,0,0,1,1,0,1,0,0,0,9,9,0,0,0,0,0,0,1,0,0,6
4395,5,45,14,0,12,2824,14,7,0,0,0,0,0,0,0,1,0,0,0,10,13,15,0,0,,,,,,0,14
30,5,34,7,2,5,66,7,5,0,0,0,1,0,1,0,1,0,0,0,9,12,0,0,0,,,,,,0,7
5076,5,100,7,0,12,1438,7,5,0,0,0,0,0,1,0,1,0,0,0,15,20,25,0,0,,,,,,0,7
4387,5,8,7,0,12,235,7,1,0,0,0,0,0,1,0,0,1,,,,,,,,0,0,0,0,0,0,7
2094,5,8,6,4,12,122,6,1,0,1,0,0,0,1,1,0,1,,,,,,,,,,,,,0,6
2299,5,8,7,2,12,23,7,1,0,1,0,0,0,1,1,0,1,,,,,,,,,,,,,0,7
2526,4,70,6,0,12,93,6,2,0,1,0,0,1,1,0,1,0,0,0,10,13,20,0,0,,,,,,0,6
1582,5,36,7,3,5,32,7,3,0,0,1,0,1,1,1,1,0,0,0,9,9,0,0,0,,,,,,2,5
2685,5,36,7,3,5,32,7,5,0,1,1,0,1,1,1,1,0,0,0,9,10,0,0,0,,,,,,0,7
1141,5,80,7,3,5,57,7,2,0,1,1,0,1,1,1,1,0,0,0,9,9,0,0,0,,,,,,1,6
6011,5,90,6,3,5,18,6,4,0,1,1,0,1,1,1,1,0,0,0,9,10,0,0,0,0,1,0,0,0,0,6
883,3,24,9,0,12,291,9,6,0,0,0,0,0,0,1,1,0,0,0,13,13,20,0,0,,,,,,0,9
4726,5,8,7,4,12,58,7,1,0,0,0,0,0,1,0,0,1,,,,,,,,,,,,,0,7
5909,3,70,6,0,12,1566,6,3,0,0,0,0,0,1,0,1,0,0,0,15,20,25,0,0,,,,,,0,6
5322,4,29,8,0,12,3155,8,4,0,0,0,0,0,0,1,1,0,0,0,15,15,25,0,0,,,,,,1,7
4532,4,50,9,0,12,23,9,6,0,0,0,0,0,1,1,1,0,0,0,10,13,20,0,0,,,,,,0,9
2276,3,40,11,0,12,1082,11,8,0,0,0,0,0,0,1,1,0,0,0,10,13,20,0,0,,,,,,0,11
2715,5,24,8,0,12,512,8,3,0,0,0,0,0,0,1,1,0,0,0,10,13,20,0,0,,,,,,0,8
5393,5,80,9,3,5,87,9,2,0,0,0,1,0,1,0,1,0,0,0,10,13,0,0,0,,,,,,0,9
2971,4,49,16,0,12,765,16,8,0,0,0,0,0,0,0,1,0,0,0,10,13,20,0,0,,,,,,0,16
4123,4,155,22,0,12,66,22,13,0,0,0,0,1,1,0,1,0,0,0,10,13,20,0,0,,,,,,1,21
1976,5,8,7,0,12,1594,7,2,0,0,0,0,0,0,0,0,1,,,,,,,,0,0,0,0,0,0,7
5308,4,8,6,0,12,1395,6,4,0,0,0,0,0,0,0,0,1,,,,,,,,0,0,0,0,0,0,6
4069,4,29,6,0,12,2158,6,4,0,0,0,0,0,1,1,1,0,0,0,10,13,20,0,0,,,,,,0,6
5237,3,142,6,0,12,1363,6,3,0,0,0,0,0,1,0,1,0,0,0,10,13,20,0,0,,,,,,0,6
1664,5,199,10,0,12,1508,10,6,0,0,0,0,1,1,1,1,0,0,0,10,13,20,0,0,,,,,,0,10
4802,1,8,7,0,12,87,7,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,1,6
3111,5,100,6,0,12,1235,6,1,0,0,0,0,1,1,0,1,0,0,0,10,13,20,0,0,0,0,0,0,0,0,6
3888,5,60,6,3,5,101,6,2,0,0,0,1,0,1,0,1,0,0,0,10,13,0,13,0,,,,,,0,6
1547,4,45,7,2,12,642,7,5,0,0,0,0,0,0,1,1,0,0,9,10,13,20,15,0,,,,,,1,6
6198,5,244,29,0,12,1073,29,15,0,1,0,0,0,1,1,1,0,0,0,10,13,20,0,0,0,0,0,0,0,2,27
4366,3,8,10,0,12,3203,10,7,0,0,0,0,0,0,0,0,1,,,,,,,,0,0,0,0,0,1,9
5386,4,8,6,0,12,1565,6,2,0,0,0,0,0,0,1,0,1,,,,,,,,0,0,0,0,1,0,6
6430,5,44,8,3,12,540,8,5,0,0,0,0,0,0,1,1,0,0,0,9,12,0,14,0,0,0,0,1,0,1,7
1267,5,18,9,3,5,176,9,2,0,0,0,1,1,1,1,1,0,0,0,9,12,0,14,0,,,,,,0,9
1184,5,18,6,3,6,115,6,0,0,0,0,1,1,0,1,1,0,0,0,9,12,0,0,0,,,,,,0,6
5343,5,18,6,3,5,43,6,3,0,0,0,1,1,0,1,1,0,0,0,9,9,0,0,0,,,,,,0,6
1379,5,18,7,2,5,582,7,1,0,1,0,1,1,0,1,1,0,0,0,9,9,0,0,0,0,0,0,1,0,1,6
5089,5,20,6,3,5,432,6,4,1,1,0,1,1,0,1,1,0,0,0,9,9,0,0,0,0,0,0,1,0,1,5
192,5,18,6,2,5,746,6,2,0,0,0,1,1,1,1,1,0,0,0,9,9,0,0,0,0,0,0,1,0,1,5
1711,5,193,26,0,12,361,26,16,0,1,0,0,1,1,1,1,0,0,0,10,13,20,0,0,,,,,,4,22
768,3,75,10,0,12,905,10,5,0,0,0,0,0,0,0,1,0,6,10,15,20,25,20,5,,,,,,0,10
5252,5,16,6,3,5,247,6,2,0,0,0,1,1,0,1,1,0,0,0,9,12,0,0,0,,,,,,0,6
3960,5,18,9,3,5,435,9,8,0,0,0,1,1,0,1,1,0,0,0,9,9,0,9,0,0,0,0,1,0,1,8
5277,5,79,22,0,12,1504,22,14,0,0,0,0,0,0,0,1,0,6,9,10,13,20,15,5,,,,,,2,20
5660,5,15,6,3,5,523,6,3,0,0,0,1,1,0,1,1,0,0,0,9,9,0,0,0,0,0,0,1,0,0,6
1812,5,18,6,3,5,148,6,6,0,0,0,1,1,0,1,1,0,0,0,9,9,0,9,0,,,,,,0,6
4308,4,90,6,0,12,2294,6,4,0,0,0,0,0,0,1,1,0,0,0,9,12,19,0,0,,,,,,1,5
4227,5,20,7,3,5,429,7,6,0,0,0,1,1,0,0,1,0,0,0,9,9,0,0,0,0,0,0,1,0,1,6
1917,3,90,18,0,12,2405,18,14,0,0,0,0,0,0,0,1,0,0,0,15,20,25,0,0,,,,,,2,16
5965,5,150,7,5,12,37,7,6,0,0,0,0,0,1,0,1,0,0,0,0,0,20,0,0,,,,,,0,7
1248,5,150,8,4,12,219,8,4,0,0,0,0,0,0,0,1,0,0,0,0,0,14,0,0,0,0,0,1,0,2,6
2225,5,100,6,4,12,201,6,6,0,0,0,0,0,0,0,1,0,0,0,0,0,14,0,0,0,0,0,1,0,0,6
1572,5,150,8,5,12,302,8,7,0,0,0,0,0,0,0,1,0,0,0,0,0,14,0,0,0,0,0,1,0,1,7
1234,4,150,7,4,12,282,7,6,0,0,0,0,0,1,0,1,0,0,0,0,0,20,0,0,,,,,,1,6
6296,4,100,7,4,12,268,7,6,0,0,0,0,0,1,0,1,0,0,0,0,0,15,0,0,,,,,,0,7
6538,4,150,7,5,12,283,7,6,0,0,0,0,0,1,0,1,0,0,0,0,0,15,0,0,,,,,,1,6
174,3,50,9,4,12,275,9,7,0,0,0,0,0,0,0,1,0,0,0,0,0,19,0,0,0,0,0,1,0,3,6
2217,5,150,8,5,12,29,8,6,0,0,0,0,0,1,0,1,0,0,0,0,0,14,0,0,,,,,,0,8
5869,5,150,10,5,12,302,10,7,0,0,0,0,0,1,0,1,0,0,0,0,0,20,0,0,,,,,,3,7
4822,4,150,6,5,12,234,6,5,0,0,0,0,0,1,0,1,0,0,0,0,0,20,0,0,,,,,,0,6
4353,5,99,8,4,12,158,8,8,0,0,0,0,0,0,0,1,0,0,0,0,0,19,0,0,0,0,0,1,0,2,6
1986,5,150,8,4,12,669,8,6,0,0,0,0,0,1,0,1,0,0,0,0,0,25,0,0,0,0,0,0,0,0,8
2579,4,34,8,3,5,460,8,6,0,0,0,0,0,0,1,1,0,0,0,10,13,20,0,0,,,,,,0,8
2071,3,60,16,0,12,2166,16,11,0,0,0,0,0,0,0,1,0,6,9,10,13,20,15,5,,,,,,1,15
2519,4,40,12,0,12,2990,12,9,0,0,0,0,0,0,0,1,0,6,9,10,13,20,15,5,,,,,,1,11
3447,5,100,6,5,12,292,6,6,0,0,0,0,0,1,1,1,0,0,0,0,0,14,0,0,0,0,0,1,0,0,6
1983,3,8,6,0,12,2420,6,4,0,0,0,0,0,0,0,0,1,,,,,,,,0,0,0,0,0,2,4
4643,5,36,9,3,5,75,9,5,0,0,0,1,1,1,0,1,0,0,0,9,12,0,0,0,,,,,,1,8
4613,5,74,11,0,12,401,11,8,0,0,0,0,0,1,1,1,0,0,0,10,13,20,0,0,0,0,0,1,0,0,11
5876,5,59,8,0,6,1837,8,6,0,0,0,0,0,0,1,1,0,6,9,10,13,20,0,5,,,,,,1,7
1331,1,170,10,1,12,240,10,8,0,0,0,0,0,0,1,1,0,0,0,15,20,25,0,0,,,,,,0,10
2670,5,36,7,3,5,96,7,4,0,0,0,1,1,1,1,1,0,0,0,9,12,0,0,0,0,0,0,0,0,0,7
5376,3,8,7,1,12,2816,7,4,0,0,0,0,0,0,0,1,0,0,0,8,8,8,0,0,0,0,0,0,0,1,6
4782,3,60,5,2,6,774,5,4,0,0,0,0,0,0,0,1,0,0,0,15,20,0,0,0,,,,,,0,5
4980,5,36,7,3,5,-2,7,6,0,1,0,1,1,1,1,1,0,0,0,9,9,0,0,0,0,0,0,0,0,0,7
4920,1,74,13,1,9,3401,13,8,0,0,0,0,0,0,0,1,0,0,0,15,20,25,0,0,,,,,,3,10
2765,5,18,7,3,5,74,7,3,0,0,0,1,1,1,1,1,0,0,0,9,9,0,0,0,0,0,0,0,0,1,6
3305,5,115,15,0,5,551,15,9,0,0,0,0,0,0,1,1,0,0,0,6,6,6,0,0,0,0,0,1,0,1,14
1212,5,100,10,0,12,50,10,4,0,0,0,0,0,0,1,1,0,0,0,9,12,19,0,0,,,,,,3,7
173,5,70,11,1,12,705,11,7,0,1,0,0,0,0,1,1,0,0,0,10,13,20,0,0,0,0,0,1,0,2,9
3704,5,110,13,0,12,3203,13,10,0,0,0,0,0,0,1,1,0,0,0,10,13,20,0,0,,,,,,3,10
3928,5,135,13,1,5,631,13,5,0,0,0,1,1,1,0,1,0,0,0,9,12,19,14,0,0,0,0,0,0,5,8
475,5,15,6,3,5,292,6,4,0,0,0,1,1,1,0,1,0,0,0,10,13,0,0,0,0,0,0,1,0,0,6
6404,5,18,7,3,5,93,7,3,0,1,0,0,0,1,0,1,0,0,0,9,9,0,0,0,,,,,,1,6
5020,4,130,12,0,12,2550,12,9,0,0,0,0,0,0,1,1,0,5,8,9,12,19,14,4,0,0,0,1,0,0,12
683,5,350,35,0,12,975,35,17,1,1,0,0,1,1,1,1,0,0,0,10,13,20,0,0,0,0,0,0,0,4,31
3702,5,18,8,3,5,89,8,6,0,0,0,0,0,1,1,1,0,0,0,9,12,19,0,0,,,,,,2,6
4281,3,12,9,1,12,2371,9,8,0,0,0,0,0,0,1,1,0,5,6,10,15,15,20,0,,,,,,1,8
3007,4,99,11,2,12,2404,11,10,0,0,0,0,0,0,1,1,0,0,8,9,12,19,14,0,0,0,0,1,0,0,11
1731,5,196,11,0,12,2819,11,1,0,0,0,1,1,1,0,1,0,6,9,10,13,20,15,5,,,,,,4,7
4219,5,199,12,0,12,2539,12,3,0,0,0,0,1,1,1,1,0,6,9,10,13,20,15,5,,,,,,3,9
5717,5,91,18,0,12,2413,18,10,1,0,0,0,0,1,0,1,0,0,0,9,12,0,0,0,0,0,0,0,0,3,15
2862,5,90,10,0,12,1184,10,2,0,0,0,1,1,1,0,1,0,5,8,9,12,19,14,4,0,0,0,0,0,2,8
3819,5,85,9,3,12,635,9,6,0,0,0,0,1,1,1,1,0,0,0,6,6,6,6,0,0,0,0,0,0,3,6
