provider_id,qr_rating,provider_service_type,license_type,total_licensed_capacity,licensed_home_capacity,licensed_infant_capacity,licensed_toddler_capacity,licensed_preschool_capacity,licensed_school_age_capacity,licensed_preschool_and_school_age_capacity,licensed_resident_camp_capacity,licensed_nyo_capacity,capacity_on_site,license_age_days,school_district_operated_program,cccap_fa_status_d1,cccap_authorization_status,head_start,accepts_cccap_on_site,accepting_new_children,openings_infant,openings_toddler,openings_preschool,openings_school_age,hours_of_operation,operating_hours_per_week,licensed_to_serve,has_documented_complaint,has_documented_stage_ii,has_documented_injury_investigation,has_documented_adverse_action,language_amharic,language_arabic,language_chinese,language_english,language_farsi,language_french,language_german,language_hebrew,language_hindi,language_italian,language_japanese,language_other,language_portuguese,language_punjabi,language_russian,language_sign_language,language_spanish,language_tagalog,language_ukrainian,language_urdu,need_cognitive_delays,need_diabetes,need_food_dietary,need_medical_special_procedures,need_none,need_physical_delays_limitations,need_respiratory_illness,need_seizure_disorders,need_social_emotional_behaviors,need_speech_communication,need_willing_to_support,geo_county
3673,1,Child Care Center,Permanent,242.0,0.0,20.0,52.0,0.0,0.0,170.0,0.0,0.0,242.0,2968,False,False,False,False,False,True,2.0,10.0,22.0,7.0,Monday 07:00 AM 06:00 PM Tuesday 07:00 AM 06:00 PM Wednesday 07:00 AM 06:00 PM Thursday 07:00 AM 06:00 PM Friday 07:00 AM 06:00 PM,55.0,"Infants, Toddlers, Preschool",False,True,True,False,,Arabic,,English,,,,,,,,,,,,,Spanish,,,,Cognitive Delays,Diabetes,Food/Dietary,Medical/Special Procedures,,Physical Delays/Limitations,Respiratory Illness,Seizure Disorders,Social Emotional Behaviors,Speech/Communication,Willing to Support,county_4
704,1,Preschool Program,Permanent,36.0,,,,36.0,,0.0,,,36.0,6067,True,False,False,False,False,True,0.0,0.0,7.0,0.0,other,36.25,Preschool,False,False,False,False,,,,English,,,,,,,,,,,,,Spanish,,,,,,,,,,,,,,Willing to Support,county_46
1321,1,Preschool Program,Permanent,15.0,,,,0.0,,15.0,,,15.0,10534,False,False,False,False,False,True,0.0,0.0,30.0,0.0,other,21.5,Preschool,False,False,False,False,,,,English,,,,,,,,,,,,,,,,,,Diabetes,,,,,Respiratory Illness,,,,,county_3
173,4,Child Care Center,Permanent,52.0,0.0,5.0,14.0,33.0,0.0,0.0,0.0,0.0,52.0,6972,False,True,True,False,True,False,0.0,0.0,0.0,0.0,Monday 08:00 AM 05:00 PM Tuesday 08:00 AM 05:00 PM Wednesday 08:00 AM 05:00 PM Thursday 08:00 AM 05:00 PM Friday 08:00 AM 05:00 PM,45.0,"Infants, Toddlers, Preschool",True,False,False,False,,,,English,,,,,,,,,,,,,Spanish,,,,Cognitive Delays,Diabetes,Food/Dietary,Medical/Special Procedures,,Physical Delays/Limitations,Respiratory Illness,Seizure Disorders,Social Emotional Behaviors,Speech/Communication,Willing to Support,county_26
1719,3,Child Care Center,Permanent,54.0,0.0,0.0,18.0,0.0,0.0,36.0,0.0,0.0,54.0,8928,False,True,True,False,True,True,0.0,8.0,5.0,0.0,Monday 08:00 AM 05:00 PM Tuesday 08:00 AM 05:00 PM Wednesday 08:00 AM 05:00 PM Thursday 08:00 AM 05:00 PM Friday 08:00 AM 05:00 PM,45.0,"Toddlers, Preschool",True,False,False,False,,,,English,,,,,,,,,,,,,Spanish,,,,Cognitive Delays,Diabetes,Food/Dietary,,,Physical Delays/Limitations,Respiratory Illness,Seizure Disorders,Social Emotional Behaviors,Speech/Communication,Willing to Support,county_45
2394,4,Child Care Center,Permanent,168.0,0.0,10.0,48.0,0.0,0.0,110.0,0.0,0.0,168.0,7270,False,True,True,False,True,True,0.0,3.0,5.0,0.0,Monday 7:30 AM 5:30 PM Tuesday 7:30 AM 5:30 PM Wednesday 7:30 AM 5:30 PM Thursday 7:30 AM 5:30 PM Friday 7:30 AM 5:30 PM,50.0,"Infants, Toddlers, Mixed Preschool School Age",False,False,True,False,,,,English,,,,,,,,,,,,,,,Ukrainian,,,,,,,,,,,Speech/Communication,,county_11
324,4,Child Care Center,Permanent,112.0,0.0,10.0,34.0,68.0,0.0,0.0,0.0,0.0,112.0,6989,False,False,False,False,False,True,6.0,18.0,32.0,6.0,Monday 07:00 AM 05:00 PM Tuesday 07:00 AM 05:00 PM Wednesday 07:00 AM 05:00 PM Thursday 07:00 AM 05:00 PM Friday 07:00 AM 05:00 PM,50.0,"Infants, Toddlers, Preschool",True,True,False,False,,,,English,,,,,Hindi,,,other,,,,,Spanish,,,,,,,,,,Respiratory Illness,,Social Emotional Behaviors,,Willing to Support,county_11
2731,1,Child Care Center,Permanent,62.0,0.0,8.0,24.0,0.0,0.0,30.0,0.0,0.0,62.0,992,False,True,False,False,True,True,1.0,16.0,15.0,0.0,Monday 08:30 AM 05:00 PM Tuesday 08:30 AM 05:00 PM Wednesday 08:30 AM 05:00 PM Thursday 08:30 AM 05:00 PM Friday 08:30 AM 05:00 PM,42.5,"Infants, Toddlers, Preschool",True,False,False,False,,,,English,,,,,,,,,,,,,Spanish,,,,,,,,,,,,,,Willing to Support,county_42
3253,2,Large Family Child Care Home,Permanent,12.0,12.0,0.0,0.0,,0.0,,0.0,0.0,12.0,1211,False,False,False,False,False,True,2.0,4.0,3.0,0.0,Monday 07:00 AM 05:00 PM Tuesday 07:00 AM 05:00 PM Wednesday 07:00 AM 05:00 PM Thursday 07:00 AM 05:00 PM Friday 07:00 AM 05:00 PM,50.0,Home,False,False,False,False,,,,English,,,,,,,,,,,,,,,,,,,Food/Dietary,,,,Respiratory Illness,,Social Emotional Behaviors,,Willing to Support,county_41
636,4,Child Care Center,Permanent,80.0,,,,0.0,,80.0,,,80.0,930,True,True,False,False,True,True,0.0,0.0,4.0,0.0,Monday 07:45 AM 03:00 PM Tuesday 07:45 AM 03:00 PM Wednesday 07:45 AM 03:00 PM Thursday 07:45 AM 03:00 PM Friday 07:45 AM 03:00 PM,36.25,Preschool,True,False,True,False,,,,English,,,,,,,,,,,,,,,,,Cognitive Delays,Diabetes,Food/Dietary,Medical/Special Procedures,,Physical Delays/Limitations,Respiratory Illness,Seizure Disorders,Social Emotional Behaviors,Speech/Communication,Willing to Support,county_41
1341,2,Child Care Center,Permanent,132.0,0.0,0.0,20.0,0.0,0.0,112.0,0.0,0.0,132.0,3772,False,True,True,False,True,True,0.0,0.0,5.0,0.0,other,38.75,"Toddlers, Preschool",True,False,True,False,,,,English,,,,,,,,,,,,,,,,,Cognitive Delays,,Food/Dietary,,,Physical Delays/Limitations,,,Social Emotional Behaviors,,Willing to Support,county_41
847,2,Child Care Center,Permanent,69.0,,,,0.0,,69.0,,,69.0,11509,False,True,True,False,True,True,0.0,0.0,12.0,0.0,Monday 7:00 AM 6:00 PM Tuesday 7:00 AM 6:00 PM Wednesday 7:00 AM 6:00 PM Thursday 7:00 AM 6:00 PM Friday 7:00 AM 6:00 PM,55.0,Preschool,False,False,True,False,,,,English,,,,,,,,,,,,,,,,,Cognitive Delays,,,,,,Respiratory Illness,Seizure Disorders,,Speech/Communication,,county_4
4050,4,Preschool Program,Permanent,60.0,,,,60.0,,0.0,,,60.0,10709,True,True,False,False,True,True,,,,,Monday 7:45 AM 3:00 PM Tuesday 7:45 AM 3:00 PM Wednesday 7:45 AM 3:00 PM Thursday 7:45 AM 3:00 PM,29.0,Preschool,False,False,False,False,,,,English,,,,,,,,,,,,,,,,,Cognitive Delays,Diabetes,Food/Dietary,Medical/Special Procedures,,Physical Delays/Limitations,Respiratory Illness,Seizure Disorders,Social Emotional Behaviors,Speech/Communication,Willing to Support,county_4
1560,4,Preschool Program,Permanent,20.0,,,,20.0,,0.0,,,20.0,1062,True,True,False,False,True,True,0.0,0.0,1.0,0.0,Monday 08:15 AM 02:45 PM Tuesday 08:15 AM 02:45 PM Wednesday 08:15 AM 02:45 PM Thursday 08:15 AM 02:45 PM Friday 08:15 AM 02:45 PM,32.5,Preschool,False,False,False,False,,,,English,,,,,,,,,,,,,,,,,Cognitive Delays,Diabetes,Food/Dietary,Medical/Special Procedures,,Physical Delays/Limitations,Respiratory Illness,Seizure Disorders,Social Emotional Behaviors,Speech/Communication,Willing to Support,county_41
2551,1,Child Care Center,Permanent,126.0,0.0,0.0,6.0,6.0,0.0,114.0,0.0,0.0,126.0,11509,False,False,False,False,False,True,0.0,0.0,3.0,0.0,Monday 07:00 AM 05:45 PM Tuesday 07:00 AM 05:45 PM Wednesday 07:00 AM 05:45 PM Thursday 07:00 AM 05:45 PM Friday 07:00 AM 05:45 PM,53.75,other,False,True,True,False,,,,English,,,,,,,,,,,,,,,,,,,,,,,Respiratory Illness,,Social Emotional Behaviors,,,county_19
2937,4,Preschool Program,Permanent,60.0,,,,60.0,,0.0,,,60.0,9023,True,True,False,False,True,True,0.0,0.0,5.0,0.0,Monday 07:50 AM 02:50 PM Tuesday 07:50 AM 02:50 PM Wednesday 07:50 AM 02:50 PM Thursday 07:50 AM 02:50 PM Friday 07:50 AM 02:50 PM,35.0,Preschool,False,False,True,False,,,,English,,,,,,,,,,,,,Spanish,,,,Cognitive Delays,Diabetes,Food/Dietary,Medical/Special Procedures,,Physical Delays/Limitations,Respiratory Illness,Seizure Disorders,Social Emotional Behaviors,Speech/Communication,Willing to Support,county_42
879,1,Large Family Child Care Home,Permanent,12.0,12.0,0.0,0.0,,0.0,,0.0,0.0,12.0,901,False,False,False,False,False,True,,,3.0,,other,27.0,Home,False,False,False,False,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,Willing to Support,county_42
3281,4,Preschool Program,Permanent,67.0,,,,67.0,,0.0,,,67.0,8341,True,True,False,False,True,True,,,,,Monday 7:45 AM 3:00 PM Tuesday 7:45 AM 3:00 PM Wednesday 7:45 AM 3:00 PM Thursday 7:45 AM 3:00 PM,29.0,Preschool,False,False,True,False,,,,English,,,,,,,,,,,,,,,,,Cognitive Delays,Diabetes,Food/Dietary,Medical/Special Procedures,,Physical Delays/Limitations,Respiratory Illness,Seizure Disorders,Social Emotional Behaviors,Speech/Communication,Willing to Support,county_4
1636,4,Child Care Center,Permanent,32.0,,,,0.0,,32.0,,,32.0,2142,True,False,False,True,False,True,0.0,0.0,5.0,0.0,Monday 08:15 AM 03:00 PM Tuesday 08:15 AM 03:00 PM Wednesday 08:15 AM 03:00 PM Thursday 08:15 AM 03:00 PM,27.0,Preschool,False,True,True,False,,,,English,,,,,,,,,,,,,,,,,Cognitive Delays,Diabetes,Food/Dietary,Medical/Special Procedures,,Physical Delays/Limitations,Respiratory Illness,Seizure Disorders,Social Emotional Behaviors,Speech/Communication,Willing to Support,county_3
4114,4,Preschool Program,Permanent,16.0,,,,0.0,,16.0,,,16.0,5422,True,False,False,True,False,True,0.0,0.0,6.0,0.0,Monday 08:15 AM 03:00 PM Tuesday 08:15 AM 03:00 PM Wednesday 08:15 AM 03:00 PM Thursday 08:15 AM 03:00 PM,27.0,Preschool,False,False,True,False,,,,English,,,,,,,,,,,,,,,,,Cognitive Delays,Diabetes,Food/Dietary,Medical/Special Procedures,,Physical Delays/Limitations,Respiratory Illness,Seizure Disorders,Social Emotional Behaviors,Speech/Communication,Willing to Support,county_3
4394,4,Child Care Center,Permanent,16.0,,,,0.0,,16.0,,,16.0,1988,True,False,False,True,False,True,0.0,0.0,0.0,0.0,Monday 07:30 AM 02:30 PM Tuesday 07:30 AM 02:30 PM Wednesday 07:30 AM 02:30 PM Thursday 07:30 AM 02:30 PM,28.0,Preschool,False,False,False,False,,,,English,,,,,,,,,,,,,,,,,Cognitive Delays,Diabetes,Food/Dietary,Medical/Special Procedures,,Physical Delays/Limitations,Respiratory Illness,Seizure Disorders,Social Emotional Behaviors,Speech/Communication,Willing to Support,county_3
458,4,Child Care Center,Permanent,32.0,,,,0.0,,32.0,,,32.0,3225,True,False,False,True,False,True,0.0,0.0,32.0,0.0,other,27.67,Preschool,False,False,True,False,,,,English,,,,,,,,,,,,,,,,,Cognitive Delays,Diabetes,Food/Dietary,Medical/Special Procedures,,Physical Delays/Limitations,Respiratory Illness,Seizure Disorders,Social Emotional Behaviors,Speech/Communication,Willing to Support,county_3
3050,4,Child Care Center,Permanent,32.0,,,,0.0,,32.0,,,32.0,2968,True,False,False,True,False,True,0.0,0.0,12.0,0.0,Monday 08:45 AM 03:45 PM Tuesday 08:45 AM 03:45 PM Wednesday 08:45 AM 03:45 PM Thursday 08:45 AM 03:45 PM,28.0,Preschool,False,False,False,True,,,,English,,,,,,,,,,,,,,,,,Cognitive Delays,Diabetes,Food/Dietary,Medical/Special Procedures,,Physical Delays/Limitations,Respiratory Illness,Seizure Disorders,Social Emotional Behaviors,Speech/Communication,Willing to Support,county_3
4422,4,Child Care Center,Permanent,16.0,,,,0.0,,16.0,,,16.0,3233,True,False,False,True,False,True,0.0,0.0,0.0,0.0,Monday 07:30 AM 02:30 PM Tuesday 07:30 AM 02:30 PM Wednesday 07:30 AM 02:30 PM Thursday 07:30 AM 02:30 PM,28.0,Preschool,False,False,True,False,,,,,,,,,,,,,,,,,Spanish,,,,Cognitive Delays,Diabetes,Food/Dietary,Medical/Special Procedures,,Physical Delays/Limitations,Respiratory Illness,Seizure Disorders,Social Emotional Behaviors,Speech/Communication,Willing to Support,county_3
3292,4,Child Care Center,Permanent,16.0,,,,0.0,,16.0,,,16.0,2070,True,False,False,True,False,True,0.0,0.0,0.0,0.0,Monday 07:30 AM 02:30 PM Tuesday 07:30 AM 02:30 PM Wednesday 07:30 AM 02:30 PM Thursday 07:30 AM 02:30 PM,28.0,Preschool,False,False,False,False,,,,English,,,,,,,,,,,,,,,,,Cognitive Delays,Diabetes,Food/Dietary,Medical/Special Procedures,,Physical Delays/Limitations,Respiratory Illness,Seizure Disorders,Social Emotional Behaviors,Speech/Communication,Willing to Support,county_3
