provider_id,qr_rating,facility_type,licensed_capacity,num_visits,ages_served,age_min,age_max,license_age_days,special_features,amenity_accredited_by_a_national_organization,amenity_field_trips,amenity_home_pick_up,amenity_provides_care_for_head_start,amenity_provides_nc_pre_k,amenity_provides_transportation,amenity_will_enroll_children_with_special_needs,ratio_1_year_olds_children,ratio_2_year_olds_children,ratio_3_year_olds_children,ratio_4_year_olds_children,ratio_5_12_year_olds_children,ratio_5_year_old_pre_schoolers_children,ratio_infants_children,restriction_daytime_care_only,restriction_enhanced_requirements,restriction_no_cooking,restriction_reduced_ratios,restriction_serves_no_more_than_two,visits_announced_announced
888,5,CCC,100,7,0 through 12,0,12,3100,Additional Services & Amenities Will enroll children with special needs Provides transportation Provides NC Pre-K Staff/Child Ratio Policy Infants 0 Adult(s)/0 Children 1 Year Olds 0 Adult(s)/0 Children 2 Year Olds 0 Adult(s)/0 Children 3 Year Olds 0 Adult(s)/10 Children 4 Year Olds 0 Adult(s)/13 Children 5 Year Old Pre-schoolers 0 Adult(s)/0 Children 5-12 Year Olds 0 Adult(s)/20 Children,,,,,Provides NC Pre-K,Provides transportation,Will enroll children with special needs,0,0,10,13,20,0,0,,,,,,Announced
755,3,FCC,8,6,0 through 12,0,12,2572,Additional Services & Amenities Will enroll children with special needs,,,,,,,Will enroll children with special needs,,,,,,,,,,,,serves no more than two,
431,5,CCC,60,8,3 through 5,3,5,93,other,,,,Provides care for head start,,Provides transportation,Will enroll children with special needs,0,0,9,12,19,0,0,,,,,,
4879,5,CCC,12,6,0 through 12,0,12,2565,other,,,,,,Provides transportation,Will enroll children with special needs,0,0,10,12,12,0,0,,,,,,
137,5,CCC,64,9,3 through 12,3,12,3018,Additional Services & Amenities Will enroll children with special needs Provides transportation Provides NC Pre-K Staff/Child Ratio Policy Infants 0 Adult(s)/0 Children 1 Year Olds 0 Adult(s)/0 Children 2 Year Olds 0 Adult(s)/0 Children 3 Year Olds 0 Adult(s)/10 Children 4 Year Olds 0 Adult(s)/13 Children 5 Year Old Pre-schoolers 0 Adult(s)/0 Children 5-12 Year Olds 0 Adult(s)/20 Children,,,,,Provides NC Pre-K,Provides transportation,Will enroll children with special needs,0,0,10,13,20,0,0,,,,,,Announced
6131,4,FCC,8,7,0 through 12,0,12,2706,Additional Services & Amenities Will enroll children with special needs Provides transportation,,,,,,Provides transportation,Will enroll children with special needs,,,,,,,,,,,,,
5138,5,CCC,55,10,0 through 12,0,12,351,Additional Services & Amenities Provides transportation Provides NC Pre-K Staff/Child Ratio Policy Infants 0 Adult(s)/0 Children 1 Year Olds 0 Adult(s)/0 Children 2 Year Olds 0 Adult(s)/0 Children 3 Year Olds 0 Adult(s)/9 Children 4 Year Olds 0 Adult(s)/12 Children 5 Year Old Pre-schoolers 0 Adult(s)/0 Children 5-12 Year Olds 0 Adult(s)/19 Children,,,,,Provides NC Pre-K,Provides transportation,,0,0,9,12,19,0,0,,,,,,Announced
4305,4,CCC,12,8,0 through 12,0,12,2544,other,,,,,,Provides transportation,,0,0,12,12,12,0,0,,,,,,
5242,3,FCC,8,6,0 through 12,0,12,2053,Additional Services & Amenities,,,,,,,,,,,,,,,,,,,serves no more than two,
1404,5,CCC,36,6,3 through 6,3,6,2850,Additional Services & Amenities Will enroll children with special needs Provides transportation Provides NC Pre-K Staff/Child Ratio Policy Infants 0 Adult(s)/0 Children 1 Year Olds 0 Adult(s)/0 Children 2 Year Olds 0 Adult(s)/0 Children 3 Year Olds 0 Adult(s)/9 Children 4 Year Olds 0 Adult(s)/9 Children 5 Year Old Pre-schoolers 0 Adult(s)/0 Children 5-12 Year Olds 0 Adult(s)/9 Children,,,,,Provides NC Pre-K,Provides transportation,Will enroll children with special needs,0,0,9,9,9,0,0,,,,reduced ratios,,Announced
2444,4,CCC,44,6,0 through 12,0,12,3112,Additional Services & Amenities Staff/Child Ratio Policy Infants 0 Adult(s)/0 Children 1 Year Olds 0 Adult(s)/0 Children 2 Year Olds 0 Adult(s)/0 Children 3 Year Olds 0 Adult(s)/10 Children 4 Year Olds 0 Adult(s)/13 Children 5 Year Old Pre-schoolers 0 Adult(s)/0 Children 5-12 Year Olds 0 Adult(s)/20 Children,,,,,,,,0,0,10,13,20,0,0,,,,,,
5666,5,CCC,54,7,3 through 6,3,6,2593,other,,,,,Provides NC Pre-K,Provides transportation,,0,0,9,9,14,0,0,,,,reduced ratios,,
3866,5,CCC,155,8,0 through 12,0,12,2812,Additional Services & Amenities Provides transportation Staff/Child Ratio Policy Infants 0 Adult(s)/0 Children 1 Year Olds 0 Adult(s)/0 Children 2 Year Olds 0 Adult(s)/0 Children 3 Year Olds 0 Adult(s)/10 Children 4 Year Olds 0 Adult(s)/13 Children 5 Year Old Pre-schoolers 0 Adult(s)/0 Children 5-12 Year Olds 0 Adult(s)/20 Children,,,,,,Provides transportation,,0,0,10,13,20,0,0,,,,,,Announced
3545,5,CCC,64,13,0 through 6,0,6,2899,Additional Services & Amenities Provides NC Pre-K Staff/Child Ratio Policy Infants 0 Adult(s)/0 Children 1 Year Olds 0 Adult(s)/0 Children 2 Year Olds 0 Adult(s)/0 Children 3 Year Olds 0 Adult(s)/10 Children 4 Year Olds 0 Adult(s)/13 Children 5 Year Old Pre-schoolers 0 Adult(s)/0 Children 5-12 Year Olds 0 Adult(s)/20 Children,,,,,Provides NC Pre-K,,,0,0,10,13,20,0,0,,,,,,Announced
2243,4,FCC,8,13,0 through 12,0,12,3159,Additional Services & Amenities,,,,,,,,,,,,,,,,,,,,
4511,5,CCC,64,7,3 through 6,3,6,2650,other,,,,,Provides NC Pre-K,,,0,0,9,9,20,0,0,,,,reduced ratios,,Announced
203,5,CCC,50,7,0 through 12,0,12,656,Additional Services & Amenities Staff/Child Ratio Policy Infants 0 Adult(s)/0 Children 1 Year Olds 0 Adult(s)/0 Children 2 Year Olds 0 Adult(s)/0 Children 3 Year Olds 0 Adult(s)/10 Children 4 Year Olds 0 Adult(s)/13 Children 5 Year Old Pre-schoolers 0 Adult(s)/0 Children 5-12 Year Olds 0 Adult(s)/20 Children,,,,,,,,0,0,10,13,20,0,0,,,,,,Announced
3805,4,FCC,8,10,0 through 12,0,12,1275,Additional Services & Amenities,,,,,,,,,,,,,,,,,,,,Announced
4047,3,CCC,75,19,0 through 12,0,12,401,other,,,,,,Provides transportation,,0,0,10,13,15,0,0,,,,,,
5540,4,FCC,8,9,0 through 12,0,12,3274,Additional Services & Amenities Provides transportation,,,,,,Provides transportation,,,,,,,,,,,,,serves no more than two,
6505,5,CCC,39,7,0 through 5,0,5,93,other,,,,Provides care for head start,,,Will enroll children with special needs,0,0,10,13,15,0,0,,,,,,
314,4,CCC,150,29,0 through 12,0,12,2956,Additional Services & Amenities Staff/Child Ratio Policy Infants 0 Adult(s)/0 Children 1 Year Olds 0 Adult(s)/0 Children 2 Year Olds 0 Adult(s)/0 Children 3 Year Olds 0 Adult(s)/10 Children 4 Year Olds 0 Adult(s)/13 Children 5 Year Old Pre-schoolers 0 Adult(s)/0 Children 5-12 Year Olds 0 Adult(s)/20 Children,,,,,,,,0,0,10,13,20,0,0,,,,,,Announced
6267,4,CCC,150,9,0 through 12,0,12,1853,Additional Services & Amenities Will enroll children with special needs Provides transportation Staff/Child Ratio Policy Infants 0 Adult(s)/0 Children 1 Year Olds 0 Adult(s)/0 Children 2 Year Olds 0 Adult(s)/0 Children 3 Year Olds 0 Adult(s)/10 Children 4 Year Olds 0 Adult(s)/13 Children 5 Year Old Pre-schoolers 0 Adult(s)/0 Children 5-12 Year Olds 0 Adult(s)/20 Children,,,,,,Provides transportation,Will enroll children with special needs,0,0,10,13,20,0,0,,,,,,
5659,5,CCC,128,11,3 through 12,3,12,743,other,Accredited by a national organization,,,,,,Will enroll children with special needs,0,0,6,6,6,0,0,,,,,,Announced
3708,4,CCC,133,30,0 through 12,0,12,1135,Additional Services & Amenities Will enroll children with special needs Provides transportation Staff/Child Ratio Policy Infants 0 Adult(s)/0 Children 1 Year Olds 0 Adult(s)/0 Children 2 Year Olds 0 Adult(s)/0 Children 3 Year Olds 0 Adult(s)/10 Children 4 Year Olds 0 Adult(s)/13 Children 5 Year Old Pre-schoolers 0 Adult(s)/0 Children 5-12 Year Olds 0 Adult(s)/20 Children,,,,,,Provides transportation,Will enroll children with special needs,0,0,10,13,20,0,0,,,,,,Announced
1753,4,CCC,133,21,0 through 12,0,12,1493,Additional Services & Amenities Will enroll children with special needs Provides transportation Staff/Child Ratio Policy Infants 0 Adult(s)/0 Children 1 Year Olds 0 Adult(s)/0 Children 2 Year Olds 0 Adult(s)/0 Children 3 Year Olds 0 Adult(s)/10 Children 4 Year Olds 0 Adult(s)/13 Children 5 Year Old Pre-schoolers 0 Adult(s)/0 Children 5-12 Year Olds 0 Adult(s)/20 Children,,,,,,Provides transportation,Will enroll children with special needs,0,0,10,13,20,0,0,,,,,,Announced
4133,5,CCC,54,9,1 through 12,1,12,598,other,Accredited by a national organization,,,,,,,0,0,9,12,19,0,0,,,,,,
5647,5,CCC,20,6,3 through 5,3,5,37,other,,,,Provides care for head start,Provides NC Pre-K,Provides transportation,Will enroll children with special needs,0,0,0,8,0,0,0,,,,,,
4401,5,CCC,200,6,0 through 12,0,12,1366,Additional Services & Amenities Will enroll children with special needs Staff/Child Ratio Policy Infants 0 Adult(s)/0 Children 1 Year Olds 0 Adult(s)/0 Children 2 Year Olds 0 Adult(s)/0 Children 3 Year Olds 0 Adult(s)/10 Children 4 Year Olds 0 Adult(s)/13 Children 5 Year Old Pre-schoolers 0 Adult(s)/0 Children 5-12 Year Olds 0 Adult(s)/15 Children,,,,,,,Will enroll children with special needs,0,0,10,13,15,0,0,,,,,,
100,5,CCC,12,11,0 through 12,0,12,2458,other,,,,,,,,0,0,12,12,12,0,0,,,,,,
477,5,FCC,8,8,0 through 12,0,12,2598,Additional Services & Amenities,,,,,,,,,,,,,,,,,,,,
1327,5,CCC,12,6,0 through 12,0,12,1536,Additional Services & Amenities Will enroll children with special needs Staff/Child Ratio Policy Infants 0 Adult(s)/0 Children 1 Year Olds 0 Adult(s)/0 Children 2 Year Olds 0 Adult(s)/0 Children 3 Year Olds 0 Adult(s)/10 Children 4 Year Olds 0 Adult(s)/12 Children 5 Year Old Pre-schoolers 0 Adult(s)/0 Children 5-12 Year Olds 0 Adult(s)/12 Children,,,,,,,Will enroll children with special needs,0,0,10,12,12,0,0,,,,,,
4970,4,CCC,40,8,0 through 12,0,12,2957,Additional Services & Amenities Provides transportation Staff/Child Ratio Policy Infants 0 Adult(s)/0 Children 1 Year Olds 0 Adult(s)/0 Children 2 Year Olds 0 Adult(s)/0 Children 3 Year Olds 0 Adult(s)/10 Children 4 Year Olds 0 Adult(s)/13 Children 5 Year Old Pre-schoolers 0 Adult(s)/0 Children 5-12 Year Olds 0 Adult(s)/20 Children,,,,,,Provides transportation,,0,0,10,13,20,0,0,,,,,,Announced
6519,5,CCC,40,8,0 through 12,0,12,2335,other,,,,Provides care for head start,Provides NC Pre-K,Provides transportation,Will enroll children with special needs,0,0,10,13,20,0,0,,,,,,
1118,4,CCC,60,12,0 through 12,0,12,2766,other,,,,Provides care for head start,,Provides transportation,,0,0,10,13,20,0,0,,,,,,
6202,4,CCC,12,9,0 through 12,0,12,2732,Additional Services & Amenities Provides transportation Staff/Child Ratio Policy Infants 0 Adult(s)/0 Children 1 Year Olds 0 Adult(s)/0 Children 2 Year Olds 0 Adult(s)/0 Children 3 Year Olds 0 Adult(s)/10 Children 4 Year Olds 0 Adult(s)/12 Children 5 Year Old Pre-schoolers 0 Adult(s)/0 Children 5-12 Year Olds 0 Adult(s)/12 Children,,,,,,Provides transportation,,0,0,10,12,12,0,0,,,,,,
25,3,CCC,40,11,0 through 12,0,12,2975,other,,,,,,Provides transportation,,6,9,0,13,20,15,5,,,,,,
1583,5,CCC,190,14,0 through 12,0,12,3147,Additional Services & Amenities Will enroll children with special needs Provides transportation Staff/Child Ratio Policy Infants 0 Adult(s)/0 Children 1 Year Olds 0 Adult(s)/0 Children 2 Year Olds 0 Adult(s)/0 Children 3 Year Olds 0 Adult(s)/10 Children 4 Year Olds 0 Adult(s)/13 Children 5 Year Old Pre-schoolers 0 Adult(s)/0 Children 5-12 Year Olds 0 Adult(s)/20 Children,,,,,,Provides transportation,Will enroll children with special needs,0,0,10,13,20,0,0,,,,,,Announced
2976,4,CCC,15,14,1 through 12,1,12,2850,Additional Services & Amenities Provides transportation Staff/Child Ratio Policy Infants 0 Adult(s)/0 Children 1 Year Olds 0 Adult(s)/0 Children 2 Year Olds 0 Adult(s)/0 Children 3 Year Olds 0 Adult(s)/10 Children 4 Year Olds 0 Adult(s)/13 Children 5 Year Old Pre-schoolers 0 Adult(s)/0 Children 5-12 Year Olds 0 Adult(s)/15 Children,,,,,,Provides transportation,,0,0,10,13,15,0,0,,,,,,Announced
1514,4,CCC,50,10,0 through 12,0,12,2817,Additional Services & Amenities Will enroll children with special needs Staff/Child Ratio Policy Infants 0 Adult(s)/0 Children 1 Year Olds 0 Adult(s)/0 Children 2 Year Olds 0 Adult(s)/0 Children 3 Year Olds 0 Adult(s)/10 Children 4 Year Olds 0 Adult(s)/13 Children 5 Year Old Pre-schoolers 0 Adult(s)/0 Children 5-12 Year Olds 0 Adult(s)/15 Children,,,,,,,Will enroll children with special needs,0,0,10,13,15,0,0,,,,,,Announced
3912,4,FCC,8,20,0 through 12,0,12,2514,Additional Services & Amenities Will enroll children with special needs Provides transportation,,,,,,Provides transportation,Will enroll children with special needs,,,,,,,,,,,,,
1049,5,FCC,8,6,0 through 12,0,12,3099,Additional Services & Amenities Provides transportation,,,,,,Provides transportation,,,,,,,,,,,,,,
372,4,FCC,8,6,0 through 12,0,12,2930,Additional Services & Amenities,,,,,,,,,,,,,,,,,,,,Announced
2474,4,FCC,8,7,0 through 12,0,12,1787,Additional Services & Amenities,,,,,,,,,,,,,,,,,,,,
2321,4,FCC,8,7,0 through 12,0,12,2469,Additional Services & Amenities Will enroll children with special needs Provides transportation,,,,,,Provides transportation,Will enroll children with special needs,,,,,,,,,,,,serves no more than two,
121,3,FCC,8,7,0 through 12,0,12,2508,Additional Services & Amenities,,,,,,,,,,,,,,,,,,,,
5233,5,FCC,8,8,0 through 12,0,12,719,Additional Services & Amenities Provides transportation,,,,,,Provides transportation,,,,,,,,,,,,,serves no more than two,
869,3,FCC,8,7,0 through 12,0,12,2175,Additional Services & Amenities Provides transportation,,,,,,Provides transportation,,,,,,,,,,,,,serves no more than two,
6366,5,FCC,8,7,0 through 12,0,12,3105,Additional Services & Amenities,,,,,,,,,,,,,,,,,,,,Announced
4430,5,FCC,8,6,0 through 12,0,12,2523,Additional Services & Amenities Provides transportation Field Trips,,Field Trips,,,,Provides transportation,,,,,,,,,,,,,,
2518,5,FCC,8,7,0 through 12,0,12,2521,Additional Services & Amenities,,,,,,,,,,,,,,,,,,,,
3895,4,FCC,8,7,0 through 12,0,12,582,Additional Services & Amenities Provides transportation,,,,,,Provides transportation,,,,,,,,,,,,,serves no more than two,Announced
3362,3,FCC,8,7,0 through 12,0,12,465,Additional Services & Amenities,,,,,,,,,,,,,,,,,,,,
323,5,CCC,115,4,0 through 12,0,12,2235,other,,,,,Provides NC Pre-K,Provides transportation,,0,0,10,13,15,0,0,,,,,,
1188,4,FCC,8,6,0 through 12,0,12,3013,Additional Services & Amenities,,,,,,,,,,,,,,,,,,,,
5996,5,CCC,95,6,1 through 12,1,12,666,other,,,,Provides care for head start,Provides NC Pre-K,,,6,9,10,13,15,15,0,,,,,,
3262,5,FCC,8,5,0 through 12,0,12,2509,Additional Services & Amenities Provides transportation,,,,,,Provides transportation,,,,,,,,,,,,,,
2775,4,CCC,195,9,0 through 12,0,12,1853,other,,Field Trips,,,,Provides transportation,Will enroll children with special needs,0,0,0,0,0,0,0,,,,,,
3233,1,FCC,8,5,0 through 12,0,12,236,Additional Services & Amenities Provides transportation,,,,,,Provides transportation,,,,,,,,,,,,,,
725,3,FCC,8,9,0 through 12,0,12,857,Additional Services & Amenities Provides transportation,,,,,,Provides transportation,,,,,,,,,,,,,,
2245,5,CCC,283,19,0 through 12,0,12,3179,Additional Services & Amenities Staff/Child Ratio Policy Infants 0 Adult(s)/0 Children 1 Year Olds 0 Adult(s)/0 Children 2 Year Olds 0 Adult(s)/0 Children 3 Year Olds 0 Adult(s)/10 Children 4 Year Olds 0 Adult(s)/13 Children 5 Year Old Pre-schoolers 0 Adult(s)/0 Children 5-12 Year Olds 0 Adult(s)/20 Children,,,,,,,,0,0,10,13,20,0,0,,,,,,Announced
5471,5,CCC,118,12,0 through 12,0,12,1166,other,,,,Provides care for head start,,,,0,0,10,13,20,0,0,,,,,,Announced
4378,4,FCC,8,9,0 through 12,0,12,641,Additional Services & Amenities,,,,,,,,,,,,,,,,,,,,
3919,5,CCC,183,14,0 through 12,0,12,1853,Additional Services & Amenities Provides transportation Staff/Child Ratio Policy Infants 0 Adult(s)/0 Children 1 Year Olds 0 Adult(s)/0 Children 2 Year Olds 0 Adult(s)/0 Children 3 Year Olds 0 Adult(s)/10 Children 4 Year Olds 0 Adult(s)/13 Children 5 Year Old Pre-schoolers 0 Adult(s)/0 Children 5-12 Year Olds 0 Adult(s)/20 Children,,,,,,Provides transportation,,0,0,10,13,20,0,0,,,,,,
1257,5,FCC,8,7,0 through 12,0,12,2966,Additional Services & Amenities Provides transportation,,,,,,Provides transportation,,,,,,,,,,,,,serves no more than two,
147,5,CCC,149,13,0 through 12,0,12,722,other,,,,,,Provides transportation,Will enroll children with special needs,0,0,6,6,6,0,0,,,,,,Announced
3082,4,CCC,108,10,3 through 6,3,6,15,Additional Services & Amenities Provides transportation Provides NC Pre-K Staff/Child Ratio Policy Infants 0 Adult(s)/0 Children 1 Year Olds 0 Adult(s)/0 Children 2 Year Olds 0 Adult(s)/0 Children 3 Year Olds 0 Adult(s)/9 Children 4 Year Olds 0 Adult(s)/9 Children 5 Year Old Pre-schoolers 0 Adult(s)/0 Children 5-12 Year Olds 0 Adult(s)/0 Children,,,,,Provides NC Pre-K,Provides transportation,,0,0,9,9,0,0,0,,,,,,Announced
1687,5,CCC,15,7,3 through 6,3,6,16,other,,,,,,Provides transportation,Will enroll children with special needs,0,0,10,13,20,0,0,,,,,,Announced
6189,3,CCC,15,6,3 through 6,3,6,2573,other,,,,,,Provides transportation,Will enroll children with special needs,0,0,9,12,19,14,0,,,,,,Announced
6032,5,CCC,18,7,3 through 6,3,6,1121,other,,,,,,Provides transportation,Will enroll children with special needs,0,0,9,9,0,0,0,,,,,,Announced
2613,5,CCC,45,6,3 through 6,3,6,2262,Additional Services & Amenities Provides NC Pre-K Staff/Child Ratio Policy Infants 0 Adult(s)/0 Children 1 Year Olds 0 Adult(s)/0 Children 2 Year Olds 0 Adult(s)/0 Children 3 Year Olds 0 Adult(s)/9 Children 4 Year Olds 0 Adult(s)/9 Children 5 Year Old Pre-schoolers 0 Adult(s)/0 Children 5-12 Year Olds 0 Adult(s)/0 Children,,,,,Provides NC Pre-K,,,0,0,9,9,0,0,0,,,,,,
5738,3,CCC,100,17,0 through 12,0,12,2665,Additional Services & Amenities Provides transportation Staff/Child Ratio Policy Infants 0 Adult(s)/0 Children 1 Year Olds 0 Adult(s)/0 Children 2 Year Olds 0 Adult(s)/0 Children 3 Year Olds 0 Adult(s)/10 Children 4 Year Olds 0 Adult(s)/13 Children 5 Year Old Pre-schoolers 0 Adult(s)/0 Children 5-12 Year Olds 0 Adult(s)/20 Children,,,,,,Provides transportation,,0,0,10,13,20,0,0,,,,,,Announced
108,3,FCC,8,6,0 through 12,0,12,1341,Additional Services & Amenities,,,,,,,,,,,,,,,,,,,,Announced
88,3,CCC,88,11,0 through 12,0,12,2976,Additional Services & Amenities Staff/Child Ratio Policy Infants 0 Adult(s)/0 Children 1 Year Olds 0 Adult(s)/0 Children 2 Year Olds 0 Adult(s)/0 Children 3 Year Olds 0 Adult(s)/10 Children 4 Year Olds 0 Adult(s)/13 Children 5 Year Old Pre-schoolers 0 Adult(s)/0 Children 5-12 Year Olds 0 Adult(s)/20 Children,,,,,,,,0,0,10,13,20,0,0,,,,,,
826,4,CCC,94,10,0 through 12,0,12,1802,Additional Services & Amenities Staff/Child Ratio Policy Infants 0 Adult(s)/0 Children 1 Year Olds 0 Adult(s)/0 Children 2 Year Olds 0 Adult(s)/0 Children 3 Year Olds 0 Adult(s)/15 Children 4 Year Olds 0 Adult(s)/20 Children 5 Year Old Pre-schoolers 0 Adult(s)/0 Children 5-12 Year Olds 0 Adult(s)/25 Children,,,,,,,,0,0,15,20,25,0,0,,,,,,
6388,5,CCC,45,8,3 through 6,3,6,424,other,,,,,Provides NC Pre-K,,,0,0,9,9,9,9,0,,,,,,
698,4,FCC,8,8,0 through 12,0,12,2475,Additional Services & Amenities,,,,,,,,,,,,,,,,,,,,Announced
177,1,CCC,255,6,1 through 6,1,6,2768,other,,Field Trips,,,,,,6,10,15,20,25,25,5,,,,,,
3815,3,CCC,44,6,0 through 12,0,12,2508,Additional Services & Amenities Provides transportation Staff/Child Ratio Policy Infants 1 Adult(s)/5 Children 1 Year Olds 1 Adult(s)/6 Children 2 Year Olds 1 Adult(s)/9 Children 3 Year Olds 1 Adult(s)/10 Children 4 Year Olds 1 Adult(s)/13 Children 5 Year Old Pre-schoolers 1 Adult(s)/15 Children 5-12 Year Olds 1 Adult(s)/20 Children,,,,,,Provides transportation,,6,9,10,13,20,15,5,,,,,,
2280,5,CCC,60,11,3 through 5,3,5,2222,Additional Services & Amenities Provides NC Pre-K Staff/Child Ratio Policy Infants 0 Adult(s)/0 Children 1 Year Olds 0 Adult(s)/0 Children 2 Year Olds 0 Adult(s)/0 Children 3 Year Olds 0 Adult(s)/9 Children 4 Year Olds 0 Adult(s)/9 Children 5 Year Old Pre-schoolers 0 Adult(s)/0 Children 5-12 Year Olds 0 Adult(s)/0 Children,,,,,Provides NC Pre-K,,,0,0,9,9,0,0,0,,,,,,Announced
1991,3,FCC,8,7,0 through 12,0,12,2503,Additional Services & Amenities,,,,,,,,,,,,,,,,,,,,Announced
5532,4,FCC,8,8,0 through 12,0,12,2882,Additional Services & Amenities,,,,,,,,,,,,,,,,,,,,
3683,5,FCC,8,7,0 through 12,0,12,793,Additional Services & Amenities Provides transportation,,,,,,Provides transportation,,,,,,,,,,,,,,
4347,3,FCC,8,7,0 through 12,0,12,697,Additional Services & Amenities,,,,,,,,,,,,,,,,,,,,Announced
3813,5,FCC,8,7,0 through 12,0,12,557,Additional Services & Amenities,,,,,,,,,,,,,,,,,,,serves no more than two,
684,5,CCC,133,9,0 through 12,0,12,192,other,,,,Provides care for head start,Provides NC Pre-K,Provides transportation,,6,10,15,20,25,20,5,,,,reduced ratios,,Announced
4127,5,CCC,20,6,other,4,6,2318,Additional Services & Amenities Staff/Child Ratio Policy Infants 0 Adult(s)/0 Children 1 Year Olds 0 Adult(s)/0 Children 2 Year Olds 0 Adult(s)/0 Children 3 Year Olds 0 Adult(s)/0 Children 4 Year Olds 0 Adult(s)/12 Children 5 Year Old Pre-schoolers 0 Adult(s)/0 Children 5-12 Year Olds 0 Adult(s)/19 Children,,,,,,,,0,0,0,12,19,0,0,,,,,,
2395,5,CCC,375,16,0 through 12,0,12,317,Additional Services & Amenities Provides care for head start Provides transportation Provides NC Pre-K Staff/Child Ratio Policy Infants 0 Adult(s)/0 Children 1 Year Olds 0 Adult(s)/0 Children 2 Year Olds 0 Adult(s)/0 Children 3 Year Olds 0 Adult(s)/10 Children 4 Year Olds 0 Adult(s)/13 Children 5 Year Old Pre-schoolers 0 Adult(s)/0 Children 5-12 Year Olds 0 Adult(s)/20 Children,,,,Provides care for head start,Provides NC Pre-K,Provides transportation,,0,0,10,13,20,0,0,,,,,,Announced
1995,5,CCC,75,7,3 through 5,3,5,88,Additional Services & Amenities Provides care for head start Provides NC Pre-K Staff/Child Ratio Policy Infants 0 Adult(s)/0 Children 1 Year Olds 0 Adult(s)/0 Children 2 Year Olds 0 Adult(s)/0 Children 3 Year Olds 0 Adult(s)/9 Children 4 Year Olds 0 Adult(s)/12 Children 5 Year Old Pre-schoolers 0 Adult(s)/0 Children 5-12 Year Olds 0 Adult(s)/0 Children,,,,Provides care for head start,Provides NC Pre-K,,,0,0,9,12,0,0,0,,,,,,Announced
342,4,CCC,45,10,0 through 12,0,12,3062,Additional Services & Amenities Staff/Child Ratio Policy Infants 0 Adult(s)/0 Children 1 Year Olds 0 Adult(s)/0 Children 2 Year Olds 0 Adult(s)/0 Children 3 Year Olds 0 Adult(s)/10 Children 4 Year Olds 0 Adult(s)/13 Children 5 Year Old Pre-schoolers 0 Adult(s)/0 Children 5-12 Year Olds 0 Adult(s)/20 Children,,,,,,,,0,0,10,13,20,0,0,,,,,,
6195,4,CCC,30,8,1 through 12,1,12,2803,Additional Services & Amenities Staff/Child Ratio Policy Infants 0 Adult(s)/0 Children 1 Year Olds 0 Adult(s)/0 Children 2 Year Olds 0 Adult(s)/0 Children 3 Year Olds 0 Adult(s)/10 Children 4 Year Olds 0 Adult(s)/13 Children 5 Year Old Pre-schoolers 0 Adult(s)/0 Children 5-12 Year Olds 0 Adult(s)/20 Children,,,,,,,,0,0,10,13,20,0,0,,,,,,Announced
2090,5,CCC,85,9,3 through 12,3,12,424,other,,,,,,,,0,0,0,0,20,0,0,,,,reduced ratios,,Announced
4404,1,FCC,8,7,0 through 12,0,12,1408,Additional Services & Amenities,,,,,,,,,,,,,,,,,,,,
176,5,CCC,36,8,3 through 6,3,6,724,other,,,,,Provides NC Pre-K,,,0,0,9,9,9,9,0,,,,,,Announced
5025,4,CCC,36,21,3 through 6,3,6,2528,other,,,,,,,,0,0,9,9,0,0,0,,,,,,
963,4,CCC,36,8,3 through 6,3,6,1401,Additional Services & Amenities Provides NC Pre-K Staff/Child Ratio Policy Infants 0 Adult(s)/0 Children 1 Year Olds 0 Adult(s)/0 Children 2 Year Olds 0 Adult(s)/0 Children 3 Year Olds 0 Adult(s)/9 Children 4 Year Olds 0 Adult(s)/9 Children 5 Year Old Pre-schoolers 0 Adult(s)/0 Children 5-12 Year Olds 0 Adult(s)/0 Children,,,,,Provides NC Pre-K,,,0,0,9,9,0,0,0,,enhanced requirements,,reduced ratios,,Announced
2462,5,CCC,54,7,3 through 6,3,6,736,Additional Services & Amenities Provides NC Pre-K Staff/Child Ratio Policy Infants 0 Adult(s)/0 Children 1 Year Olds 0 Adult(s)/0 Children 2 Year Olds 0 Adult(s)/0 Children 3 Year Olds 0 Adult(s)/9 Children 4 Year Olds 0 Adult(s)/9 Children 5 Year Old Pre-schoolers 0 Adult(s)/0 Children 5-12 Year Olds 0 Adult(s)/0 Children,,,,,Provides NC Pre-K,,,0,0,9,9,0,0,0,,,,,,
572,5,CCC,36,6,3 through 6,3,6,2648,Additional Services & Amenities Provides NC Pre-K Staff/Child Ratio Policy Infants 0 Adult(s)/0 Children 1 Year Olds 0 Adult(s)/0 Children 2 Year Olds 0 Adult(s)/0 Children 3 Year Olds 0 Adult(s)/9 Children 4 Year Olds 0 Adult(s)/9 Children 5 Year Old Pre-schoolers 0 Adult(s)/0 Children 5-12 Year Olds 0 Adult(s)/0 Children,,,,,Provides NC Pre-K,,,0,0,9,9,0,0,0,,,,,,
643,5,CCC,18,8,3 through 6,3,6,1125,Additional Services & Amenities Provides NC Pre-K Staff/Child Ratio Policy Infants 0 Adult(s)/0 Children 1 Year Olds 0 Adult(s)/0 Children 2 Year Olds 0 Adult(s)/0 Children 3 Year Olds 0 Adult(s)/0 Children 4 Year Olds 0 Adult(s)/9 Children 5 Year Old Pre-schoolers 0 Adult(s)/0 Children 5-12 Year Olds 0 Adult(s)/0 Children,,,,,Provides NC Pre-K,,,0,0,0,9,0,0,0,,,,,,
