provider_id,qr_rating,facility_type,licensed_capacity,num_visits,ages_served,age_min,age_max,license_age_days,special_features,amenity_accredited_by_a_national_organization,amenity_field_trips,amenity_home_pick_up,amenity_provides_care_for_head_start,amenity_provides_nc_pre_k,amenity_provides_transportation,amenity_will_enroll_children_with_special_needs,ratio_1_year_olds_children,ratio_2_year_olds_children,ratio_3_year_olds_children,ratio_4_year_olds_children,ratio_5_12_year_olds_children,ratio_5_year_old_pre_schoolers_children,ratio_infants_children,restriction_daytime_care_only,restriction_enhanced_requirements,restriction_no_cooking,restriction_reduced_ratios,restriction_serves_no_more_than_two,visits_announced_announced
2649,5,CCC,94,8,0 through 5,0,5,82,other,,Field Trips,Home Pick Up,Provides care for head start,,Provides transportation,Will enroll children with special needs,0,0,9,12,0,0,0,,,,,,Announced
2085,5,CCC,18,7,3 through 5,3,5,1233,Additional Services & Amenities Will enroll children with special needs Provides NC Pre-K Staff/Child Ratio Policy Infants 0 Adult(s)/0 Children 1 Year Olds 0 Adult(s)/0 Children 2 Year Olds 0 Adult(s)/0 Children 3 Year Olds 0 Adult(s)/9 Children 4 Year Olds 0 Adult(s)/12 Children 5 Year Old Pre-schoolers 0 Adult(s)/0 Children 5-12 Year Olds 0 Adult(s)/0 Children,,,,,Provides NC Pre-K,,Will enroll children with special needs,0,0,9,12,0,0,0,,,,reduced ratios,,Announced
1741,4,CCC,50,12,0 through 5,0,5,2537,Additional Services & Amenities Will enroll children with special needs Staff/Child Ratio Policy Infants 0 Adult(s)/0 Children 1 Year Olds 0 Adult(s)/0 Children 2 Year Olds 0 Adult(s)/0 Children 3 Year Olds 0 Adult(s)/10 Children 4 Year Olds 0 Adult(s)/13 Children 5 Year Old Pre-schoolers 0 Adult(s)/0 Children 5-12 Year Olds 0 Adult(s)/20 Children,,,,,,,Will enroll children with special needs,0,0,10,13,20,0,0,,,,,,Announced
5270,5,CCC,18,6,2 through 6,2,6,1496,Additional Services & Amenities Will enroll children with special needs Provides transportation Provides NC Pre-K Staff/Child Ratio Policy Infants 0 Adult(s)/0 Children 1 Year Olds 0 Adult(s)/0 Children 2 Year Olds 0 Adult(s)/0 Children 3 Year Olds 0 Adult(s)/9 Children 4 Year Olds 0 Adult(s)/12 Children 5 Year Old Pre-schoolers 0 Adult(s)/0 Children 5-12 Year Olds 0 Adult(s)/0 Children,,,,,Provides NC Pre-K,Provides transportation,Will enroll children with special needs,0,0,9,12,0,0,0,,,,reduced ratios,,
6553,3,CCC,89,7,1 through 12,1,12,2539,other,,,,,,,Will enroll children with special needs,0,0,15,15,25,0,0,,,,,,
6130,4,CCC,46,8,0 through 12,0,12,2461,Additional Services & Amenities Will enroll children with special needs Staff/Child Ratio Policy Infants 0 Adult(s)/0 Children 1 Year Olds 0 Adult(s)/0 Children 2 Year Olds 0 Adult(s)/0 Children 3 Year Olds 0 Adult(s)/10 Children 4 Year Olds 0 Adult(s)/13 Children 5 Year Old Pre-schoolers 0 Adult(s)/0 Children 5-12 Year Olds 0 Adult(s)/20 Children,,,,,,,Will enroll children with special needs,0,0,10,13,20,0,0,daytime care only,,no cooking,,,Announced
6046,4,FCC,8,6,0 through 12,0,12,3229,Additional Services & Amenities Provides transportation,,,,,,Provides transportation,,,,,,,,,,,,,serves no more than two,Announced
1502,5,CCC,36,6,3 through 5,3,5,964,other,Accredited by a national organization,,,Provides care for head start,,,Will enroll children with special needs,0,0,9,9,0,0,0,,,,reduced ratios,,
820,5,CCC,124,6,0 through 12,0,12,2376,Additional Services & Amenities Provides transportation Provides NC Pre-K Staff/Child Ratio Policy Infants 0 Adult(s)/0 Children 1 Year Olds 0 Adult(s)/0 Children 2 Year Olds 0 Adult(s)/0 Children 3 Year Olds 0 Adult(s)/10 Children 4 Year Olds 0 Adult(s)/13 Children 5 Year Old Pre-schoolers 0 Adult(s)/0 Children 5-12 Year Olds 0 Adult(s)/20 Children,,,,,Provides NC Pre-K,Provides transportation,,0,0,10,13,20,0,0,,,,,,
371,4,CCC,95,7,0 through 12,0,12,507,Additional Services & Amenities Provides transportation Staff/Child Ratio Policy Infants 0 Adult(s)/0 Children 1 Year Olds 0 Adult(s)/0 Children 2 Year Olds 0 Adult(s)/0 Children 3 Year Olds 0 Adult(s)/10 Children 4 Year Olds 0 Adult(s)/13 Children 5 Year Old Pre-schoolers 0 Adult(s)/0 Children 5-12 Year Olds 0 Adult(s)/20 Children,,,,,,Provides transportation,,0,0,10,13,20,0,0,,,,,,Announced
916,5,CCC,199,10,0 through 12,0,12,2696,Additional Services & Amenities Will enroll children with special needs Provides transportation Provides NC Pre-K Staff/Child Ratio Policy Infants 0 Adult(s)/0 Children 1 Year Olds 0 Adult(s)/0 Children 2 Year Olds 0 Adult(s)/0 Children 3 Year Olds 0 Adult(s)/15 Children 4 Year Olds 0 Adult(s)/20 Children 5 Year Old Pre-schoolers 0 Adult(s)/0 Children 5-12 Year Olds 0 Adult(s)/25 Children,,,,,Provides NC Pre-K,Provides transportation,Will enroll children with special needs,0,0,15,20,25,0,0,,,,,,
4603,5,CCC,12,6,0 through 12,0,12,1461,Additional Services & Amenities Staff/Child Ratio Policy Infants 0 Adult(s)/0 Children 1 Year Olds 0 Adult(s)/0 Children 2 Year Olds 0 Adult(s)/0 Children 3 Year Olds 0 Adult(s)/10 Children 4 Year Olds 0 Adult(s)/13 Children 5 Year Old Pre-schoolers 0 Adult(s)/0 Children 5-12 Year Olds 0 Adult(s)/20 Children,,,,,,,,0,0,10,13,20,0,0,,,,,,Announced
2578,5,CCC,160,9,2 through 12,2,12,695,Additional Services & Amenities Provides care for head start Provides transportation Provides NC Pre-K Staff/Child Ratio Policy Infants 0 Adult(s)/0 Children 1 Year Olds 0 Adult(s)/0 Children 2 Year Olds 0 Adult(s)/0 Children 3 Year Olds 0 Adult(s)/10 Children 4 Year Olds 0 Adult(s)/13 Children 5 Year Old Pre-schoolers 0 Adult(s)/0 Children 5-12 Year Olds 0 Adult(s)/20 Children,,,,Provides care for head start,Provides NC Pre-K,Provides transportation,,0,0,10,13,20,0,0,,,,,,Announced
541,5,CCC,184,9,0 through 3,0,3,74,other,Accredited by a national organization,,,,,Provides transportation,,0,0,10,13,0,0,0,,enhanced requirements,,reduced ratios,,
1621,5,CCC,105,14,3 through 5,3,5,43,Additional Services & Amenities Provides care for head start Provides transportation Provides NC Pre-K Staff/Child Ratio Policy Infants 0 Adult(s)/0 Children 1 Year Olds 0 Adult(s)/0 Children 2 Year Olds 0 Adult(s)/0 Children 3 Year Olds 0 Adult(s)/9 Children 4 Year Olds 0 Adult(s)/12 Children 5 Year Old Pre-schoolers 0 Adult(s)/0 Children 5-12 Year Olds 0 Adult(s)/0 Children,,,,Provides care for head start,Provides NC Pre-K,Provides transportation,,0,0,9,12,0,0,0,,,,,,
2166,5,CCC,75,6,0 through 12,0,12,1326,Additional Services & Amenities Staff/Child Ratio Policy Infants 0 Adult(s)/0 Children 1 Year Olds 0 Adult(s)/0 Children 2 Year Olds 0 Adult(s)/0 Children 3 Year Olds 0 Adult(s)/10 Children 4 Year Olds 0 Adult(s)/13 Children 5 Year Old Pre-schoolers 0 Adult(s)/0 Children 5-12 Year Olds 0 Adult(s)/20 Children,,,,,,,,0,0,10,13,20,0,0,,,,,,
2151,4,FCC,5,6,0 through 12,0,12,2693,Additional Services & Amenities Provides transportation,,,,,,Provides transportation,,,,,,,,,,,,,serves no more than two,
2145,4,CCC,92,7,0 through 12,0,12,2466,Additional Services & Amenities Staff/Child Ratio Policy Infants 0 Adult(s)/0 Children 1 Year Olds 0 Adult(s)/0 Children 2 Year Olds 0 Adult(s)/0 Children 3 Year Olds 0 Adult(s)/10 Children 4 Year Olds 0 Adult(s)/13 Children 5 Year Old Pre-schoolers 0 Adult(s)/0 Children 5-12 Year Olds 0 Adult(s)/20 Children,,,,,,,,0,0,10,13,20,0,0,,,,,,Announced
2105,4,CCC,95,12,0 through 12,0,12,1345,other,,,,,,Provides transportation,Will enroll children with special needs,0,0,10,13,20,0,0,,,,,,
6539,5,CCC,30,8,3 through 5,3,5,3011,Additional Services & Amenities Will enroll children with special needs Provides NC Pre-K Staff/Child Ratio Policy Infants 0 Adult(s)/0 Children 1 Year Olds 0 Adult(s)/0 Children 2 Year Olds 0 Adult(s)/0 Children 3 Year Olds 0 Adult(s)/9 Children 4 Year Olds 0 Adult(s)/12 Children 5 Year Old Pre-schoolers 0 Adult(s)/0 Children 5-12 Year Olds 0 Adult(s)/0 Children,,,,,Provides NC Pre-K,,Will enroll children with special needs,0,0,9,12,0,0,0,,,,reduced ratios,,Announced
3652,5,CCC,15,8,3 through 5,3,5,733,Additional Services & Amenities Will enroll children with special needs Provides NC Pre-K Staff/Child Ratio Policy Infants 0 Adult(s)/0 Children 1 Year Olds 0 Adult(s)/0 Children 2 Year Olds 0 Adult(s)/0 Children 3 Year Olds 0 Adult(s)/9 Children 4 Year Olds 0 Adult(s)/12 Children 5 Year Old Pre-schoolers 0 Adult(s)/0 Children 5-12 Year Olds 0 Adult(s)/0 Children,,,,,Provides NC Pre-K,,Will enroll children with special needs,0,0,9,12,0,0,0,,enhanced requirements,,reduced ratios,,Announced
4150,5,CCC,60,8,3 through 6,3,6,733,other,,,,,Provides NC Pre-K,,Will enroll children with special needs,0,0,9,9,0,0,0,,enhanced requirements,,reduced ratios,,Announced
527,5,CCC,45,8,3 through 5,3,5,1048,other,,,,,Provides NC Pre-K,,Will enroll children with special needs,0,0,10,12,0,0,0,,enhanced requirements,,reduced ratios,,Announced
4045,5,CCC,18,7,3 through 5,3,5,740,other,,,,,Provides NC Pre-K,,Will enroll children with special needs,0,0,10,12,0,0,0,,,,reduced ratios,,Announced
1754,5,CCC,30,6,3 through 5,3,5,2858,other,,,,,Provides NC Pre-K,,Will enroll children with special needs,0,0,10,12,0,0,0,,enhanced requirements,,reduced ratios,,
3759,5,CCC,105,29,0 through 12,0,12,218,other,,,,,Provides NC Pre-K,Provides transportation,Will enroll children with special needs,0,0,9,10,0,0,0,,enhanced requirements,,reduced ratios,,
5995,5,CCC,15,8,3 through 5,3,5,772,other,,,,,Provides NC Pre-K,,Will enroll children with special needs,0,0,10,12,0,0,0,,,,reduced ratios,,Announced
5040,4,FCC,8,6,0 through 12,0,12,3230,Additional Services & Amenities,,,,,,,,,,,,,,,,,,,,Announced
3613,4,CCC,40,7,0 through 5,0,5,2480,Additional Services & Amenities Will enroll children with special needs Provides transportation Staff/Child Ratio Policy Infants 0 Adult(s)/0 Children 1 Year Olds 0 Adult(s)/0 Children 2 Year Olds 0 Adult(s)/0 Children 3 Year Olds 0 Adult(s)/10 Children 4 Year Olds 0 Adult(s)/13 Children 5 Year Old Pre-schoolers 0 Adult(s)/0 Children 5-12 Year Olds 0 Adult(s)/20 Children,,,,,,Provides transportation,Will enroll children with special needs,0,0,10,13,20,0,0,,,,,,
4786,5,CCC,169,12,0 through 12,0,12,920,other,,,,,,Provides transportation,Will enroll children with special needs,0,0,10,20,25,0,0,,enhanced requirements,,reduced ratios,,
4262,4,CCC,16,8,0 through 12,0,12,2698,Additional Services & Amenities Will enroll children with special needs Staff/Child Ratio Policy Infants 0 Adult(s)/0 Children 1 Year Olds 0 Adult(s)/0 Children 2 Year Olds 0 Adult(s)/0 Children 3 Year Olds 0 Adult(s)/10 Children 4 Year Olds 0 Adult(s)/13 Children 5 Year Old Pre-schoolers 0 Adult(s)/0 Children 5-12 Year Olds 0 Adult(s)/20 Children,,,,,,,Will enroll children with special needs,0,0,10,13,20,0,0,,,,,,
581,3,FCC,8,6,0 through 12,0,12,2320,Additional Services & Amenities Provides transportation,,,,,,Provides transportation,,,,,,,,,,,,,serves no more than two,
1326,5,CCC,90,8,3 through 5,3,5,2480,other,,Field Trips,,Provides care for head start,Provides NC Pre-K,Provides transportation,Will enroll children with special needs,0,0,9,12,0,0,0,,,,reduced ratios,,Announced
3427,4,CCC,44,6,3 through 12,3,12,1524,other,,Field Trips,,,,,Will enroll children with special needs,0,0,10,13,20,0,0,,,,,,
5337,5,CCC,15,7,3 through 5,3,5,3245,other,,Field Trips,,,Provides NC Pre-K,,Will enroll children with special needs,0,0,9,12,0,0,0,,enhanced requirements,,reduced ratios,,
4246,4,CCC,29,10,0 through 12,0,12,1495,Additional Services & Amenities Will enroll children with special needs Staff/Child Ratio Policy Infants 0 Adult(s)/0 Children 1 Year Olds 0 Adult(s)/0 Children 2 Year Olds 0 Adult(s)/0 Children 3 Year Olds 0 Adult(s)/15 Children 4 Year Olds 0 Adult(s)/20 Children 5 Year Old Pre-schoolers 0 Adult(s)/0 Children 5-12 Year Olds 0 Adult(s)/25 Children,,,,,,,Will enroll children with special needs,0,0,15,20,25,0,0,,,,,,
1722,3,FCC,8,6,0 through 12,0,12,3229,Additional Services & Amenities Provides transportation,,,,,,Provides transportation,,,,,,,,,,,,,,
6060,5,CCC,15,8,3 through 5,3,5,732,other,,Field Trips,,,Provides NC Pre-K,,Will enroll children with special needs,0,0,9,9,0,0,0,,enhanced requirements,,reduced ratios,,Announced
6364,5,CCC,30,8,3 through 5,3,5,732,other,,Field Trips,,,Provides NC Pre-K,Provides transportation,Will enroll children with special needs,0,0,9,12,0,0,0,,enhanced requirements,,reduced ratios,,Announced
4541,5,CCC,15,9,3 through 5,3,5,733,other,,Field Trips,,,Provides NC Pre-K,,Will enroll children with special needs,0,0,9,12,0,0,0,,enhanced requirements,,reduced ratios,,Announced
2956,4,CCC,41,6,0 through 12,0,12,1423,other,,,,,,Provides transportation,Will enroll children with special needs,0,0,10,12,5,0,0,,,,,,Announced
390,3,CCC,50,7,0 through 5,0,5,2565,other,,,,,,,Will enroll children with special needs,0,0,15,20,0,0,0,,,,,,Announced
5694,4,FCC,8,7,0 through 12,0,12,2549,Additional Services & Amenities,,,,,,,,,,,,,,,,,,,,
2757,5,CCC,30,7,3 through 5,3,5,2369,other,,Field Trips,Home Pick Up,,Provides NC Pre-K,Provides transportation,Will enroll children with special needs,0,0,9,12,0,0,0,,enhanced requirements,,reduced ratios,,
1909,4,CCC,150,9,0 through 12,0,12,2845,Additional Services & Amenities Provides transportation Field Trips School Pick Up Staff/Child Ratio Policy Infants 0 Adult(s)/0 Children 1 Year Olds 0 Adult(s)/0 Children 2 Year Olds 0 Adult(s)/0 Children 3 Year Olds 0 Adult(s)/10 Children 4 Year Olds 0 Adult(s)/13 Children 5 Year Old Pre-schoolers 0 Adult(s)/0 Children 5-12 Year Olds 0 Adult(s)/20 Children,,Field Trips,,,,Provides transportation,,0,0,10,13,20,0,0,,,,,,
3010,5,CCC,123,7,2 through 12,2,12,1325,other,,,,,Provides NC Pre-K,,Will enroll children with special needs,0,0,9,12,19,0,0,,,,reduced ratios,,
4508,3,CCC,16,9,3 through 12,3,12,2885,other,,Field Trips,,,,Provides transportation,Will enroll children with special needs,0,0,15,20,25,0,0,,,,,,Announced
2928,4,CCC,130,7,2 through 12,2,12,1445,Additional Services & Amenities Will enroll children with special needs Staff/Child Ratio Policy Infants 0 Adult(s)/0 Children 1 Year Olds 0 Adult(s)/0 Children 2 Year Olds 0 Adult(s)/0 Children 3 Year Olds 0 Adult(s)/0 Children 4 Year Olds 0 Adult(s)/0 Children 5 Year Old Pre-schoolers 0 Adult(s)/0 Children 5-12 Year Olds 0 Adult(s)/20 Children,,,,,,,Will enroll children with special needs,0,0,0,0,20,0,0,,,,,,
2932,3,CCC,35,8,other,0,7,2139,Additional Services & Amenities Will enroll children with special needs Staff/Child Ratio Policy Infants 0 Adult(s)/0 Children 1 Year Olds 0 Adult(s)/0 Children 2 Year Olds 0 Adult(s)/0 Children 3 Year Olds 0 Adult(s)/15 Children 4 Year Olds 0 Adult(s)/20 Children 5 Year Old Pre-schoolers 0 Adult(s)/0 Children 5-12 Year Olds 0 Adult(s)/25 Children,,,,,,,Will enroll children with special needs,0,0,15,20,25,0,0,,,,,,Announced
3097,4,CCC,90,15,0 through 12,0,12,1468,other,,Field Trips,Home Pick Up,,,Provides transportation,Will enroll children with special needs,0,0,15,20,25,0,0,,,,,,
999,5,CCC,139,17,0 through 6,0,6,1891,Additional Services & Amenities Will enroll children with special needs Staff/Child Ratio Policy Infants 0 Adult(s)/0 Children 1 Year Olds 0 Adult(s)/0 Children 2 Year Olds 0 Adult(s)/0 Children 3 Year Olds 0 Adult(s)/10 Children 4 Year Olds 0 Adult(s)/13 Children 5 Year Old Pre-schoolers 0 Adult(s)/0 Children 5-12 Year Olds 0 Adult(s)/0 Children,,,,,,,Will enroll children with special needs,0,0,10,13,0,0,0,,enhanced requirements,,reduced ratios,,
1675,4,CCC,99,9,0 through 5,0,5,2735,Additional Services & Amenities Will enroll children with special needs Staff/Child Ratio Policy Infants 0 Adult(s)/0 Children 1 Year Olds 0 Adult(s)/0 Children 2 Year Olds 0 Adult(s)/0 Children 3 Year Olds 0 Adult(s)/10 Children 4 Year Olds 0 Adult(s)/13 Children 5 Year Old Pre-schoolers 0 Adult(s)/0 Children 5-12 Year Olds 0 Adult(s)/0 Children,,,,,,,Will enroll children with special needs,0,0,10,13,0,0,0,,,,,,Announced
2124,3,CCC,43,8,0 through 12,0,12,2384,Additional Services & Amenities Will enroll children with special needs Staff/Child Ratio Policy Infants 0 Adult(s)/0 Children 1 Year Olds 0 Adult(s)/0 Children 2 Year Olds 0 Adult(s)/0 Children 3 Year Olds 0 Adult(s)/10 Children 4 Year Olds 0 Adult(s)/13 Children 5 Year Old Pre-schoolers 0 Adult(s)/0 Children 5-12 Year Olds 0 Adult(s)/20 Children,,,,,,,Will enroll children with special needs,0,0,10,13,20,0,0,,,,,,
1521,4,CCC,178,11,0 through 12,0,12,2907,Additional Services & Amenities Will enroll children with special needs Staff/Child Ratio Policy Infants 0 Adult(s)/0 Children 1 Year Olds 0 Adult(s)/0 Children 2 Year Olds 0 Adult(s)/0 Children 3 Year Olds 0 Adult(s)/10 Children 4 Year Olds 0 Adult(s)/13 Children 5 Year Old Pre-schoolers 0 Adult(s)/0 Children 5-12 Year Olds 0 Adult(s)/20 Children,,,,,,,Will enroll children with special needs,0,0,10,13,20,0,0,,,,,,
4336,3,CCC,80,16,0 through 5,0,5,327,other,,,,,,,Will enroll children with special needs,0,0,10,12,0,0,0,,,,,,Announced
4839,3,CCC,75,6,4 through 12,4,12,2672,Additional Services & Amenities Staff/Child Ratio Policy Infants 0 Adult(s)/0 Children 1 Year Olds 0 Adult(s)/0 Children 2 Year Olds 0 Adult(s)/0 Children 3 Year Olds 0 Adult(s)/0 Children 4 Year Olds 0 Adult(s)/0 Children 5 Year Old Pre-schoolers 0 Adult(s)/0 Children 5-12 Year Olds 0 Adult(s)/25 Children,,,,,,,,0,0,0,0,25,0,0,,,,,,
64,3,CCC,65,8,4 through 12,4,12,2776,Additional Services & Amenities Staff/Child Ratio Policy Infants 0 Adult(s)/0 Children 1 Year Olds 0 Adult(s)/0 Children 2 Year Olds 0 Adult(s)/0 Children 3 Year Olds 0 Adult(s)/0 Children 4 Year Olds 0 Adult(s)/0 Children 5 Year Old Pre-schoolers 0 Adult(s)/0 Children 5-12 Year Olds 0 Adult(s)/25 Children,,,,,,,,0,0,0,0,25,0,0,,,,,,Announced
3081,3,CCC,100,7,4 through 12,4,12,2777,Additional Services & Amenities Staff/Child Ratio Policy Infants 0 Adult(s)/0 Children 1 Year Olds 0 Adult(s)/0 Children 2 Year Olds 0 Adult(s)/0 Children 3 Year Olds 0 Adult(s)/0 Children 4 Year Olds 0 Adult(s)/0 Children 5 Year Old Pre-schoolers 0 Adult(s)/0 Children 5-12 Year Olds 0 Adult(s)/25 Children,,,,,,,,0,0,0,0,25,0,0,,,,,,
212,3,CCC,75,7,4 through 12,4,12,1769,other,,,,,,,,0,0,0,0,24,0,0,,,,,,
5451,3,CCC,65,6,0 through 12,0,12,3095,Additional Services & Amenities Staff/Child Ratio Policy Infants 0 Adult(s)/0 Children 1 Year Olds 0 Adult(s)/0 Children 2 Year Olds 0 Adult(s)/0 Children 3 Year Olds 0 Adult(s)/10 Children 4 Year Olds 0 Adult(s)/13 Children 5 Year Old Pre-schoolers 0 Adult(s)/0 Children 5-12 Year Olds 0 Adult(s)/20 Children,,,,,,,,0,0,10,13,20,0,0,,,,,,
3988,5,CCC,26,6,0 through 3,0,3,676,other,,,,Provides care for head start,,,,0,0,4,0,0,0,0,,,,,,Announced
6516,5,CCC,58,8,3 through 5,3,5,151,other,,,,Provides care for head start,,,,0,0,10,13,0,0,0,,,,,,Announced
2345,5,CCC,58,6,3 through 5,3,5,151,other,,,,Provides care for head start,,,,0,0,9,9,0,0,0,,,,,,
184,5,CCC,18,6,3 through 5,3,5,137,other,,,,,,,,0,0,9,9,0,0,0,,,,,,Announced
4270,5,CCC,20,6,3 through 5,3,5,136,other,,,,,Provides NC Pre-K,,,0,0,9,13,0,15,0,,,,,,
5240,5,CCC,18,10,3 through 5,3,5,855,Additional Services & Amenities Provides NC Pre-K Staff/Child Ratio Policy Infants 0 Adult(s)/0 Children 1 Year Olds 0 Adult(s)/0 Children 2 Year Olds 0 Adult(s)/0 Children 3 Year Olds 0 Adult(s)/9 Children 4 Year Olds 0 Adult(s)/9 Children 5 Year Old Pre-schoolers 0 Adult(s)/0 Children 5-12 Year Olds 0 Adult(s)/0 Children,,,,,Provides NC Pre-K,,,0,0,9,9,0,0,0,,,,,,Announced
5857,4,CCC,100,15,0 through 12,0,12,2349,Additional Services & Amenities Provides transportation Staff/Child Ratio Policy Infants 0 Adult(s)/0 Children 1 Year Olds 0 Adult(s)/0 Children 2 Year Olds 0 Adult(s)/0 Children 3 Year Olds 0 Adult(s)/10 Children 4 Year Olds 0 Adult(s)/13 Children 5 Year Old Pre-schoolers 0 Adult(s)/0 Children 5-12 Year Olds 0 Adult(s)/20 Children,,,,,,Provides transportation,,0,0,10,13,20,0,0,,,,,,Announced
5235,4,CCC,99,8,0 through 12,0,12,2217,other,,,,,Provides NC Pre-K,,Will enroll children with special needs,0,0,10,13,15,0,0,,,,,,Announced
1726,3,CCC,20,7,3 through 5,3,5,2637,other,,,,,,,Will enroll children with special needs,0,0,15,20,0,0,0,,,,,,Announced
2450,5,CCC,50,5,0 through 12,0,12,2069,other,,,,Provides care for head start,,Provides transportation,Will enroll children with special needs,0,0,9,9,9,0,0,,enhanced requirements,,reduced ratios,,
4714,5,CCC,90,6,other,3,8,2663,other,,Field Trips,,,Provides NC Pre-K,Provides transportation,Will enroll children with special needs,0,0,6,6,6,0,0,,,,,,Announced
3979,5,CCC,30,5,3 through 6,3,6,2924,other,,Field Trips,,,Provides NC Pre-K,Provides transportation,Will enroll children with special needs,0,0,9,9,9,0,0,,,,,,
4715,5,CCC,18,6,3 through 6,3,6,3108,other,,Field Trips,,,Provides NC Pre-K,Provides transportation,Will enroll children with special needs,0,0,9,9,9,0,0,,,,,,
4600,5,CCC,48,6,0 through 12,0,12,3148,other,,,,,,,Will enroll children with special needs,0,0,6,6,6,0,0,,,,,,
412,4,FCC,8,9,0 through 12,0,12,2384,other,,Field Trips,Home Pick Up,,,Provides transportation,Will enroll children with special needs,,,,,,,,,,,,,Announced
1758,4,FCC,8,7,0 through 12,0,12,2419,other,,Field Trips,Home Pick Up,,,Provides transportation,Will enroll children with special needs,,,,,,,,,,,,,Announced
5042,4,CCC,12,9,0 through 12,0,12,1494,other,,,,,,,,0,0,12,15,15,0,0,,,,,,Announced
2026,5,CCC,180,16,3 through 5,3,5,44,Additional Services & Amenities Provides care for head start Provides transportation Provides NC Pre-K Staff/Child Ratio Policy Infants 0 Adult(s)/0 Children 1 Year Olds 0 Adult(s)/0 Children 2 Year Olds 0 Adult(s)/0 Children 3 Year Olds 0 Adult(s)/9 Children 4 Year Olds 0 Adult(s)/12 Children 5 Year Old Pre-schoolers 0 Adult(s)/0 Children 5-12 Year Olds 0 Adult(s)/0 Children,,,,Provides care for head start,Provides NC Pre-K,Provides transportation,,0,0,9,12,0,0,0,,,,,,
429,4,FCC,8,10,0 through 12,0,12,2237,Additional Services & Amenities,,,,,,,,,,,,,,,,,,,,
934,4,FCC,8,6,0 through 12,0,12,450,Additional Services & Amenities Provides transportation,,,,,,Provides transportation,,,,,,,,,,,,,,Announced
2313,4,FCC,5,7,0 through 12,0,12,2783,Additional Services & Amenities,,,,,,,,,,,,,,,,,,,,
72,5,CCC,36,7,3 through 6,3,6,456,other,,,,,Provides NC Pre-K,,,0,0,9,12,19,0,0,,,,reduced ratios,,Announced
6547,4,CCC,28,7,0 through 12,0,12,1863,other,,,,,,,,0,0,15,20,20,0,0,,,,,,
142,4,CCC,22,9,0 through 12,0,12,2825,Additional Services & Amenities Staff/Child Ratio Policy Infants 0 Adult(s)/0 Children 1 Year Olds 0 Adult(s)/0 Children 2 Year Olds 0 Adult(s)/0 Children 3 Year Olds 0 Adult(s)/10 Children 4 Year Olds 0 Adult(s)/13 Children 5 Year Old Pre-schoolers 0 Adult(s)/0 Children 5-12 Year Olds 0 Adult(s)/20 Children,,,,,,,,0,0,10,13,20,0,0,,,,,,Announced
1385,5,CCC,36,6,3 through 5,3,5,109,other,,,,Provides care for head start,Provides NC Pre-K,,,0,0,10,12,0,0,0,,,,,,
1093,4,CCC,20,6,0 through 12,0,12,2297,Additional Services & Amenities Provides transportation Staff/Child Ratio Policy Infants 0 Adult(s)/0 Children 1 Year Olds 0 Adult(s)/0 Children 2 Year Olds 0 Adult(s)/0 Children 3 Year Olds 0 Adult(s)/10 Children 4 Year Olds 0 Adult(s)/13 Children 5 Year Old Pre-schoolers 0 Adult(s)/0 Children 5-12 Year Olds 0 Adult(s)/20 Children,,,,,,Provides transportation,,0,0,10,13,20,0,0,,,,,,Announced
1270,5,CCC,60,7,0 through 12,0,12,60,other,,,,Provides care for head start,Provides NC Pre-K,Provides transportation,Will enroll children with special needs,0,0,9,12,0,0,0,,,,,,
2906,5,CCC,105,7,3 through 6,3,6,446,other,,,,,Provides NC Pre-K,Provides transportation,Will enroll children with special needs,0,0,9,9,9,0,0,,enhanced requirements,,reduced ratios,,Announced
2784,5,CCC,60,7,0 through 12,0,12,416,other,,,,,,,,0,0,6,6,0,0,0,,,,reduced ratios,,
200,5,CCC,140,14,0 through 12,0,12,451,Additional Services & Amenities Provides NC Pre-K Staff/Child Ratio Policy Infants 0 Adult(s)/0 Children 1 Year Olds 0 Adult(s)/0 Children 2 Year Olds 0 Adult(s)/0 Children 3 Year Olds 0 Adult(s)/9 Children 4 Year Olds 0 Adult(s)/12 Children 5 Year Old Pre-schoolers 0 Adult(s)/0 Children 5-12 Year Olds 0 Adult(s)/19 Children,,,,,Provides NC Pre-K,,,0,0,9,12,19,0,0,,enhanced requirements,,reduced ratios,,
4487,5,CCC,80,8,0 through 12,0,12,2615,other,,,,,Provides NC Pre-K,Provides transportation,Will enroll children with special needs,0,0,6,6,6,0,0,,enhanced requirements,,reduced ratios,,
229,5,CCC,18,7,3 through 6,3,6,44,other,,Field Trips,,,Provides NC Pre-K,Provides transportation,Will enroll children with special needs,0,0,9,12,0,0,0,,,,,,Announced
5487,5,CCC,18,7,3 through 6,3,6,85,Additional Services & Amenities Will enroll children with special needs Provides transportation Provides NC Pre-K Staff/Child Ratio Policy Infants 0 Adult(s)/0 Children 1 Year Olds 0 Adult(s)/0 Children 2 Year Olds 0 Adult(s)/0 Children 3 Year Olds 0 Adult(s)/9 Children 4 Year Olds 0 Adult(s)/12 Children 5 Year Old Pre-schoolers 0 Adult(s)/0 Children 5-12 Year Olds 0 Adult(s)/0 Children,,,,,Provides NC Pre-K,Provides transportation,Will enroll children with special needs,0,0,9,12,0,0,0,,,,,,
