provider_id,qr_rating,special_needs_experience,has_accreditation,openings_capacity,openings_status,has_immediate_openings,openings_age_label,days_open,earliest_open,latest_close,weekly_hours,basics_language,basics_schedule,basics_meals,basics_subsidies_accepted,age_range,min_age_months,max_age_months,accred_national_association_for_the_education_of_young_children,lang_arabic,lang_chinese_cantonese,lang_chinese_mandarin,lang_chinese_other,lang_english,lang_farsi,lang_french,lang_hindi,lang_hmong,lang_japanese,lang_korean,lang_other,lang_punjabi,lang_russian,lang_sign_language,lang_somali,lang_spanish,lang_tagalog,lang_vietnamese,meal_am_snack,meal_breakfast,meal_child_care_food_program_ccfp,meal_dinner,meal_lunch,meal_pm_snack,sched_after_school,sched_before_school,sched_drop_in,sched_evening,sched_full_time,sched_full_year,sched_part_time,sched_rotating_schedule,sched_school_year_only,sched_seasonal,sched_summer_only,subsidy_accepts_subsidized_payment,subsidy_ca_state_preschool_program,subsidy_head_start,subsidy_other_child_care_and_development_program_funded_by_the_cde,subsidy_other_public_contract,tag_academic,tag_art_based,tag_bilingual,tag_child_development,tag_child_directed,tag_co_op,tag_constructivist,tag_covid_19_emergency_response_care,tag_developmentally_appropriate_practices,tag_high_scope,tag_homework_study_time,tag_kindergarten,tag_montessori,tag_no_pets,tag_other,tag_parent_involvement,tag_play_based,tag_playgroup,tag_potty_training,tag_pre_kindergarten_preschool,tag_project_based,tag_reggio_emilia,tag_religious,tag_special_needs,tag_subsidize,tag_virtual_distance_learning,transport_bus,transport_car,transport_walking,business_hours_fr_06_00_am_06_00_pm,business_hours_fr_06_30_am_06_00_pm,business_hours_fr_07_00_am_05_00_pm,business_hours_fr_07_00_am_05_30_pm,business_hours_fr_07_00_am_06_00_pm,business_hours_fr_07_30_am_05_30_pm,business_hours_fr_08_00_am_03_00_pm,business_hours_fr_08_00_am_11_00_am,business_hours_fr_08_30_am_11_30_am,business_hours_mo_06_00_am_06_00_pm,business_hours_mo_06_30_am_06_00_pm,business_hours_mo_07_00_am_05_00_pm,business_hours_mo_07_00_am_05_30_pm,business_hours_mo_07_00_am_06_00_pm,business_hours_mo_07_30_am_04_30_pm,business_hours_mo_07_30_am_05_30_pm,business_hours_mo_08_00_am_03_00_pm,business_hours_mo_08_00_am_04_00_pm,business_hours_mo_08_00_am_11_00_am,business_hours_mo_08_30_am_11_30_am,business_hours_other,business_hours_th_06_00_am_06_00_pm,business_hours_th_06_30_am_06_00_pm,business_hours_th_07_00_am_05_00_pm,business_hours_th_07_00_am_05_30_pm,business_hours_th_07_00_am_06_00_pm,business_hours_th_07_30_am_04_30_pm,business_hours_th_07_30_am_05_30_pm,business_hours_th_08_00_am_03_00_pm,business_hours_th_08_00_am_04_00_pm,business_hours_th_08_00_am_11_00_am,business_hours_th_08_30_am_11_30_am,business_hours_tu_06_00_am_06_00_pm,business_hours_tu_06_30_am_06_00_pm,business_hours_tu_07_00_am_05_00_pm,business_hours_tu_07_00_am_05_30_pm,business_hours_tu_07_00_am_06_00_pm,business_hours_tu_07_30_am_05_30_pm,business_hours_tu_08_00_am_03_00_pm,business_hours_tu_08_00_am_04_00_pm,business_hours_tu_08_00_am_11_00_am,business_hours_tu_08_30_am_11_30_am,business_hours_we_06_00_am_06_00_pm,business_hours_we_06_30_am_06_00_pm,business_hours_we_07_00_am_05_30_pm,business_hours_we_07_00_am_06_00_pm,business_hours_we_07_30_am_05_30_pm,business_hours_we_08_00_am_03_00_pm,business_hours_we_08_00_am_04_00_pm,business_hours_we_08_00_am_11_00_am,business_hours_we_08_30_am_11_30_am,meal_other
7704,5,1,0,16,Preschool (2 to 5 years)Contact provider for details,,2 to 5 years,5,480,660,15.0,"English, Spanish","Part time, School year only","Breakfast, Lunch, Child Care Food Program (CCFP)",CA State Preschool Program,2 years - 5 years,24,60,,,,,,English,,,,,,,,,,,,Spanish,,,,Breakfast,Child Care Food Program (CCFP),,Lunch,,,,,,,,Part time,,School year only,,,,CA State Preschool Program,,,,,,Bilingual,Child Development,,,,,Developmentally Appropriate Practices,,,,,,,Parent Involvement,Play based,,,Pre-kindergarten/Preschool,,,,Special Needs,,,Bus,,Walking,,,,,,,,Fr 08:00 AM - 11:00 AM,,,,,,,,,,,Mo 08:00 AM - 11:00 AM,,,,,,,,,,,,Th 08:00 AM - 11:00 AM,,,,,,,,,,Tu 08:00 AM - 11:00 AM,,,,,,,,,We 08:00 AM - 11:00 AM,,
17338,4,0,0,48,Preschool (2 to 5 years)Contact provider for details,,2 to 5 years,5,475,655,15.0,"English, Spanish","Part time, School year only","Breakfast, Lunch, PM Snack, Child Care Food Program (CCFP)","CA State Preschool Program, Accepts Subsidized Payment",3 years - 4 years,36,48,,,,,,English,,,,,,,,,,,,Spanish,,,,Breakfast,Child Care Food Program (CCFP),,Lunch,PM Snack,,,,,,,Part time,,School year only,,,Accepts Subsidized Payment,CA State Preschool Program,,,,Academic,,,Child Development,,,,,,,,,,,,,,,,Pre-kindergarten/Preschool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11462,5,1,0,100,Infants (0 to 23 months)Contact provider for details Preschool (2 to 5 years)Contact provider for details,,0 to 23 months,4,450,1050,40.0,"English, Spanish","Full Time, Part time, Full year","AM Snack, Lunch, PM Snack","CA State Preschool Program, Accepts Subsidized Payment",other,4,60,,,,,,English,,,,,,,,,,,,Spanish,,,AM Snack,,,,Lunch,PM Snack,,,,,Full Time,Full year,Part time,,,,,Accepts Subsidized Payment,CA State Preschool Program,,,,,Art based,,,,,,,,,,,,,,,Play based,,Potty training,,,Reggio Emilia,,,,,,,,,,,,,Fr 07:30 AM - 05:30 PM,,,,,,,,,,,,,,,,,,,,,,Th 07:30 AM - 05:30 PM,,,,,,,,,,Tu 07:30 AM - 05:30 PM,,,,,,,,,We 07:30 AM - 05:30 PM,,,,,
270,4,1,0,22,Preschool (2 to 5 years) Immediate Openings,1,2 to 5 years,5,510,870,30.0,English,"Part time, School year only","Breakfast, Lunch, PM Snack, Child Care Food Program (CCFP)","Head Start, CA State Preschool Program",3 years - 5 years,36,60,,,,,,English,,,,,,,,,,,,,,,,Breakfast,Child Care Food Program (CCFP),,Lunch,PM Snack,,,,,,,Part time,,School year only,,,,CA State Preschool Program,Head Start,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6011,4,1,0,12,other,1,0 to 23 months,5,480,870,30.5,"English, Spanish","Part time, Full year","Breakfast, Lunch, PM Snack, Child Care Food Program (CCFP)",Head Start,other,12,36,,,,,,English,,,,,,,,,,,,Spanish,,,,Breakfast,Child Care Food Program (CCFP),,Lunch,PM Snack,,,,,,Full year,Part time,,,,,,,Head Start,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14179,4,1,0,20,Preschool (2 to 5 years) Immediate Openings,1,2 to 5 years,4,510,870,24.0,English,"Part time, School year only","Breakfast, Lunch, PM Snack, Child Care Food Program (CCFP)",Head Start,3 years - 5 years,36,60,,,,,,English,,,,,,,,,,,,,,,,Breakfast,Child Care Food Program (CCFP),,Lunch,PM Snack,,,,,,,Part time,,School year only,,,,,Head Start,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7856,4,1,0,24,Preschool (2 to 5 years) Immediate Openings,1,2 to 5 years,5,510,870,30.0,English,"Part time, School year only","Breakfast, Lunch, PM Snack, Child Care Food Program (CCFP)",Head Start,3 years - 5 years,36,60,,,,,,English,,,,,,,,,,,,,,,,Breakfast,Child Care Food Program (CCFP),,Lunch,PM Snack,,,,,,,Part time,,School year only,,,,,Head Start,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17718,4,1,0,20,Preschool (2 to 5 years) Immediate Openings,1,2 to 5 years,5,540,900,30.0,English,"Part time, School year only","Breakfast, Lunch, PM Snack, Child Care Food Program (CCFP)",Head Start,3 years - 5 years,36,60,,,,,,English,,,,,,,,,,,,,,,,Breakfast,Child Care Food Program (CCFP),,Lunch,PM Snack,,,,,,,Part time,,School year only,,,,,Head Start,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2879,5,,0,24,Preschool (2 to 5 years)Contact provider for details,,2 to 5 years,5,480,690,17.5,"English, Spanish","Part time, School year only",Child Care Food Program (CCFP),CA State Preschool Program,3 years - 5 years,36,60,,,,,,English,,,,,,,,,,,,Spanish,,,,,Child Care Food Program (CCFP),,,,,,,,,,Part time,,School year only,,,,CA State Preschool Program,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13016,4,1,0,80,Preschool (2 to 5 years)Contact provider for details,,2 to 5 years,5,435,1020,48.75,"English, Spanish",other,"Breakfast, AM Snack, Lunch, PM Snack, Child Care Food Program (CCFP)","Other Child Care and Development Program funded by the CDE, Accepts Subsidized Payment",1 years - 5 years,12,60,,,,,,English,,,,,,,,,,,,Spanish,,,AM Snack,Breakfast,Child Care Food Program (CCFP),,Lunch,PM Snack,,,,,Full Time,Full year,Part time,Rotating Schedule,School year only,Seasonal,Summer only,Accepts Subsidized Payment,,,Other Child Care and Development Program funded by the CDE,,,,,Child Development,,,,,,,,,,,,,,,,,,,,Special Needs,Subsidize,,,,,,,,,,,,,,,,,,,,,,,,,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10225,4,1,0,24,Preschool (2 to 5 years)No Openings,0,2 to 5 years,,,,,English,"Full Time, Full year",Not provided,Accepts Subsidized Payment,0 months - 11 months,0,11,,,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,Full Time,Full year,,,,,,Accepts Subsidized Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10365,5,,0,48,Preschool (2 to 5 years)Contact provider for details,,2 to 5 years,5,495,675,15.0,"English, Spanish","Part time, School year only","Breakfast, Lunch, Child Care Food Program (CCFP)",CA State Preschool Program,3 years - 5 years,36,60,,,,,,English,,,,,,,,,,,,Spanish,,,,Breakfast,Child Care Food Program (CCFP),,Lunch,,,,,,,,Part time,,School year only,,,,CA State Preschool Program,,,,Academic,Art based,Bilingual,Child Development,Child Directed,,,COVID-19 Emergency Response Care,Developmentally Appropriate Practices,High Scope,Homework/Study time,Kindergarten,,,other,Parent Involvement,Play based,Playgroup,Potty training,Pre-kindergarten/Preschool,Project based,,,Special Needs,,,,,,,,,,,,,,,,,,,,,,,,,,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709,4,1,0,94,Infants (0 to 23 months)Contact provider for details Preschool (2 to 5 years)Contact provider for details,,0 to 23 months,5,450,1020,47.5,other,"Full Time, Part time, Full year, School year only, Summer only","Car, Child Care Food Program (CCFP)","Head Start, Other Child Care and Development Program funded by the CDE, Accepts Subsidized Payment",0 months - 5 years,0,60,,,,,,English,,,Hindi,,,,other,,,,,Spanish,,,,,Child Care Food Program (CCFP),,,,,,,,Full Time,Full year,Part time,,School year only,,Summer only,Accepts Subsidized Payment,,Head Start,Other Child Care and Development Program funded by the CDE,,,,,,,Co-op,,,,,,,,,,,,,,,,,,,,,Bus,Car,Walking,,,,,,,,,,,,,,,,,,,,,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7876,4,1,0,253,Infants (0 to 23 months)Contact provider for details Preschool (2 to 5 years)Contact provider for details School Age (6 years and older)Contact provider for details,,0 to 23 months,5,420,1050,52.5,English,other,other,Accepts Subsidized Payment,other,3,144,,,,,,English,,,,,,,,,,,,,,,AM Snack,Breakfast,Child Care Food Program (CCFP),,,PM Snack,After School,Before School,Drop in,Evening,Full Time,Full year,Part time,Rotating Schedule,School year only,,Summer only,Accepts Subsidized Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fr 07:00 AM - 05:30 PM,,,,,,,,,Mo 07:00 AM - 05:30 PM,,,,,,,,,,,,Th 07:00 AM - 05:30 PM,,,,,,,,,,,Tu 07:00 AM - 05:30 PM,,,,,,,,,We 07:00 AM - 05:30 PM,,,,,,,
17889,3,0,0,116,Infants (0 to 23 months)Contact provider for details Preschool (2 to 5 years)Contact provider for details School Age (6 years and older)Contact provider for details,,0 to 23 months,5,420,1080,55.0,English,other,Not provided,Accepts Subsidized Payment,2 years - 12 years,24,144,,,,,,English,,,,,,,,,,,,,,,,,,,,,After School,Before School,,Evening,Full Time,Full year,Part time,,School year only,,Summer only,Accepts Subsidized Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fr 07:00 AM - 06:00 PM,,,,,,,,,Mo 07:00 AM - 06:00 PM,,,,,,,,,,,,Th 07:00 AM - 06:00 PM,,,,,,,,,,,Tu 07:00 AM - 06:00 PM,,,,,,,,,We 07:00 AM - 06:00 PM,,,,,,
7465,4,0,0,48,Preschool (2 to 5 years)Contact provider for details,,2 to 5 years,5,480,660,15.0,English,"Part time, School year only","Breakfast, Lunch",Accepts Subsidized Payment,2 years - 5 years,24,60,,,,,,English,,,,,,,,,,,,,,,,Breakfast,,,Lunch,,,,,,,,Part time,,School year only,,,Accepts Subsidized Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fr 08:00 AM - 11:00 AM,,,,,,,,,,,Mo 08:00 AM - 11:00 AM,,,,,,,,,,,,Th 08:00 AM - 11:00 AM,,,,,,,,,,Tu 08:00 AM - 11:00 AM,,,,,,,,,We 08:00 AM - 11:00 AM,,
8227,2,1,0,102,Preschool (2 to 5 years) Immediate Openings,1,2 to 5 years,5,390,1080,57.5,"English, Spanish, Tagalog","Full Time, Part time, Drop in, Rotating Schedule, Full year, School year only, Summer only","AM Snack, PM Snack",Accepts Subsidized Payment,3 years - 5 years,36,60,,,,,,English,,,,,,,,,,,,Spanish,Tagalog,,AM Snack,,,,,PM Snack,,,Drop in,,Full Time,Full year,Part time,Rotating Schedule,School year only,,Summer only,Accepts Subsidized Payment,,,,,Academic,,,,,,,,,,,,,,,,,,,,,,Religious,,,,,,,,Fr 06:30 AM - 06:00 PM,,,,,,,,,Mo 06:30 AM - 06:00 PM,,,,,,,,,,,,Th 06:30 AM - 06:00 PM,,,,,,,,,,,Tu 06:30 AM - 06:00 PM,,,,,,,,,,We 06:30 AM - 06:00 PM,,,,,,,,
2173,3,0,0,179,Infants (0 to 23 months)Contact provider for details Preschool (2 to 5 years)Contact provider for details,,0 to 23 months,5,360,1080,60.0,English,"Full Time, Part time, Full year, School year only, Summer only","AM Snack, PM Snack",Accepts Subsidized Payment,1 months - 5 years,1,60,,,,,,English,,,,,,,,,,,,,,,AM Snack,,,,,PM Snack,,,,,Full Time,Full year,Part time,,School year only,,Summer only,Accepts Subsidized Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fr 06:00 AM - 06:00 PM,,,,,,,,,Mo 06:00 AM - 06:00 PM,,,,,,,,,,,,Th 06:00 AM - 06:00 PM,,,,,,,,,,,Tu 06:00 AM - 06:00 PM,,,,,,,,,,We 06:00 AM - 06:00 PM,,,,,,,,,
19127,3,0,0,100,Preschool (2 to 5 years)Contact provider for details,,2 to 5 years,5,420,1080,55.0,"English, Spanish","Full Time, Part time, Full year","AM Snack, Lunch, PM Snack, Child Care Food Program (CCFP)",Accepts Subsidized Payment,2 years - 5 years,24,60,,,,,,English,,,,,,,,,,,,Spanish,,,AM Snack,,Child Care Food Program (CCFP),,Lunch,PM Snack,,,,,Full Time,Full year,Part time,,,,,Accepts Subsidized Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fr 07:00 AM - 06:00 PM,,,,,,,,,Mo 07:00 AM - 06:00 PM,,,,,,,,,,,,Th 07:00 AM - 06:00 PM,,,,,,,,,,,Tu 07:00 AM - 06:00 PM,,,,,,,,,We 07:00 AM - 06:00 PM,,,,,,
18480,4,1,0,110,Infants (0 to 23 months)Contact provider for details Preschool (2 to 5 years)Contact provider for details,,0 to 23 months,5,450,1050,50.0,"English, Spanish, Vietnamese","Full Time, Full year","Car, Child Care Food Program (CCFP)","CA State Preschool Program, Other Child Care and Development Program funded by the CDE, Accepts Subsidized Payment",1 years - 5 years,12,60,,,,,,English,,,,,,,,,,,,Spanish,,Vietnamese,,,Child Care Food Program (CCFP),,,,,,,,Full Time,Full year,,,,,,Accepts Subsidized Payment,CA State Preschool Program,,Other Child Care and Development Program funded by the CDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bus,Car,Walking,,,,,,Fr 07:30 AM - 05:30 PM,,,,,,,,,,Mo 07:30 AM - 05:30 PM,,,,,,,,,,,,Th 07:30 AM - 05:30 PM,,,,,,,,,,Tu 07:30 AM - 05:30 PM,,,,,,,,,We 07:30 AM - 05:30 PM,,,,,
12194,4,0,0,68,Preschool (2 to 5 years)Contact provider for details,,2 to 5 years,5,480,885,33.75,"English, Spanish","Part time, School year only",Not provided,Accepts Subsidized Payment,3 years - 4 years,36,48,,,,,,English,,,,,,,,,,,,Spanish,,,,,,,,,,,,,,,Part time,,School year only,,,Accepts Subsidized Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7230,4,0,0,38,Infants (0 to 23 months)Contact provider for details Preschool (2 to 5 years)Contact provider for details,,0 to 23 months,5,450,1050,50.0,"English, Spanish",other,"Breakfast, Lunch, PM Snack","Head Start, Accepts Subsidized Payment",1 months - 5 years,1,60,,,,,,English,,,,,,,,,,,,Spanish,,,,Breakfast,,,Lunch,PM Snack,,,Drop in,,Full Time,Full year,Part time,,School year only,Seasonal,Summer only,Accepts Subsidized Payment,,Head Start,,,,,,,,,,,,,,,,,,,,,,,,,,,Subsidize,,,,,,,,,,Fr 07:30 AM - 05:30 PM,,,,,,,,,,Mo 07:30 AM - 05:30 PM,,,,,,,,,,,,Th 07:30 AM - 05:30 PM,,,,,,,,,,Tu 07:30 AM - 05:30 PM,,,,,,,,,We 07:30 AM - 05:30 PM,,,,,
3376,5,1,0,24,Preschool (2 to 5 years)Contact provider for details,,2 to 5 years,5,495,720,18.75,"English, Spanish","Part time, School year only","AM Snack, Lunch","CA State Preschool Program, Accepts Subsidized Payment",3 years - 5 years,36,60,,,,,,English,,,,,,,,,,,,Spanish,,,AM Snack,,,,Lunch,,,,,,,,Part time,,School year only,,,Accepts Subsidized Payment,CA State Preschool Program,,,,,,,,,,,,,,,,,,,,,,,,,,,Special Needs,Subsidize,,,,,,,,,,,,,,,,,,,,,,,,,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2042,5,0,0,24,Preschool (2 to 5 years)Contact provider for details,,2 to 5 years,5,485,890,33.75,"English, Spanish","Part time, School year only","Breakfast, Lunch",CA State Preschool Program,3 years - 5 years,36,60,,,,,,English,,,,,,,,,,,,Spanish,,,,Breakfast,,,Lunch,,,,,,,,Part time,,School year only,,,,CA State Preschool Program,,,,,,,Child Development,,,,,,,,,,No Pets,,,,,,,,,,,Subsidize,,,Car,Walking,,,,,,,,,,,,,,,,,,,,,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14726,4,0,0,22,Preschool (2 to 5 years)No Openings,0,2 to 5 years,5,420,1080,55.0,English,"Full Time, Part time, Before School, After School, Full year, School year only, Summer only",Breakfast,Accepts Subsidized Payment,6 years - 12 years,72,144,,,,,,English,,,,,,,,,,,,,,,,Breakfast,,,,,After School,Before School,,,Full Time,Full year,Part time,,School year only,,Summer only,Accepts Subsidized Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fr 07:00 AM - 06:00 PM,,,,,,,,,Mo 07:00 AM - 06:00 PM,,,,,,,,,,,,Th 07:00 AM - 06:00 PM,,,,,,,,,,,Tu 07:00 AM - 06:00 PM,,,,,,,,,We 07:00 AM - 06:00 PM,,,,,,
1465,5,0,0,24,Preschool (2 to 5 years)Contact provider for details,,2 to 5 years,5,420,1080,55.0,English,other,Breakfast,Accepts Subsidized Payment,0 months - 11 months,0,11,,,,,,English,,,,,,,,,,,,,,,,Breakfast,,,,,After School,,,,Full Time,Full year,Part time,,School year only,,Summer only,Accepts Subsidized Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fr 07:00 AM - 06:00 PM,,,,,,,,,Mo 07:00 AM - 06:00 PM,,,,,,,,,,,,Th 07:00 AM - 06:00 PM,,,,,,,,,,,Tu 07:00 AM - 06:00 PM,,,,,,,,,We 07:00 AM - 06:00 PM,,,,,,
15933,4,1,0,24,Preschool (2 to 5 years)Contact provider for details,,2 to 5 years,5,480,690,17.5,"English, Spanish","Part time, School year only","Breakfast, Lunch",Accepts Subsidized Payment,2 years - 5 years,24,60,,,,,,English,,,,,,,,,,,,Spanish,,,,Breakfast,,,Lunch,,,,,,,,Part time,,School year only,,,Accepts Subsidized Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18191,4,1,0,20,Preschool (2 to 5 years)Contact provider for details,,2 to 5 years,5,510,720,15.0,"English, Spanish","Part time, School year only","AM Snack, PM Snack",CA State Preschool Program,2 years - 5 years,24,60,,,,,,English,,,,,,,,,,,,Spanish,,,AM Snack,,,,,PM Snack,,,,,,,Part time,,School year only,,,,CA State Preschool Program,,,,,,,Child Development,,,,,Developmentally Appropriate Practices,,,,,,,,Play based,,,Pre-kindergarten/Preschool,,,,Special Needs,,,,,,,,,,,,,,Fr 08:30 AM - 11:30 AM,,,,,,,,,,,Mo 08:30 AM - 11:30 AM,other,,,,,,,,,,,Th 08:30 AM - 11:30 AM,,,,,,,,,,,,,,,,,,,We 08:30 AM - 11:30 AM,
1551,5,0,0,40,Preschool (2 to 5 years)No Openings,0,2 to 5 years,5,465,660,15.25,"English, Spanish","Part time, Full year","Breakfast, AM Snack, Lunch, PM Snack",,3 years - 5 years,36,60,,,,,,English,,,,,,,,,,,,Spanish,,,AM Snack,Breakfast,,,Lunch,PM Snack,,,,,,Full year,Part time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fr 08:00 AM - 11:00 AM,,,,,,,,,,,,,other,,,,,,,,,,Th 08:00 AM - 11:00 AM,,,,,,,,,,Tu 08:00 AM - 11:00 AM,,,,,,,,,We 08:00 AM - 11:00 AM,,
10389,4,1,0,24,Preschool (2 to 5 years)Contact provider for details,,2 to 5 years,5,495,885,32.5,English,"Full Time, School year only","Breakfast, Lunch, PM Snack, Child Care Food Program (CCFP)","Head Start, CA State Preschool Program",2 years - 5 years,24,60,,,,,,English,,,,,,,,,,,,,,,,Breakfast,Child Care Food Program (CCFP),,Lunch,PM Snack,,,,,Full Time,,,,School year only,,,,CA State Preschool Program,Head Start,,,,,,Child Development,Child Directed,,,,Developmentally Appropriate Practices,,,,,,,Parent Involvement,Play based,,,Pre-kindergarten/Preschool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19095,3,1,0,30,Preschool (2 to 5 years)Contact provider for details,,2 to 5 years,5,465,1080,51.25,"English, Spanish, Vietnamese","Full Time, Part time, School year only","AM Snack, PM Snack",Accepts Subsidized Payment,3 years - 5 years,36,60,,,,,,English,,,,,,,,,,,,Spanish,,Vietnamese,AM Snack,,,,,PM Snack,,,,,Full Time,,Part time,,School year only,,,Accepts Subsidized Payment,,,,,,Art based,Bilingual,Child Development,,,,,,,,,,,,,Play based,,,,,,,,,,Bus,,,,,,,,,,,,,,,,,,,,,,,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8673,4,1,0,16,Preschool (2 to 5 years)Contact provider for details,,2 to 5 years,5,510,690,15.0,English,"Part time, School year only","AM Snack, Child Care Food Program (CCFP)","CA State Preschool Program, Accepts Subsidized Payment",3 years - 5 years,36,60,,,,,,English,,,,,,,,,,,,,,,AM Snack,,Child Care Food Program (CCFP),,,,,,,,,,Part time,,School year only,,,Accepts Subsidized Payment,CA State Preschool Program,,,,Academic,,,Child Development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fr 08:30 AM - 11:30 AM,,,,,,,,,,,Mo 08:30 AM - 11:30 AM,,,,,,,,,,,,Th 08:30 AM - 11:30 AM,,,,,,,,,,Tu 08:30 AM - 11:30 AM,,,,,,,,,We 08:30 AM - 11:30 AM,
1582,4,1,0,190,Preschool (2 to 5 years)Contact provider for details,,2 to 5 years,5,480,1005,43.75,other,"Full Time, Part time, Full year, School year only","Breakfast, AM Snack, Lunch, PM Snack, Child Care Food Program (CCFP)","CA State Preschool Program, Other Child Care and Development Program funded by the CDE, Accepts Subsidized Payment",3 years - 5 years,36,60,,Arabic,,,Chinese (Other),English,Farsi,,,,,,other,,,,,Spanish,Tagalog,,AM Snack,Breakfast,Child Care Food Program (CCFP),,Lunch,PM Snack,,,,,Full Time,Full year,Part time,,School year only,,,Accepts Subsidized Payment,CA State Preschool Program,,Other Child Care and Development Program funded by the CDE,,,,Bilingual,Child Development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19065,4,1,0,102,Preschool (2 to 5 years)Contact provider for details,,2 to 5 years,5,480,930,37.5,"Arabic, English, Spanish","Full Time, Part time, Full year","Breakfast, AM Snack, Lunch, PM Snack, Child Care Food Program (CCFP)","CA State Preschool Program, Other Child Care and Development Program funded by the CDE, Accepts Subsidized Payment",2 years - 5 years,24,60,,Arabic,,,,English,,,,,,,,,,,,Spanish,,,AM Snack,Breakfast,Child Care Food Program (CCFP),,Lunch,PM Snack,,,,,Full Time,Full year,Part time,,,,,Accepts Subsidized Payment,CA State Preschool Program,,Other Child Care and Development Program funded by the CDE,,,,,Child Development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13089,4,0,0,36,Preschool (2 to 5 years)Contact provider for details,,2 to 5 years,5,360,1080,60.0,English,"Full Time, School year only",Not provided,Accepts Subsidized Payment,3 years - 5 years,36,60,,,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,Full Time,,,,School year only,,,Accepts Subsidized Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fr 06:00 AM - 06:00 PM,,,,,,,,,Mo 06:00 AM - 06:00 PM,,,,,,,,,,,,Th 06:00 AM - 06:00 PM,,,,,,,,,,,Tu 06:00 AM - 06:00 PM,,,,,,,,,,We 06:00 AM - 06:00 PM,,,,,,,,,
