provider_id,qr_rating,has_license_number,dhhs_matched,program_type,capacity,full_time_staff,part_time_staff,num_accreditations,dhhs_license_type,dhhs_capacity,dhhs_ages_from,dhhs_ages_to,dhhs_age_from_months,dhhs_age_to_months,dhhs_days_open,dhhs_days_open_count,dhhs_hours_from,dhhs_hours_to,dhhs_hours_from_minutes,dhhs_hours_to_minutes,dhhs_hours_open_minutes,dhhs_issue_year,accreditation_name,age_infants,age_preschool,age_school_age,age_toddlers,day_friday,day_monday,day_saturday,day_sunday,day_thursday,day_tuesday,day_wednesday,info_accepts_child_care_subsidy,info_serves_children_with_special_needs,geo_county
2818,1,True,True,Family Child Care Home,8.0,1.0,,0,Family Child Care Home I,8,6 WKS,13 YRS,1.38,156.0,MTWThF,5,0700,1730,420.0,1050.0,630.0,2010,,Infants,,,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,,,county_33
721,1,True,True,Family Child Care Home,10.0,,,0,Family Child Care Home I,10,6 WKS,13 YRS,1.38,156.0,MTWThF,5,0730,1730,450.0,1050.0,600.0,2007,,Infants,Preschool,School Age,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,,,county_16
790,2,True,True,Child Care Center,240.0,12.0,6.0,0,Child Care Center,240,6 WKS,13 YRS,1.38,156.0,MTWTHF,5,0630,1800,390.0,1080.0,690.0,2013,,Infants,Preschool,School Age,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,Accepts child care subsidy,Serves children with special needs,county_30
42,2,True,True,Family Child Care Home,10.0,1.0,,0,Family Child Care Home II,10,6 WKS,13 YRS,1.38,156.0,MTWTHFSSU,7,0000,2400,0.0,1440.0,1440.0,2020,,,Preschool,School Age,Toddlers,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,Accepts child care subsidy,,county_33
2504,1,True,True,Family Child Care Home,12.0,3.0,2.0,0,Family Child Care Home II,12,6 WKS,13 YRS,1.38,156.0,MTWTHF,5,0600,1800,360.0,1080.0,720.0,2018,,Infants,Preschool,School Age,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,Accepts child care subsidy,,county_1
2922,1,True,True,Family Child Care Home,12.0,3.0,2.0,0,Family Child Care Home II,12,6 WKS,13 YRS,1.38,156.0,MTWTHF,5,0600,1800,360.0,1080.0,720.0,2017,,Infants,Preschool,School Age,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,Accepts child care subsidy,,county_1
1462,2,True,True,Family Child Care Home,12.0,,,0,Family Child Care Home II,12,6 WKS,13 YRS,1.38,156.0,MTWTHFSSU,7,0600,2100,360.0,1260.0,900.0,2016,,Infants,Preschool,School Age,Toddlers,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,,,county_41
3213,1,True,True,Family Child Care Home,10.0,1.0,,0,Family Child Care Home I,10,6 WKS,12 YRS,1.38,144.0,MTWTHF,5,0600,1730,360.0,1050.0,690.0,2019,,Infants,Preschool,School Age,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,,Serves children with special needs,county_22
3171,1,True,True,Family Child Care Home,10.0,,,0,Provisional Family Child Care Home I,8,6 WKS,13 YRS,1.38,156.0,MTWTHFSSU,7,0500,1900,300.0,1140.0,840.0,2025,,Infants,Preschool,School Age,Toddlers,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,Accepts child care subsidy,Serves children with special needs,county_27
3024,1,True,True,Family Child Care Home,10.0,1.0,,0,Family Child Care Home I,10,6 WKS,12 YRS,1.38,144.0,MTWTHF,5,0430,1800,270.0,1080.0,810.0,2022,,Infants,Preschool,School Age,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,Accepts child care subsidy,Serves children with special needs,county_27
1268,2,True,True,Child Care Center,125.0,19.0,13.0,0,Child Care Center,125,6 WKS,13 YRS,1.38,156.0,MTWTF,5,0530,2100,330.0,1260.0,930.0,2002,,Infants,Preschool,School Age,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,Accepts child care subsidy,Serves children with special needs,county_4
943,4,True,True,Child Care Center,90.0,11.0,7.0,0,Child Care Center,90,6 WKS,13 YRS,1.38,156.0,MTWTF,5,0530,1800,330.0,1080.0,750.0,2003,,Infants,Preschool,School Age,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,Accepts child care subsidy,Serves children with special needs,county_16
2928,2,True,True,Family Child Care Home,12.0,1.0,,0,Family Child Care Home II,12,6 WKS,10 YRS,1.38,120.0,MTWTHFS,6,0600,1900,360.0,1140.0,780.0,2004,,Infants,Preschool,School Age,Toddlers,Friday,Monday,Saturday,,Thursday,Tuesday,Wednesday,Accepts child care subsidy,,county_33
1571,1,True,True,Family Child Care Home,10.0,1.0,,0,Family Child Care Home I,10,6 WKS,13 YRS,1.38,156.0,MTWTHFSSU,7,0000,2400,0.0,1440.0,1440.0,2019,,Infants,Preschool,School Age,Toddlers,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,Accepts child care subsidy,,county_30
3019,2,True,True,Family Child Care Home,12.0,,,0,Family Child Care Home II,12,6 WKS,12 YRS,1.38,144.0,MTWTHFSSU,7,0000,2400,0.0,1440.0,1440.0,2006,,Infants,Preschool,School Age,Toddlers,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,Accepts child care subsidy,Serves children with special needs,county_33
994,2,True,True,Child Care Center,70.0,10.0,4.0,0,Child Care Center,70,6 WKS,13 YRS,1.38,156.0,MTWTHF,5,0700,1730,420.0,1050.0,630.0,2024,,Infants,Preschool,School Age,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,Accepts child care subsidy,,county_6
610,2,True,True,Family Child Care Home,10.0,1.0,,0,Family Child Care Home I,10,6 WKS,13 YRS,1.38,156.0,MTWTHFS,6,0530,1800,330.0,1080.0,750.0,2025,,Infants,,,,Friday,Monday,Saturday,,Thursday,Tuesday,Wednesday,,Serves children with special needs,county_20
1034,2,True,True,Child Care Center,100.0,14.0,5.0,0,Child Care Center,100,6 WKS,13 YRS,1.38,156.0,MTWTHF,5,0600,1800,360.0,1080.0,720.0,2019,,Infants,Preschool,School Age,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,Accepts child care subsidy,,county_16
1805,1,True,True,Child Care Center,54.0,8.0,3.0,0,Child Care Center,54,6 WKS,13 YRS,1.38,156.0,MTWTHF,5,0600,2100,360.0,1260.0,900.0,2025,,Infants,Preschool,School Age,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,Accepts child care subsidy,Serves children with special needs,county_36
2552,1,True,True,Child Care Center,180.0,28.0,14.0,0,Child Care Center,180,6 WKS,12 YRS,1.38,144.0,MTWTHF,5,0630,1800,390.0,1080.0,690.0,2012,,Infants,Preschool,School Age,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,Accepts child care subsidy,,county_33
2311,2,True,True,Child Care Center,281.0,24.0,32.0,0,Child Care Center,281,6 WKS,13 YRS,1.38,156.0,MTWTHF,5,0600,1800,360.0,1080.0,720.0,2002,,Infants,Preschool,School Age,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,,Serves children with special needs,county_30
40,2,True,True,Family Child Care Home,10.0,,,0,Family Child Care Home I,10,6 WKS,13 YRS,1.38,156.0,MTWTFSSU,7,0500,2000,300.0,1200.0,900.0,1997,,Infants,Preschool,School Age,Toddlers,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,Accepts child care subsidy,,county_38
2361,2,True,True,Family Child Care Home,10.0,1.0,,0,Family Child Care Home I,10,6 WKS,13 YRS,1.38,156.0,MTWTHF,5,0630,1800,390.0,1080.0,690.0,2011,,Infants,Preschool,,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,,Serves children with special needs,county_16
2301,2,True,True,Family Child Care Home,10.0,1.0,,0,Family Child Care Home I,10,6 WKS,13 YRS,1.38,156.0,MTWTHF,5,0700,1730,420.0,1050.0,630.0,2014,,Infants,Preschool,School Age,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,,,county_30
913,1,True,True,Family Child Care Home,12.0,1.0,1.0,0,Family Child Care Home II,12,6 WKS,8 YRS,1.38,96.0,MTWTHF,5,0700,1900,420.0,1140.0,720.0,2024,,Infants,,,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,Accepts child care subsidy,,county_32
1288,1,True,True,Family Child Care Home,10.0,1.0,,0,Family Child Care Home I,10,6 WKS,13 YRS,1.38,156.0,MTWTHF,5,0700,1700,420.0,1020.0,600.0,2012,,Infants,,,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,,,county_16
2965,1,True,True,Child Care Center,44.0,10.0,5.0,0,Child Care Center,44,6 WKS,13 YRS,1.38,156.0,MTWTHFSSU,7,0600,2300,360.0,1380.0,1020.0,2018,,Infants,Preschool,School Age,Toddlers,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,Accepts child care subsidy,Serves children with special needs,county_33
1166,2,True,True,Family Child Care Home,10.0,1.0,,0,Family Child Care Home I,10,6 WKS,13 YRS,1.38,156.0,MTWTHF,5,0600,1800,360.0,1080.0,720.0,2017,,Infants,Preschool,,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,,,county_16
702,2,True,True,Family Child Care Home,10.0,1.0,,0,Family Child Care Home I,10,6 WKS,13 YRS,1.38,156.0,MTWTHFSSU,7,0000,2400,0.0,1440.0,1440.0,2010,,Infants,Preschool,School Age,Toddlers,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,Accepts child care subsidy,Serves children with special needs,county_14
1090,2,True,True,Child Care Center,90.0,6.0,5.0,0,Child Care Center,90,18 MOS,13 YRS,18.0,156.0,MTWTHF,5,other,1930,465.0,1170.0,705.0,2006,,,Preschool,,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,Accepts child care subsidy,,county_16
140,1,True,True,Child Care Center,30.0,5.0,,0,Provisional Child Care Center,30,6 WKS,12 YRS,1.38,144.0,MTWTHF,5,0630,1730,390.0,1050.0,660.0,2024,,Infants,Preschool,School Age,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,Accepts child care subsidy,Serves children with special needs,county_1
3239,2,True,True,Family Child Care Home,10.0,,,0,Provisional Family Child Care Home I,10,6 WKS,12 YRS,1.38,144.0,MTWTHF,5,0730,1715,450.0,1035.0,585.0,2024,,,Preschool,School Age,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,,,county_27
902,1,True,True,Family Child Care Home,12.0,1.0,4.0,0,Family Child Care Home II,12,6 WKS,6 YRS,1.38,72.0,MTWTHF,5,0700,1800,420.0,1080.0,660.0,2025,,Infants,Preschool,,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,,,county_2
2802,2,True,True,Family Child Care Home,12.0,2.0,,0,Family Child Care Home II,12,6 WKS,13 YRS,1.38,156.0,MTWTHFSSU,7,0000,2400,0.0,1440.0,1440.0,2016,,Infants,Preschool,School Age,Toddlers,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,Accepts child care subsidy,,county_39
1620,1,True,True,Family Child Care Home,8.0,,,0,Family Child Care Home II,8,6 WKS,13 YRS,1.38,156.0,MTWTHF,5,0730,1700,450.0,1020.0,570.0,2011,,Infants,,School Age,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,,Serves children with special needs,county_33
1745,1,True,True,Child Care Center,57.0,5.0,3.0,0,Provisional Child Care Center,57,6 WKS,12 YRS,1.38,144.0,MTWTHFSSU,7,0600,1800,360.0,1080.0,720.0,2025,,Infants,Preschool,,Toddlers,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,Accepts child care subsidy,Serves children with special needs,county_30
3082,2,True,True,Family Child Care Home,12.0,1.0,,0,Family Child Care Home II,12,6 WKS,13 YRS,1.38,156.0,other,6,other,,,,,2024,,,Preschool,School Age,Toddlers,Friday,Monday,Saturday,,Thursday,Tuesday,Wednesday,Accepts child care subsidy,Serves children with special needs,county_14
2276,2,True,True,Child Care Center,59.0,8.0,1.0,0,Child Care Center,59,18 MOS,13 YRS,18.0,156.0,MTWTHF,5,0600,1730,360.0,1050.0,690.0,1997,,,Preschool,School Age,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,Accepts child care subsidy,Serves children with special needs,county_33
74,5,True,True,Family Child Care Home,10.0,1.0,1.0,0,Family Child Care Home I,10,6 WKS,13 YRS,1.38,156.0,MTWTHF,5,0530,1730,330.0,1050.0,720.0,2008,,Infants,Preschool,,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,,Serves children with special needs,county_6
3191,5,True,True,Preschool,35.0,1.0,4.0,0,Preschool,35,3 YRS,6 YRS,36.0,72.0,MTWTHF,5,0830,1530,510.0,930.0,420.0,2001,,,Preschool,,,Friday,Monday,,,Thursday,Tuesday,Wednesday,,Serves children with special needs,county_16
1812,5,True,True,Child Care Center,120.0,8.0,1.0,0,Child Care Center,120,2 YRS,6 YRS,24.0,72.0,MTWTHF,5,0700,other,420.0,959.0,539.0,2020,,,Preschool,,,Friday,Monday,,,Thursday,Tuesday,Wednesday,,Serves children with special needs,county_33
1788,1,True,True,Family Child Care Home,12.0,1.0,,0,Family Child Care Home II,12,6 WKS,12 YRS,1.38,144.0,MTWTHF,5,0630,1730,390.0,1050.0,660.0,2024,,Infants,Preschool,School Age,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,Accepts child care subsidy,,county_1
133,2,True,False,Family Child Care Home,12.0,2.0,1.0,0,,,,,,,,,,,,,,,,Infants,Preschool,School Age,Toddlers,,,,,,,,,,
1974,1,True,True,Family Child Care Home,10.0,1.0,,0,Family Child Care Home I,10,6 WKS,8 YRS,1.38,96.0,MTWTHF,5,0600,1700,360.0,1020.0,660.0,2017,,Infants,Preschool,,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,,Serves children with special needs,county_15
890,2,True,True,Family Child Care Home,12.0,10.0,,0,Family Child Care Home II,12,6 WKS,5 YRS,1.38,60.0,MTWTHF,5,other,other,465.0,1005.0,540.0,2024,,Infants,,,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,,Serves children with special needs,county_26
259,1,True,True,Child Care Center,150.0,17.0,9.0,0,Provisional Child Care Center,150,6 WKS,12 YRS,1.38,144.0,MTWTHFS,6,0630,1800,390.0,1080.0,690.0,2025,,Infants,Preschool,School Age,Toddlers,Friday,Monday,Saturday,,Thursday,Tuesday,Wednesday,Accepts child care subsidy,Serves children with special needs,county_16
1341,2,True,True,Child Care Center,36.0,5.0,2.0,0,Child Care Center,36,6 WKS,13 YRS,1.38,156.0,MTWTHFS,6,0430,,270.0,,,2020,,Infants,Preschool,School Age,Toddlers,Friday,Monday,Saturday,,Thursday,Tuesday,Wednesday,,,county_37
816,1,True,True,Child Care Center,80.0,5.0,3.0,0,Child Care Center,80,6 WKS,13 YRS,1.38,156.0,MTWTHFSSU,7,0500,2100,300.0,1260.0,960.0,2011,,Infants,Preschool,School Age,Toddlers,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,Accepts child care subsidy,Serves children with special needs,county_13
1975,1,True,True,Preschool,24.0,,2.0,0,Preschool,24,3 YRS,6 YRS,36.0,72.0,MTWTH,4,0800,other,480.0,720.0,240.0,2002,,,Preschool,,,,Monday,,,Thursday,Tuesday,Wednesday,,Serves children with special needs,county_1
553,2,True,True,Child Care Center,150.0,5.0,,0,Child Care Center,150,6 WKS,13 YRS,1.38,156.0,MTWTHF,5,0700,1900,420.0,1140.0,720.0,2020,,,Preschool,School Age,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,Accepts child care subsidy,,county_30
2650,1,True,True,Child Care Center,120.0,1.0,30.0,0,Child Care Center,120,other,12 YRS,60.0,144.0,MTWTF,5,0600,1800,360.0,1080.0,720.0,2005,,,,School Age,,Friday,Monday,,,Thursday,Tuesday,Wednesday,Accepts child care subsidy,Serves children with special needs,county_32
698,3,True,True,Child Care Center,125.0,15.0,3.0,0,Child Care Center,125,6 WKS,13 YRS,1.38,156.0,MTWTHF,5,0630,1800,390.0,1080.0,690.0,2008,,Infants,Preschool,School Age,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,,,county_16
2822,3,False,False,Public School,,2.0,,0,,,,,,,,,,,,,,,,,Preschool,,,,,,,,,,,,
2050,3,True,True,Child Care Center,120.0,10.0,6.0,0,Child Care Center,120,6 WKS,13 YRS,1.38,156.0,MTWTHF,5,0600,1800,360.0,1080.0,720.0,2008,,Infants,Preschool,School Age,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,Accepts child care subsidy,Serves children with special needs,county_16
546,2,True,True,Child Care Center,84.0,6.0,6.0,0,Child Care Center,84,6 WKS,12 YRS,1.38,144.0,MTWTHFSSU,7,0000,2400,0.0,1440.0,1440.0,2025,,Infants,Preschool,School Age,Toddlers,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,Accepts child care subsidy,Serves children with special needs,county_32
424,1,True,True,Family Child Care Home,10.0,,,0,Family Child Care Home I,10,6 WKS,13 YRS,1.38,156.0,MTWTHF,5,0600,1800,360.0,1080.0,720.0,2013,,,Preschool,School Age,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,,Serves children with special needs,county_32
434,3,False,False,Head Start,,7.0,,0,,,,,,,,,,,,,,,,,Preschool,,,,,,,,,,,Serves children with special needs,
1593,1,True,True,Child Care Center,56.0,5.0,5.0,0,Provisional Child Care Center,56,6 WKS,13 YRS,1.38,156.0,MTWTHF,5,0600,1800,360.0,1080.0,720.0,2024,,Infants,Preschool,,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,Accepts child care subsidy,,county_1
574,3,True,True,Family Child Care Home,12.0,4.0,,0,Family Child Care Home II,12,6 WKS,13 YRS,1.38,156.0,MTWTHF,5,0600,1800,360.0,1080.0,720.0,2024,,Infants,,,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,,Serves children with special needs,county_8
954,3,True,True,Family Child Care Home,12.0,4.0,,0,Family Child Care Home II,12,6 WKS,13 YRS,1.38,156.0,MTWTHF,5,0600,1800,360.0,1080.0,720.0,2024,,Infants,,,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,,Serves children with special needs,county_8
2904,5,True,True,Head Start,108.0,39.0,1.0,0,Child Care Center,108,6 WKS,5 YRS,1.38,60.0,MTWTHF,5,0700,1730,420.0,1050.0,630.0,2021,,Infants,,,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,,Serves children with special needs,county_33
141,1,True,True,Child Care Center,96.0,42.0,,0,Child Care Center,96,6 WKS,5 YRS,1.38,60.0,MTWTHF,5,0700,1730,420.0,1050.0,630.0,2021,,Infants,,,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,Accepts child care subsidy,Serves children with special needs,county_33
2441,5,True,True,Head Start,153.0,36.0,,0,Child Care Center,153,6 WKS,5 YRS,1.38,60.0,MTWTHF,5,0700,1730,420.0,1050.0,630.0,2021,,Infants,,,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,Accepts child care subsidy,Serves children with special needs,county_33
2126,1,True,True,Preschool,12.0,1.0,,0,Preschool,12,3 YRS,6 YRS,36.0,72.0,MTWTHF,5,0800,other,480.0,720.0,240.0,2021,,,Preschool,,,Friday,Monday,,,Thursday,Tuesday,Wednesday,,Serves children with special needs,county_14
2503,2,True,True,Child Care Center,60.0,10.0,2.0,0,Child Care Center,60,6 WKS,6 YRS,1.38,72.0,MTWTHF,5,0700,1800,420.0,1080.0,660.0,2001,,Infants,Preschool,,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,,,county_33
151,2,True,True,Child Care Center,135.0,17.0,6.0,0,Child Care Center,135,6 WKS,12 YRS,1.38,144.0,MTWTHF,5,0600,1830,360.0,1110.0,750.0,2011,,Infants,Preschool,School Age,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,,Serves children with special needs,county_32
2353,1,True,True,Child Care Center,45.0,6.0,2.0,0,Child Care Center,45,6 WKS,12 YRS,1.38,144.0,MTWTHF,5,0630,1800,390.0,1080.0,690.0,2022,,Infants,Preschool,School Age,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,Accepts child care subsidy,,county_33
173,1,True,True,Child Care Center,268.0,29.0,8.0,0,Child Care Center,268,6 WKS,13 YRS,1.38,156.0,MTWTHF,5,0630,1800,390.0,1080.0,690.0,2001,,Infants,Preschool,School Age,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,,Serves children with special needs,county_30
2602,2,True,True,Child Care Center,196.0,15.0,10.0,0,Child Care Center,196,6 WKS,13 YRS,1.38,156.0,MTWTHF,5,0600,1800,360.0,1080.0,720.0,2024,,Infants,Preschool,School Age,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,,Serves children with special needs,county_31
446,2,True,True,Child Care Center,55.0,9.0,2.0,0,Child Care Center,55,6 WKS,12 YRS,1.38,144.0,MTWTHF,5,0600,1800,360.0,1080.0,720.0,2020,,Infants,Preschool,School Age,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,Accepts child care subsidy,,county_4
1765,5,True,True,Family Child Care Home,12.0,2.0,1.0,0,Family Child Care Home II,12,6 WKS,12 YRS,1.38,144.0,MTWTHFSSU,7,0500,2000,300.0,1200.0,900.0,2007,,Infants,Preschool,School Age,Toddlers,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,Accepts child care subsidy,,county_25
181,4,True,True,Child Care Center,52.0,10.0,,0,Child Care Center,52,6 WKS,12 YRS,1.38,144.0,MTWRF,5,0600,1800,360.0,1080.0,720.0,2025,,Infants,Preschool,School Age,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,Accepts child care subsidy,,county_33
2490,3,False,False,Head Start,,,,0,,,,,,,,,,,,,,,,,,,Toddlers,,,,,,,,,Serves children with special needs,
1875,3,True,True,Head Start,80.0,10.0,,0,Child Care Center,80,3 YRS,8 YRS,36.0,96.0,MTWTF,5,0730,1730,450.0,1050.0,600.0,2001,,,Preschool,,,Friday,Monday,,,Thursday,Tuesday,Wednesday,Accepts child care subsidy,Serves children with special needs,county_43
773,5,True,True,Child Care Center,60.0,7.0,5.0,0,Child Care Center,60,6 WKS,12 YRS,1.38,144.0,MTWTHF,5,0600,1900,360.0,1140.0,780.0,2006,,Infants,Preschool,School Age,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,Accepts child care subsidy,,county_13
1911,2,True,True,Family Child Care Home,10.0,1.0,1.0,0,Family Child Care Home I,10,6 WKS,13 YRS,1.38,156.0,MTWTHF,5,0000,2400,0.0,1440.0,1440.0,2024,,,,School Age,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,,Serves children with special needs,county_27
2065,2,True,True,Family Child Care Home,12.0,1.0,,0,Provisional Family Child Care Home II,12,6 WKS,13 YRS,1.38,156.0,MTWTHF,5,0700,1700,420.0,1020.0,600.0,2025,,Infants,Preschool,,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,,,county_16
1396,2,True,True,Family Child Care Home,10.0,1.0,,0,Family Child Care Home I,10,6 WKS,13 YRS,1.38,156.0,MTWThF,5,0700,1800,420.0,1080.0,660.0,2007,,Infants,Preschool,School Age,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,,Serves children with special needs,county_31
1465,1,True,True,Child Care Center,60.0,3.0,2.0,0,Child Care Center,60,2 YRS,13 YRS,24.0,156.0,MTWTHF,5,0730,1730,450.0,1050.0,600.0,2021,,,Preschool,,,Friday,Monday,,,Thursday,Tuesday,Wednesday,,Serves children with special needs,county_38
2725,1,True,True,Family Child Care Home,12.0,3.0,3.0,0,Family Child Care Home II,12,6 WKS,13 YRS,1.38,156.0,MTWTHF,5,0700,1800,420.0,1080.0,660.0,2013,,Infants,Preschool,School Age,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,,,county_34
1080,2,True,True,Preschool,12.0,,1.0,0,Preschool,12,3 YRS,6 YRS,36.0,72.0,MTWTHF,5,0800,1600,480.0,960.0,480.0,2000,,,Preschool,,,Friday,Monday,,,Thursday,Tuesday,Wednesday,,,county_0
2228,5,True,True,Child Care Center,53.0,8.0,4.0,0,Child Care Center,53,6 WKS,13 YRS,1.38,156.0,MTWTHF,5,0000,2400,0.0,1440.0,1440.0,2020,,Infants,Preschool,,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,Accepts child care subsidy,Serves children with special needs,county_41
726,1,True,False,Child Care Center,43.0,3.0,1.0,0,,,,,,,,,,,,,,,,Infants,Preschool,School Age,Toddlers,,,,,,,,Accepts child care subsidy,Serves children with special needs,
1132,1,True,True,Family Child Care Home,12.0,1.0,2.0,0,Family Child Care Home II,12,6 WKS,13 YRS,1.38,156.0,MTWTHF,5,0630,1800,390.0,1080.0,690.0,2020,,Infants,,School Age,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,,Serves children with special needs,county_30
2453,3,True,True,Child Care Center,275.0,30.0,25.0,1,Child Care Center,275,6 WKS,6 YRS,1.38,72.0,MTWTHF,5,0700,1800,420.0,1080.0,660.0,2000,National Association for the Education of Young Children,Infants,Preschool,,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,,Serves children with special needs,county_33
796,2,True,True,Family Child Care Home,12.0,1.0,,0,Family Child Care Home II,12,6 WKS,13 YRS,1.38,156.0,MTWTHF,5,0730,1700,450.0,1020.0,570.0,2013,,,Preschool,,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,,,county_6
2493,2,True,True,Child Care Center,35.0,4.0,,0,Child Care Center,35,6 WKS,13 YRS,1.38,156.0,MTWTFS,6,0700,1730,420.0,1050.0,630.0,1996,,Infants,Preschool,School Age,Toddlers,Friday,Monday,Saturday,,Thursday,Tuesday,Wednesday,Accepts child care subsidy,Serves children with special needs,county_19
3096,1,True,True,Family Child Care Home,10.0,1.0,,0,Family Child Care Home I,10,6 WKS,13 YRS,1.38,156.0,MTWTF,5,0700,1730,420.0,1050.0,630.0,2001,,Infants,,,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,,Serves children with special needs,county_37
325,1,True,True,Child Care Center,150.0,17.0,1.0,0,Child Care Center,150,6 WKS,13 YRS,1.38,156.0,MTWTHF,5,0630,1800,390.0,1080.0,690.0,1999,,Infants,Preschool,,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,Accepts child care subsidy,Serves children with special needs,county_30
2014,1,True,True,Family Child Care Home,12.0,1.0,,0,Provisional Family Child Care Home II,12,6 WKS,13 YRS,1.38,156.0,MTWTHF,5,0730,1730,450.0,1050.0,600.0,2025,,Infants,Preschool,School Age,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,,,county_6
835,2,True,True,Family Child Care Home,10.0,,,0,Family Child Care Home I,10,6 WKS,13 YRS,1.38,156.0,MTWTHF,5,0700,1730,420.0,1050.0,630.0,2017,,Infants,Preschool,School Age,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,,,county_30
1813,4,True,True,Child Care Center,88.0,15.0,3.0,0,Child Care Center,88,6 WKS,13 YRS,1.38,156.0,MTWTHF,5,0600,1800,360.0,1080.0,720.0,1997,,Infants,Preschool,School Age,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,Accepts child care subsidy,Serves children with special needs,county_31
